date,day_of_week,cnt,cycle2,cycle5,cycle5_2,cycle10
664,6,699,24,314,310,1.8971428571428572
665,7,24,25,315,311,1.9
666,1,2692,26,316,312,1.9028571428571428
667,2,3526,27,317,313,1.9057142857142857
668,3,3877,28,318,314,1.9085714285714286
669,4,2546,29,319,315,1.9114285714285715
670,5,2709,30,320,316,1.9142857142857144
671,6,471,31,321,317,1.917142857142857
672,1,3469,32,322,318,1.92
673,2,3498,33,323,319,1.9228571428571428
674,3,3835,34,324,320,1.9257142857142857
675,4,2530,35,325,321,1.9285714285714286
676,5,2564,36,326,322,1.9314285714285715
677,6,367,37,327,323,1.9342857142857144
678,1,4217,38,328,324,1.937142857142857
679,2,4630,39,329,325,1.94
680,3,3877,40,330,326,1.9428571428571428
681,4,4141,41,331,327,1.9457142857142857
682,5,3701,42,332,328,1.9485714285714286
683,6,652,43,333,329,1.9514285714285715
684,7,2663,44,334,330,1.9542857142857142
685,1,4903,45,335,331,1.957142857142857
686,2,2040,46,336,332,1.96
687,2,23,47,337,333,1.9628571428571429
688,3,4712,48,338,334,1.9657142857142857
689,4,4395,49,339,335,1.9685714285714286
690,5,3661,50,340,336,1.9714285714285715
691,6,2073,51,341,337,1.9742857142857142
692,1,4832,52,342,338,1.977142857142857
693,2,4032,53,343,339,1.98
694,3,2054,54,344,340,1.9828571428571429
695,4,1477,55,345,341,1.9857142857142858
696,5,1808,56,346,342,1.9885714285714287
697,6,290,57,347,343,1.9914285714285713
698,1,2028,58,348,344,1.9942857142857142
699,2,2479,59,349,345,1.997142857142857
700,3,1426,60,0,346,2.0
701,4,1693,61,1,347,2.0028571428571427
702,5,1626,62,2,348,2.005714285714286
703,6,236,63,3,349,2.0085714285714285
704,1,2508,64,4,350,2.0114285714285716
705,2,2491,65,5,351,2.0142857142857142
706,3,1907,66,6,352,2.0171428571428573
707,4,1524,67,7,353,2.02
708,5,1664,68,8,0,2.0228571428571427
709,6,948,69,9,1,2.025714285714286
710,1,2617,70,10,2,2.0285714285714285
711,2,2325,71,11,3,2.0314285714285716
712,3,2451,72,12,4,2.0342857142857143
713,4,1140,73,13,5,2.037142857142857
714,5,1696,74,14,6,2.04
715,6,376,75,15,7,2.0428571428571427
716,1,2280,76,16,8,2.045714285714286
717,2,2007,77,17,9,2.0485714285714285
718,3,1784,78,18,10,2.0514285714285716
719,4,1102,79,19,11,2.0542857142857143
720,5,1902,80,20,12,2.057142857142857
721,6,55,81,21,13,2.06
722,1,13,82,22,14,2.0628571428571427
723,2,3380,83,23,15,2.065714285714286
724,3,2690,84,24,16,2.0685714285714285
725,4,1348,85,25,17,2.0714285714285716
726,5,2035,86,26,18,2.0742857142857143
727,6,139,87,27,19,2.077142857142857
728,7,20,88,28,20,2.08
729,1,2044,89,29,21,2.0828571428571427
730,2,2024,90,30,22,2.085714285714286
731,3,1455,91,31,23,2.0885714285714285
732,4,1354,92,32,24,2.0914285714285716
733,5,1310,93,33,25,2.0942857142857143
734,6,275,94,34,26,2.097142857142857
735,1,2424,95,35,27,2.1
736,2,2985,96,36,28,2.1028571428571428
737,3,2014,97,37,29,2.105714285714286
738,4,1105,98,38,30,2.1085714285714285
739,5,1524,99,39,31,2.111428571428571
740,6,378,100,40,32,2.1142857142857143
741,1,2491,101,41,33,2.117142857142857
742,2,2830,102,42,34,2.12
743,3,2155,103,43,35,2.1228571428571428
744,4,2017,104,44,36,2.125714285714286
745,5,27,105,45,37,2.1285714285714286
746,1,3150,106,46,38,2.1314285714285712
747,2,2383,107,47,39,2.1342857142857143
748,3,2824,108,48,40,2.137142857142857
749,4,1876,109,49,41,2.14
750,5,2054,110,50,42,2.142857142857143
751,6,321,111,51,43,2.145714285714286
752,1,2384,112,52,44,2.1485714285714286
753,2,2472,113,53,45,2.1514285714285712
754,3,1881,114,54,46,2.1542857142857144
755,4,1816,115,55,47,2.157142857142857
756,5,1361,116,56,48,2.16
757,6,314,117,57,49,2.162857142857143
758,1,3309,118,58,50,2.165714285714286
759,2,1948,119,59,51,2.1685714285714286
760,3,1722,120,60,52,2.1714285714285713
761,4,1520,121,61,53,2.1742857142857144
762,5,2232,122,62,54,2.177142857142857
763,6,497,123,63,55,2.18
764,1,2037,124,64,56,2.182857142857143
765,2,2246,125,65,57,2.1857142857142855
766,3,1447,126,66,58,2.1885714285714286
767,4,1478,127,67,59,2.1914285714285713
768,5,1631,128,68,60,2.1942857142857144
769,6,128,129,69,61,2.197142857142857
770,1,2102,130,70,62,2.2
771,2,2114,131,71,63,2.202857142857143
772,3,1964,132,72,64,2.2057142857142855
773,4,1427,133,73,65,2.2085714285714286
774,5,1416,134,74,66,2.2114285714285713
775,6,319,135,75,67,2.2142857142857144
776,1,2147,136,76,68,2.217142857142857
777,2,1925,137,77,69,2.22
778,3,1668,138,78,70,2.222857142857143
779,4,1692,139,79,71,2.2257142857142855
780,5,1517,140,80,72,2.2285714285714286
781,6,381,141,81,73,2.2314285714285713
782,1,2327,142,82,74,2.2342857142857144
783,2,1926,143,83,75,2.237142857142857
784,3,1387,144,84,76,2.24
785,4,1533,145,85,77,2.242857142857143
786,5,1946,146,86,78,2.2457142857142856
787,6,89,147,87,79,2.2485714285714287
788,2,3157,148,88,80,2.2514285714285713
789,3,1933,149,89,81,2.2542857142857144
790,4,1257,150,90,82,2.257142857142857
791,5,2051,151,91,83,2.26
792,6,472,152,92,84,2.262857142857143
793,1,2031,153,93,85,2.2657142857142856
794,2,1465,154,94,86,2.2685714285714287
795,3,2291,155,95,87,2.2714285714285714
796,4,1380,156,96,88,2.2742857142857145
797,5,1659,157,97,89,2.277142857142857
798,6,401,158,98,90,2.28
799,1,2248,159,99,91,2.282857142857143
800,2,3005,160,100,92,2.2857142857142856
801,3,2281,161,101,93,2.2885714285714287
802,4,1062,162,102,94,2.2914285714285714
803,5,1675,163,103,95,2.2942857142857145
804,6,304,164,104,96,2.297142857142857
805,1,2034,165,105,97,2.3
806,2,2520,166,106,98,2.302857142857143
807,3,1944,167,107,99,2.3057142857142856
808,4,1398,168,108,100,2.3085714285714287
809,5,1384,169,109,101,2.3114285714285714
810,6,288,170,110,102,2.3142857142857145
811,1,1804,171,111,103,2.317142857142857
812,2,2255,172,112,104,2.32
813,3,1893,173,113,105,2.322857142857143
814,4,1193,174,114,106,2.3257142857142856
815,5,1907,175,115,107,2.3285714285714287
816,6,185,176,116,108,2.3314285714285714
817,1,1304,177,117,109,2.334285714285714
818,2,2076,178,118,110,2.337142857142857
819,3,1754,179,119,111,2.34
820,4,1155,180,120,112,2.342857142857143
821,5,1613,181,121,113,2.3457142857142856
822,6,410,182,122,114,2.3485714285714288
823,1,2437,183,123,115,2.3514285714285714
824,2,2596,184,124,116,2.354285714285714
825,3,1823,185,125,117,2.357142857142857
826,4,1951,186,126,118,2.36
827,5,1983,187,127,119,2.362857142857143
828,6,297,188,128,120,2.3657142857142857
829,1,2186,189,129,121,2.3685714285714288
830,2,1608,190,130,122,2.3714285714285714
831,3,2334,191,131,123,2.374285714285714
832,4,2051,192,132,124,2.3771428571428572
833,5,1795,193,133,125,2.38
834,6,346,194,134,126,2.382857142857143
835,1,1926,195,135,127,2.3857142857142857
836,2,1902,196,136,128,2.388571428571429
837,3,1604,197,137,129,2.3914285714285715
838,4,1357,198,138,130,2.394285714285714
839,5,1893,199,139,131,2.3971428571428572
840,6,227,200,140,132,2.4
841,7,24,201,141,133,2.402857142857143
842,1,2270,202,142,134,2.4057142857142857
843,2,2200,203,143,135,2.4085714285714284
844,3,1738,204,144,136,2.4114285714285715
845,4,1327,205,145,137,2.414285714285714
846,5,1254,206,146,138,2.4171428571428573
847,6,498,207,147,139,2.42
848,7,20,208,148,140,2.422857142857143
849,1,2616,209,149,141,2.4257142857142857
850,2,2477,210,150,142,2.4285714285714284
851,3,2305,211,151,143,2.4314285714285715
852,4,12,212,152,144,2.434285714285714
853,7,3354,213,153,145,2.4371428571428573
854,1,1800,214,154,146,2.44
855,2,2684,215,155,147,2.442857142857143
856,3,1475,216,156,148,2.4457142857142857
857,4,1783,217,157,149,2.4485714285714284
858,5,1625,218,158,150,2.4514285714285715
859,6,309,219,159,151,2.454285714285714
860,1,1990,220,160,152,2.4571428571428573
861,2,2256,221,161,153,2.46
862,3,2032,222,162,154,2.462857142857143
863,4,1183,223,163,155,2.4657142857142857
864,5,1565,224,164,156,2.4685714285714284
865,6,254,225,165,157,2.4714285714285715
866,1,1983,226,166,158,2.474285714285714
867,2,2445,227,167,159,2.4771428571428573
868,3,2312,228,168,160,2.48
869,4,1510,229,169,161,2.4828571428571427
870,5,2380,230,170,162,2.4857142857142858
871,6,61,231,171,163,2.4885714285714284
872,1,3279,232,172,164,2.4914285714285715
873,2,3804,233,173,165,2.494285714285714
874,3,3046,234,174,166,2.4971428571428573
875,5,13,235,175,167,2.5
876,7,15,236,176,168,2.5028571428571427
877,3,88,237,177,169,2.505714285714286
878,4,4354,238,178,170,2.5085714285714285
879,5,3418,239,179,171,2.5114285714285716
880,6,2489,240,180,172,2.5142857142857142
881,1,2584,241,181,173,2.5171428571428573
882,2,3546,242,182,174,2.52
883,3,2458,243,183,175,2.5228571428571427
884,4,2065,244,184,176,2.525714285714286
885,5,1816,245,185,177,2.5285714285714285
886,6,263,246,186,178,2.5314285714285716
887,7,28,247,187,179,2.5342857142857143
888,1,2407,248,188,180,2.537142857142857
889,2,3639,249,189,181,2.54
890,3,2551,250,190,182,2.5428571428571427
891,4,1925,251,191,183,2.545714285714286
892,5,1989,252,192,184,2.5485714285714285
893,6,181,253,193,185,2.5514285714285716
894,1,2569,254,194,186,2.5542857142857143
895,2,2019,255,195,187,2.557142857142857
896,3,1900,256,196,188,2.56
897,4,1180,257,197,189,2.5628571428571427
898,5,1886,258,198,190,2.565714285714286
899,6,322,259,199,191,2.5685714285714285
900,1,2615,260,200,192,2.5714285714285716
901,2,2594,261,201,193,2.5742857142857143
902,3,1760,262,202,194,2.577142857142857
903,4,1590,263,203,195,2.58
904,5,1994,264,204,196,2.5828571428571427
905,6,409,265,205,197,2.585714285714286
906,7,24,266,206,198,2.5885714285714285
907,1,3017,267,207,199,2.5914285714285716
908,2,2538,268,208,200,2.5942857142857143
909,3,2019,269,209,201,2.597142857142857
910,4,1667,270,210,202,2.6
911,5,1876,271,211,203,2.6028571428571428
912,6,498,272,212,204,2.605714285714286
913,1,2237,273,213,205,2.6085714285714285
914,2,2268,274,214,206,2.611428571428571
915,3,1898,275,215,207,2.6142857142857143
916,4,1870,276,216,208,2.617142857142857
917,5,2174,277,217,209,2.62
918,6,540,278,218,210,2.6228571428571428
919,1,2397,279,219,211,2.625714285714286
920,2,1947,280,220,212,2.6285714285714286
921,3,2057,281,221,213,2.6314285714285712
922,4,1860,282,222,214,2.6342857142857143
923,5,2270,283,223,215,2.637142857142857
924,6,409,284,224,216,2.64
925,1,3666,285,225,217,2.642857142857143
926,2,2535,286,226,218,2.645714285714286
927,3,2063,287,227,219,2.6485714285714286
928,4,1497,288,228,220,2.6514285714285712
929,5,2170,289,229,221,2.6542857142857144
930,6,312,290,230,222,2.657142857142857
931,1,2228,291,231,223,2.66
932,2,2098,292,232,224,2.662857142857143
933,3,2725,293,233,225,2.665714285714286
934,4,1491,294,234,226,2.6685714285714286
935,5,2140,295,235,227,2.6714285714285713
936,6,450,296,236,228,2.6742857142857144
937,1,2057,297,237,229,2.677142857142857
938,2,2181,298,238,230,2.68
939,3,2339,299,239,231,2.682857142857143
940,4,1414,300,240,232,2.6857142857142855
941,5,2924,301,241,233,2.6885714285714286
942,6,482,302,242,234,2.6914285714285713
943,1,1611,303,243,235,2.6942857142857144
944,2,2771,304,244,236,2.697142857142857
945,3,3477,305,245,237,2.7
946,4,1565,306,246,238,2.702857142857143
947,5,2158,307,247,239,2.7057142857142855
948,6,800,308,248,240,2.7085714285714286
949,7,15,309,249,241,2.7114285714285713
950,1,2555,310,250,242,2.7142857142857144
951,2,1839,311,251,243,2.717142857142857
952,3,2331,312,252,244,2.72
953,4,772,313,253,245,2.722857142857143
954,5,70,314,254,246,2.7257142857142855
955,6,33,315,255,247,2.7285714285714286
956,1,6421,316,256,248,2.7314285714285713
957,2,7069,317,257,249,2.7342857142857144
958,3,5017,318,258,250,2.737142857142857
959,4,3192,319,259,251,2.74
960,5,4838,0,260,252,2.742857142857143
961,6,1063,1,261,253,2.7457142857142856
962,1,5227,2,262,254,2.7485714285714287
963,2,3848,3,263,255,2.7514285714285713
964,3,3631,4,264,256,2.7542857142857144
965,4,1899,5,265,257,2.757142857142857
966,5,2978,6,266,258,2.76
967,6,657,7,267,259,2.762857142857143
968,1,3859,8,268,260,2.7657142857142856
969,2,4572,9,269,261,2.7685714285714287
970,3,3687,10,270,262,2.7714285714285714
971,4,2851,11,271,263,2.7742857142857145
972,5,2644,12,272,264,2.777142857142857
973,6,429,13,273,265,2.78
974,1,3637,14,274,266,2.782857142857143
975,2,3865,15,275,267,2.7857142857142856
976,3,3499,16,276,268,2.7885714285714287
977,4,2374,17,277,269,2.7914285714285714
978,5,3880,18,278,270,2.7942857142857145
979,6,755,19,279,271,2.797142857142857
980,1,5594,20,280,272,2.8
981,2,5592,21,281,273,2.802857142857143
982,3,4690,22,282,274,2.8057142857142856
983,4,4243,23,283,275,2.8085714285714287
984,5,4763,24,284,276,2.8114285714285714
985,6,1564,25,285,277,2.8142857142857145
986,4,24,26,286,278,2.817142857142857
987,7,3664,27,287,279,2.82
988,1,3610,28,288,280,2.822857142857143
989,2,5537,29,289,281,2.8257142857142856
990,3,3369,30,290,282,2.8285714285714287
991,4,3054,31,291,283,2.8314285714285714
992,5,2735,32,292,284,2.834285714285714
993,6,780,33,293,285,2.837142857142857
994,1,3037,34,294,286,2.84
995,2,3315,35,295,287,2.842857142857143
996,3,2221,36,296,288,2.8457142857142856
997,4,1541,37,297,289,2.8485714285714288
998,5,1883,38,298,290,2.8514285714285714
999,6,564,39,299,291,2.854285714285714
1000,1,2525,40,300,292,2.857142857142857
1001,2,2627,41,301,293,2.86
1002,3,2374,42,302,294,2.862857142857143
1003,4,1618,43,303,295,2.8657142857142857
1004,5,2259,44,304,296,2.8685714285714288
1005,6,426,45,305,297,2.8714285714285714
1006,1,2203,46,306,298,2.874285714285714
1007,2,2344,47,307,299,2.8771428571428572
1008,3,2392,48,308,300,2.88
1009,4,1870,49,309,301,2.882857142857143
1010,5,1772,50,310,302,2.8857142857142857
1011,6,610,51,311,303,2.888571428571429
1012,1,2437,52,312,304,2.8914285714285715
1013,2,2326,53,313,305,2.894285714285714
1014,3,1954,54,314,306,2.8971428571428572
1015,4,1569,55,315,307,2.9
1016,5,1777,56,316,308,2.902857142857143
1017,6,442,57,317,309,2.9057142857142857
1018,1,2476,58,318,310,2.9085714285714284
1019,2,1934,59,319,311,2.9114285714285715
1020,3,2048,60,320,312,2.914285714285714
1021,4,1586,61,321,313,2.9171428571428573
1022,5,2268,62,322,314,2.92
1023,6,506,63,323,315,2.922857142857143
1024,1,3439,64,324,316,2.9257142857142857
1025,2,3208,65,325,317,2.9285714285714284
1026,3,2277,66,326,318,2.9314285714285715
1027,4,2144,67,327,319,2.934285714285714
1028,5,2519,68,328,320,2.9371428571428573
1029,6,195,69,329,321,2.94
1030,2,4003,70,330,322,2.942857142857143
1031,3,2513,71,331,323,2.9457142857142857
1032,4,1816,72,332,324,2.9485714285714284
1033,5,2050,73,333,325,2.9514285714285715
1034,6,388,74,334,326,2.954285714285714
1035,1,2550,75,335,327,2.9571428571428573
1036,2,2899,76,336,328,2.96
1037,3,1640,77,337,329,2.962857142857143
1038,4,1531,78,338,330,2.9657142857142857
1039,5,2309,79,339,331,2.9685714285714284
1040,6,154,80,340,332,2.9714285714285715
1041,1,2563,81,341,333,2.974285714285714
1042,2,2251,82,342,334,2.9771428571428573
1043,3,1819,83,343,335,2.98
1044,4,1471,84,344,336,2.9828571428571427
1045,5,1998,85,345,337,2.9857142857142858
1046,6,399,86,346,338,2.9885714285714284
1047,1,2130,87,347,339,2.9914285714285715
1048,2,2918,88,348,340,2.994285714285714
1049,3,1983,89,349,341,2.9971428571428573
1050,4,2149,90,0,342,3.0
1051,5,2669,91,1,343,3.0028571428571427
1052,6,41,92,2,344,3.005714285714286
1053,2,3724,93,3,345,3.0085714285714285
1054,3,3311,94,4,346,3.0114285714285716
1055,4,1801,95,5,347,3.0142857142857142
1056,5,2318,96,6,348,3.0171428571428573
1057,6,693,97,7,349,3.02
1058,1,2615,98,8,350,3.0228571428571427
1059,2,2726,99,9,351,3.025714285714286
1060,3,2094,100,10,352,3.0285714285714285
1061,4,2225,101,11,353,3.0314285714285716
1062,5,1476,102,12,0,3.0342857142857143
1063,6,765,103,13,1,3.037142857142857
1064,1,2691,104,14,2,3.04
1065,2,1966,105,15,3,3.0428571428571427
1066,3,2752,106,16,4,3.045714285714286
1067,4,1620,107,17,5,3.0485714285714285
1068,5,1516,108,18,6,3.0514285714285716
1069,6,757,109,19,7,3.0542857142857143
1070,1,2070,110,20,8,3.057142857142857
1071,2,2603,111,21,9,3.06
1072,3,1796,112,22,10,3.0628571428571427
1073,4,1669,113,23,11,3.065714285714286
1074,5,2068,114,24,12,3.0685714285714285
1075,6,389,115,25,13,3.0714285714285716
1076,1,2309,116,26,14,3.0742857142857143
1077,2,1916,117,27,15,3.077142857142857
1078,3,2190,118,28,16,3.08
1079,4,1796,119,29,17,3.0828571428571427
1080,5,1939,120,30,18,3.085714285714286
1081,6,539,121,31,19,3.0885714285714285
1082,1,2809,122,32,20,3.0914285714285716
1083,2,1985,123,33,21,3.0942857142857143
1084,3,2824,124,34,22,3.097142857142857
1085,4,35,125,35,23,3.1
1086,6,50,126,36,24,3.1028571428571428
1087,7,2324,127,37,25,3.105714285714286
1088,1,1900,128,38,26,3.1085714285714285
1089,2,1854,129,39,27,3.111428571428571
1090,3,1832,130,40,28,3.1142857142857143
1091,4,1309,131,41,29,3.117142857142857
1092,5,1578,132,42,30,3.12
1093,6,524,133,43,31,3.1228571428571428
1094,7,15,134,44,32,3.125714285714286
1095,1,1956,135,45,33,3.1285714285714286
1096,2,1805,136,46,34,3.1314285714285712
1097,3,2287,137,47,35,3.1342857142857143
1098,4,1057,138,48,36,3.137142857142857
1099,5,1499,139,49,37,3.14
1100,6,591,140,50,38,3.142857142857143
1101,1,2120,141,51,39,3.145714285714286
1102,2,2545,142,52,40,3.1485714285714286
1103,3,2107,143,53,41,3.1514285714285712
1104,4,1568,144,54,42,3.1542857142857144
1105,5,1321,145,55,43,3.157142857142857
1106,6,631,146,56,44,3.16
1107,1,2034,147,57,45,3.162857142857143
1108,2,2409,148,58,46,3.165714285714286
1109,3,2008,149,59,47,3.1685714285714286
1110,4,1118,150,60,48,3.1714285714285713
1111,5,1958,151,61,49,3.1742857142857144
1112,6,614,152,62,50,3.177142857142857
1113,1,2076,153,63,51,3.18
1114,2,1936,154,64,52,3.182857142857143
1115,3,1804,155,65,53,3.1857142857142855
1116,4,1514,156,66,54,3.1885714285714286
1117,5,1939,157,67,55,3.1914285714285713
1118,6,545,158,68,56,3.1942857142857144
1119,1,2041,159,69,57,3.197142857142857
1120,2,2619,160,70,58,3.2
1121,3,2418,161,71,59,3.202857142857143
1122,4,1643,162,72,60,3.2057142857142855
1123,5,1848,163,73,61,3.2085714285714286
1124,6,798,164,74,62,3.2114285714285713
1125,1,2312,165,75,63,3.2142857142857144
1126,2,2555,166,76,64,3.217142857142857
1127,3,1954,167,77,65,3.22
1128,4,1663,168,78,66,3.222857142857143
1129,5,2019,169,79,67,3.2257142857142855
1130,6,511,170,80,68,3.2285714285714286
1131,1,2770,171,81,69,3.2314285714285713
1132,2,2175,172,82,70,3.2342857142857144
1133,3,1697,173,83,71,3.237142857142857
1134,4,1532,174,84,72,3.24
1135,5,2045,175,85,73,3.242857142857143
1136,6,601,176,86,74,3.2457142857142856
1137,1,2898,177,87,75,3.2485714285714287
1138,2,2255,178,88,76,3.2514285714285713
1139,3,2637,179,89,77,3.2542857142857144
1140,4,1675,180,90,78,3.257142857142857
1141,5,2360,181,91,79,3.26
1142,6,585,182,92,80,3.262857142857143
1143,1,3134,183,93,81,3.2657142857142856
1144,2,2296,184,94,82,3.2685714285714287
1145,3,1489,185,95,83,3.2714285714285714
1146,4,2542,186,96,84,3.2742857142857145
1147,5,1817,187,97,85,3.277142857142857
1148,6,691,188,98,86,3.28
1149,7,24,189,99,87,3.282857142857143
1150,1,2637,190,100,88,3.2857142857142856
1151,2,2834,191,101,89,3.2885714285714287
1152,3,1908,192,102,90,3.2914285714285714
1153,4,1841,193,103,91,3.2942857142857145
1154,5,2643,194,104,92,3.297142857142857
1155,6,772,195,105,93,3.3
1156,1,2453,196,106,94,3.302857142857143
1157,2,2602,197,107,95,3.3057142857142856
1158,3,1754,198,108,96,3.3085714285714287
1159,4,1579,199,109,97,3.3114285714285714
1160,5,1913,200,110,98,3.3142857142857145
1161,6,857,201,111,99,3.317142857142857
1162,7,15,202,112,100,3.32
1163,1,2325,203,113,101,3.322857142857143
1164,2,2851,204,114,102,3.3257142857142856
1165,3,1922,205,115,103,3.3285714285714287
1166,4,1727,206,116,104,3.3314285714285714
1167,5,1555,207,117,105,3.334285714285714
1168,6,678,208,118,106,3.337142857142857
1169,1,2886,209,119,107,3.34
1170,2,3450,210,120,108,3.342857142857143
1171,3,2893,211,121,109,3.3457142857142856
1172,4,21,212,122,110,3.3485714285714288
1173,6,28,213,123,111,3.3514285714285714
1174,7,3371,214,124,112,3.354285714285714
1175,1,2536,215,125,113,3.357142857142857
1176,2,4636,216,126,114,3.36
1177,3,3747,217,127,115,3.362857142857143
1178,4,1030,218,128,116,3.3657142857142857
1179,5,872,219,129,117,3.3685714285714288
1180,6,250,220,130,118,3.3714285714285714
1181,1,654,221,131,119,3.374285714285714
1182,2,512,222,132,120,3.3771428571428572
1183,3,338,223,133,121,3.38
1184,4,124,224,134,122,3.382857142857143
1185,5,233,225,135,123,3.3857142857142857
1186,3,205,226,136,124,3.388571428571429
1187,4,289,227,137,125,3.3914285714285715
1188,5,355,228,138,126,3.394285714285714
1189,6,6436,229,139,127,3.3971428571428572
1190,7,3507,230,140,128,3.4
1191,1,3933,231,141,129,3.402857142857143
1192,2,4161,232,142,130,3.4057142857142857
1193,3,5025,233,143,131,3.4085714285714284
1194,4,2323,234,144,132,3.4114285714285715
1195,5,2964,235,145,133,3.414285714285714
1196,6,1221,236,146,134,3.4171428571428573
1197,7,21,237,147,135,3.42
1198,1,3895,238,148,136,3.422857142857143
1199,2,4260,239,149,137,3.4257142857142857
1200,3,3246,240,150,138,3.4285714285714284
1201,4,2155,241,151,139,3.4314285714285715
1202,5,2326,242,152,140,3.434285714285714
1203,6,652,243,153,141,3.4371428571428573
1204,7,54,244,154,142,3.44
1205,1,2981,245,155,143,3.442857142857143
1206,2,2918,246,156,144,3.4457142857142857
1207,3,2779,247,157,145,3.4485714285714284
1208,4,1776,248,158,146,3.4514285714285715
1209,5,2638,249,159,147,3.454285714285714
1210,6,853,250,160,148,3.4571428571428573
1211,1,2475,251,161,149,3.46
1212,2,3687,252,162,150,3.462857142857143
1213,3,2507,253,163,151,3.4657142857142857
1214,4,1739,254,164,152,3.4685714285714284
1215,5,2045,255,165,153,3.4714285714285715
1216,6,936,256,166,154,3.474285714285714
1217,7,40,257,167,155,3.4771428571428573
1218,1,2340,258,168,156,3.48
1219,2,2886,259,169,157,3.4828571428571427
1220,3,2402,260,170,158,3.4857142857142858
1221,4,1907,261,171,159,3.4885714285714284
1222,5,2759,262,172,160,3.4914285714285715
1223,6,685,263,173,161,3.494285714285714
1224,7,40,264,174,162,3.4971428571428573
1225,1,2562,265,175,163,3.5
1226,2,2422,266,176,164,3.5028571428571427
1227,3,2876,267,177,165,3.505714285714286
1228,4,2177,268,178,166,3.5085714285714285
1229,5,2250,269,179,167,3.5114285714285716
1230,6,182,270,180,168,3.5142857142857142
1231,1,2996,271,181,169,3.5171428571428573
1232,2,2681,272,182,170,3.52
1233,3,2263,273,183,171,3.5228571428571427
1234,4,2017,274,184,172,3.525714285714286
1235,5,2566,275,185,173,3.5285714285714285
1236,6,428,276,186,174,3.5314285714285716
1237,7,15,277,187,175,3.5342857142857143
1238,1,3422,278,188,176,3.537142857142857
1239,2,3314,279,189,177,3.54
1240,3,2723,280,190,178,3.5428571428571427
1241,4,1696,281,191,179,3.545714285714286
1242,5,2526,282,192,180,3.5485714285714285
1243,6,878,283,193,181,3.5514285714285716
1244,7,15,284,194,182,3.5542857142857143
1245,1,3043,285,195,183,3.557142857142857
1246,2,5294,286,196,184,3.56
1247,3,3399,287,197,185,3.5628571428571427
1248,4,2758,288,198,186,3.565714285714286
1249,5,2627,289,199,187,3.5685714285714285
1250,6,1031,290,200,188,3.5714285714285716
1251,1,3007,291,201,189,3.5742857142857143
1252,2,3357,292,202,190,3.577142857142857
1253,3,2527,293,203,191,3.58
1254,4,2601,294,204,192,3.5828571428571427
1255,5,3821,295,205,193,3.585714285714286
1256,6,556,296,206,194,3.5885714285714285
1257,1,3637,297,207,195,3.5914285714285716
1258,2,3739,298,208,196,3.5942857142857143
1259,3,2787,299,209,197,3.597142857142857
1260,4,2710,300,210,198,3.6
1261,5,2621,301,211,199,3.6028571428571428
1262,6,993,302,212,200,3.605714285714286
1263,1,3161,303,213,201,3.6085714285714285
1264,2,2669,304,214,202,3.611428571428571
1265,3,3521,305,215,203,3.6142857142857143
1266,4,1946,306,216,204,3.617142857142857
1267,5,1168,307,217,205,3.62
1268,6,29,308,218,206,3.6228571428571428
1269,7,44,309,219,207,3.625714285714286
1270,1,230,310,220,208,3.6285714285714286
1271,2,7389,311,221,209,3.6314285714285712
1272,3,4861,312,222,210,3.6342857142857143
1273,4,3659,313,223,211,3.637142857142857
1274,5,4170,314,224,212,3.64
1275,6,1793,315,225,213,3.642857142857143
1276,7,25,316,226,214,3.645714285714286
1277,1,3136,317,227,215,3.6485714285714286
1278,2,3440,318,228,216,3.6514285714285712
1279,3,3265,319,229,217,3.6542857142857144
1280,4,1850,0,230,218,3.657142857142857
1281,5,2047,1,231,219,3.66
1282,6,682,2,232,220,3.662857142857143
1283,1,2141,3,233,221,3.665714285714286
1284,2,2475,4,234,222,3.6685714285714286
1285,3,2695,5,235,223,3.6714285714285713
1286,4,1495,6,236,224,3.6742857142857144
1287,5,2341,7,237,225,3.677142857142857
1288,6,371,8,238,226,3.68
1289,7,1438,9,239,227,3.682857142857143
1290,1,3799,10,240,228,3.6857142857142855
1291,2,3600,11,241,229,3.6885714285714286
1292,3,2710,12,242,230,3.6914285714285713
1293,4,660,13,243,231,3.6942857142857144
1294,4,40,14,244,232,3.697142857142857
1295,5,2517,15,245,233,3.7
1296,6,4163,16,246,234,3.702857142857143
1297,7,96,17,247,235,3.7057142857142855
1298,1,3605,18,248,236,3.7085714285714286
1299,2,2784,19,249,237,3.7114285714285713
1300,3,2493,20,250,238,3.7142857142857144
1301,4,1835,21,251,239,3.717142857142857
1302,5,1680,22,252,240,3.72
1303,6,780,23,253,241,3.722857142857143
1304,1,1413,24,254,242,3.7257142857142855
1305,2,2363,25,255,243,3.7285714285714286
1306,3,1691,26,256,244,3.7314285714285713
1307,4,1433,27,257,245,3.7342857142857144
