0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,date,day_of_week
1.0,1437.0,3.0,6.0,2017.0,9.0,2064969.0,4311.0,8622.0,2898429.0,12933.0,9.0,18.0,6051.0,27.0,36.0,12102.0,54.0,4068289.0,18153.0,81.0,1437.0,3.0
1.0,1438.0,4.0,6.0,2017.0,10.0,2067844.0,5752.0,8628.0,2900446.0,14380.0,16.0,24.0,8068.0,40.0,36.0,12102.0,60.0,4068289.0,20170.0,100.0,1438.0,4.0
1.0,1439.0,5.0,6.0,2017.0,11.0,2070721.0,7195.0,8634.0,2902463.0,15829.0,25.0,30.0,10085.0,55.0,36.0,12102.0,66.0,4068289.0,22187.0,121.0,1439.0,5.0
1.0,1440.0,6.0,6.0,2017.0,12.0,2073600.0,8640.0,8640.0,2904480.0,17280.0,36.0,36.0,12102.0,72.0,36.0,12102.0,72.0,4068289.0,24204.0,144.0,1440.0,6.0
1.0,1441.0,7.0,6.0,2017.0,13.0,2076481.0,10087.0,8646.0,2906497.0,18733.0,49.0,42.0,14119.0,91.0,36.0,12102.0,78.0,4068289.0,26221.0,169.0,1441.0,7.0
1.0,1442.0,1.0,6.0,2017.0,14.0,2079364.0,1442.0,8652.0,2908514.0,20188.0,1.0,6.0,2017.0,14.0,36.0,12102.0,84.0,4068289.0,28238.0,196.0,1442.0,1.0
1.0,1443.0,2.0,6.0,2017.0,15.0,2082249.0,2886.0,8658.0,2910531.0,21645.0,4.0,12.0,4034.0,30.0,36.0,12102.0,90.0,4068289.0,30255.0,225.0,1443.0,2.0
1.0,1444.0,3.0,6.0,2017.0,16.0,2085136.0,4332.0,8664.0,2912548.0,23104.0,9.0,18.0,6051.0,48.0,36.0,12102.0,96.0,4068289.0,32272.0,256.0,1444.0,3.0
1.0,1445.0,4.0,6.0,2017.0,17.0,2088025.0,5780.0,8670.0,2914565.0,24565.0,16.0,24.0,8068.0,68.0,36.0,12102.0,102.0,4068289.0,34289.0,289.0,1445.0,4.0
1.0,1446.0,5.0,6.0,2017.0,18.0,2090916.0,7230.0,8676.0,2916582.0,26028.0,25.0,30.0,10085.0,90.0,36.0,12102.0,108.0,4068289.0,36306.0,324.0,1446.0,5.0
1.0,1447.0,6.0,6.0,2017.0,19.0,2093809.0,8682.0,8682.0,2918599.0,27493.0,36.0,36.0,12102.0,114.0,36.0,12102.0,114.0,4068289.0,38323.0,361.0,1447.0,6.0
1.0,1448.0,7.0,6.0,2017.0,20.0,2096704.0,10136.0,8688.0,2920616.0,28960.0,49.0,42.0,14119.0,140.0,36.0,12102.0,120.0,4068289.0,40340.0,400.0,1448.0,7.0
1.0,1449.0,1.0,6.0,2017.0,21.0,2099601.0,1449.0,8694.0,2922633.0,30429.0,1.0,6.0,2017.0,21.0,36.0,12102.0,126.0,4068289.0,42357.0,441.0,1449.0,1.0
1.0,1450.0,2.0,6.0,2017.0,22.0,2102500.0,2900.0,8700.0,2924650.0,31900.0,4.0,12.0,4034.0,44.0,36.0,12102.0,132.0,4068289.0,44374.0,484.0,1450.0,2.0
1.0,1451.0,3.0,6.0,2017.0,23.0,2105401.0,4353.0,8706.0,2926667.0,33373.0,9.0,18.0,6051.0,69.0,36.0,12102.0,138.0,4068289.0,46391.0,529.0,1451.0,3.0
1.0,1452.0,4.0,6.0,2017.0,24.0,2108304.0,5808.0,8712.0,2928684.0,34848.0,16.0,24.0,8068.0,96.0,36.0,12102.0,144.0,4068289.0,48408.0,576.0,1452.0,4.0
1.0,1453.0,5.0,6.0,2017.0,25.0,2111209.0,7265.0,8718.0,2930701.0,36325.0,25.0,30.0,10085.0,125.0,36.0,12102.0,150.0,4068289.0,50425.0,625.0,1453.0,5.0
1.0,1454.0,6.0,6.0,2017.0,26.0,2114116.0,8724.0,8724.0,2932718.0,37804.0,36.0,36.0,12102.0,156.0,36.0,12102.0,156.0,4068289.0,52442.0,676.0,1454.0,6.0
1.0,1455.0,7.0,6.0,2017.0,27.0,2117025.0,10185.0,8730.0,2934735.0,39285.0,49.0,42.0,14119.0,189.0,36.0,12102.0,162.0,4068289.0,54459.0,729.0,1455.0,7.0
1.0,1456.0,1.0,6.0,2017.0,28.0,2119936.0,1456.0,8736.0,2936752.0,40768.0,1.0,6.0,2017.0,28.0,36.0,12102.0,168.0,4068289.0,56476.0,784.0,1456.0,1.0
1.0,1457.0,2.0,6.0,2017.0,29.0,2122849.0,2914.0,8742.0,2938769.0,42253.0,4.0,12.0,4034.0,58.0,36.0,12102.0,174.0,4068289.0,58493.0,841.0,1457.0,2.0
1.0,1458.0,3.0,6.0,2017.0,30.0,2125764.0,4374.0,8748.0,2940786.0,43740.0,9.0,18.0,6051.0,90.0,36.0,12102.0,180.0,4068289.0,60510.0,900.0,1458.0,3.0
1.0,1459.0,4.0,7.0,2017.0,1.0,2128681.0,5836.0,10213.0,2942803.0,1459.0,16.0,28.0,8068.0,4.0,49.0,14119.0,7.0,4068289.0,2017.0,1.0,1459.0,4.0
1.0,1460.0,5.0,7.0,2017.0,2.0,2131600.0,7300.0,10220.0,2944820.0,2920.0,25.0,35.0,10085.0,10.0,49.0,14119.0,14.0,4068289.0,4034.0,4.0,1460.0,5.0
1.0,1461.0,6.0,7.0,2017.0,3.0,2134521.0,8766.0,10227.0,2946837.0,4383.0,36.0,42.0,12102.0,18.0,49.0,14119.0,21.0,4068289.0,6051.0,9.0,1461.0,6.0
1.0,1462.0,7.0,7.0,2017.0,4.0,2137444.0,10234.0,10234.0,2948854.0,5848.0,49.0,49.0,14119.0,28.0,49.0,14119.0,28.0,4068289.0,8068.0,16.0,1462.0,7.0
1.0,1463.0,1.0,7.0,2017.0,5.0,2140369.0,1463.0,10241.0,2950871.0,7315.0,1.0,7.0,2017.0,5.0,49.0,14119.0,35.0,4068289.0,10085.0,25.0,1463.0,1.0
1.0,1464.0,2.0,7.0,2017.0,6.0,2143296.0,2928.0,10248.0,2952888.0,8784.0,4.0,14.0,4034.0,12.0,49.0,14119.0,42.0,4068289.0,12102.0,36.0,1464.0,2.0
1.0,1465.0,3.0,7.0,2017.0,7.0,2146225.0,4395.0,10255.0,2954905.0,10255.0,9.0,21.0,6051.0,21.0,49.0,14119.0,49.0,4068289.0,14119.0,49.0,1465.0,3.0
1.0,1466.0,4.0,7.0,2017.0,8.0,2149156.0,5864.0,10262.0,2956922.0,11728.0,16.0,28.0,8068.0,32.0,49.0,14119.0,56.0,4068289.0,16136.0,64.0,1466.0,4.0
1.0,1467.0,5.0,7.0,2017.0,9.0,2152089.0,7335.0,10269.0,2958939.0,13203.0,25.0,35.0,10085.0,45.0,49.0,14119.0,63.0,4068289.0,18153.0,81.0,1467.0,5.0
1.0,1468.0,6.0,7.0,2017.0,10.0,2155024.0,8808.0,10276.0,2960956.0,14680.0,36.0,42.0,12102.0,60.0,49.0,14119.0,70.0,4068289.0,20170.0,100.0,1468.0,6.0
1.0,1469.0,7.0,7.0,2017.0,11.0,2157961.0,10283.0,10283.0,2962973.0,16159.0,49.0,49.0,14119.0,77.0,49.0,14119.0,77.0,4068289.0,22187.0,121.0,1469.0,7.0
1.0,1470.0,1.0,7.0,2017.0,12.0,2160900.0,1470.0,10290.0,2964990.0,17640.0,1.0,7.0,2017.0,12.0,49.0,14119.0,84.0,4068289.0,24204.0,144.0,1470.0,1.0
1.0,1471.0,2.0,7.0,2017.0,13.0,2163841.0,2942.0,10297.0,2967007.0,19123.0,4.0,14.0,4034.0,26.0,49.0,14119.0,91.0,4068289.0,26221.0,169.0,1471.0,2.0
1.0,1472.0,3.0,7.0,2017.0,14.0,2166784.0,4416.0,10304.0,2969024.0,20608.0,9.0,21.0,6051.0,42.0,49.0,14119.0,98.0,4068289.0,28238.0,196.0,1472.0,3.0
1.0,1473.0,4.0,7.0,2017.0,15.0,2169729.0,5892.0,10311.0,2971041.0,22095.0,16.0,28.0,8068.0,60.0,49.0,14119.0,105.0,4068289.0,30255.0,225.0,1473.0,4.0
1.0,1474.0,5.0,7.0,2017.0,16.0,2172676.0,7370.0,10318.0,2973058.0,23584.0,25.0,35.0,10085.0,80.0,49.0,14119.0,112.0,4068289.0,32272.0,256.0,1474.0,5.0
1.0,1475.0,6.0,7.0,2017.0,17.0,2175625.0,8850.0,10325.0,2975075.0,25075.0,36.0,42.0,12102.0,102.0,49.0,14119.0,119.0,4068289.0,34289.0,289.0,1475.0,6.0
1.0,1476.0,7.0,7.0,2017.0,18.0,2178576.0,10332.0,10332.0,2977092.0,26568.0,49.0,49.0,14119.0,126.0,49.0,14119.0,126.0,4068289.0,36306.0,324.0,1476.0,7.0
1.0,1477.0,1.0,7.0,2017.0,19.0,2181529.0,1477.0,10339.0,2979109.0,28063.0,1.0,7.0,2017.0,19.0,49.0,14119.0,133.0,4068289.0,38323.0,361.0,1477.0,1.0
1.0,1478.0,2.0,7.0,2017.0,20.0,2184484.0,2956.0,10346.0,2981126.0,29560.0,4.0,14.0,4034.0,40.0,49.0,14119.0,140.0,4068289.0,40340.0,400.0,1478.0,2.0
1.0,1479.0,3.0,7.0,2017.0,21.0,2187441.0,4437.0,10353.0,2983143.0,31059.0,9.0,21.0,6051.0,63.0,49.0,14119.0,147.0,4068289.0,42357.0,441.0,1479.0,3.0
1.0,1480.0,4.0,7.0,2017.0,22.0,2190400.0,5920.0,10360.0,2985160.0,32560.0,16.0,28.0,8068.0,88.0,49.0,14119.0,154.0,4068289.0,44374.0,484.0,1480.0,4.0
1.0,1481.0,5.0,7.0,2017.0,23.0,2193361.0,7405.0,10367.0,2987177.0,34063.0,25.0,35.0,10085.0,115.0,49.0,14119.0,161.0,4068289.0,46391.0,529.0,1481.0,5.0
1.0,1482.0,6.0,7.0,2017.0,24.0,2196324.0,8892.0,10374.0,2989194.0,35568.0,36.0,42.0,12102.0,144.0,49.0,14119.0,168.0,4068289.0,48408.0,576.0,1482.0,6.0
1.0,1483.0,7.0,7.0,2017.0,25.0,2199289.0,10381.0,10381.0,2991211.0,37075.0,49.0,49.0,14119.0,175.0,49.0,14119.0,175.0,4068289.0,50425.0,625.0,1483.0,7.0
1.0,1484.0,1.0,7.0,2017.0,26.0,2202256.0,1484.0,10388.0,2993228.0,38584.0,1.0,7.0,2017.0,26.0,49.0,14119.0,182.0,4068289.0,52442.0,676.0,1484.0,1.0
1.0,1485.0,2.0,7.0,2017.0,27.0,2205225.0,2970.0,10395.0,2995245.0,40095.0,4.0,14.0,4034.0,54.0,49.0,14119.0,189.0,4068289.0,54459.0,729.0,1485.0,2.0
1.0,1486.0,3.0,7.0,2017.0,28.0,2208196.0,4458.0,10402.0,2997262.0,41608.0,9.0,21.0,6051.0,84.0,49.0,14119.0,196.0,4068289.0,56476.0,784.0,1486.0,3.0
1.0,1487.0,4.0,7.0,2017.0,29.0,2211169.0,5948.0,10409.0,2999279.0,43123.0,16.0,28.0,8068.0,116.0,49.0,14119.0,203.0,4068289.0,58493.0,841.0,1487.0,4.0
1.0,1488.0,5.0,7.0,2017.0,30.0,2214144.0,7440.0,10416.0,3001296.0,44640.0,25.0,35.0,10085.0,150.0,49.0,14119.0,210.0,4068289.0,60510.0,900.0,1488.0,5.0
1.0,1489.0,6.0,7.0,2017.0,31.0,2217121.0,8934.0,10423.0,3003313.0,46159.0,36.0,42.0,12102.0,186.0,49.0,14119.0,217.0,4068289.0,62527.0,961.0,1489.0,6.0
1.0,1490.0,7.0,8.0,2017.0,1.0,2220100.0,10430.0,11920.0,3005330.0,1490.0,49.0,56.0,14119.0,7.0,64.0,16136.0,8.0,4068289.0,2017.0,1.0,1490.0,7.0
1.0,1491.0,1.0,8.0,2017.0,2.0,2223081.0,1491.0,11928.0,3007347.0,2982.0,1.0,8.0,2017.0,2.0,64.0,16136.0,16.0,4068289.0,4034.0,4.0,1491.0,1.0
1.0,1492.0,2.0,8.0,2017.0,3.0,2226064.0,2984.0,11936.0,3009364.0,4476.0,4.0,16.0,4034.0,6.0,64.0,16136.0,24.0,4068289.0,6051.0,9.0,1492.0,2.0
1.0,1493.0,3.0,8.0,2017.0,4.0,2229049.0,4479.0,11944.0,3011381.0,5972.0,9.0,24.0,6051.0,12.0,64.0,16136.0,32.0,4068289.0,8068.0,16.0,1493.0,3.0
1.0,1494.0,4.0,8.0,2017.0,5.0,2232036.0,5976.0,11952.0,3013398.0,7470.0,16.0,32.0,8068.0,20.0,64.0,16136.0,40.0,4068289.0,10085.0,25.0,1494.0,4.0
1.0,1495.0,5.0,8.0,2017.0,6.0,2235025.0,7475.0,11960.0,3015415.0,8970.0,25.0,40.0,10085.0,30.0,64.0,16136.0,48.0,4068289.0,12102.0,36.0,1495.0,5.0
1.0,1496.0,7.0,8.0,2017.0,7.0,2238016.0,10472.0,11968.0,3017432.0,10472.0,49.0,56.0,14119.0,49.0,64.0,16136.0,56.0,4068289.0,14119.0,49.0,1496.0,7.0
1.0,1497.0,1.0,8.0,2017.0,8.0,2241009.0,1497.0,11976.0,3019449.0,11976.0,1.0,8.0,2017.0,8.0,64.0,16136.0,64.0,4068289.0,16136.0,64.0,1497.0,1.0
1.0,1498.0,2.0,8.0,2017.0,9.0,2244004.0,2996.0,11984.0,3021466.0,13482.0,4.0,16.0,4034.0,18.0,64.0,16136.0,72.0,4068289.0,18153.0,81.0,1498.0,2.0
1.0,1499.0,3.0,8.0,2017.0,10.0,2247001.0,4497.0,11992.0,3023483.0,14990.0,9.0,24.0,6051.0,30.0,64.0,16136.0,80.0,4068289.0,20170.0,100.0,1499.0,3.0
1.0,1500.0,4.0,8.0,2017.0,11.0,2250000.0,6000.0,12000.0,3025500.0,16500.0,16.0,32.0,8068.0,44.0,64.0,16136.0,88.0,4068289.0,22187.0,121.0,1500.0,4.0
1.0,1501.0,5.0,8.0,2017.0,12.0,2253001.0,7505.0,12008.0,3027517.0,18012.0,25.0,40.0,10085.0,60.0,64.0,16136.0,96.0,4068289.0,24204.0,144.0,1501.0,5.0
1.0,1502.0,6.0,8.0,2017.0,13.0,2256004.0,9012.0,12016.0,3029534.0,19526.0,36.0,48.0,12102.0,78.0,64.0,16136.0,104.0,4068289.0,26221.0,169.0,1502.0,6.0
1.0,1503.0,7.0,8.0,2017.0,14.0,2259009.0,10521.0,12024.0,3031551.0,21042.0,49.0,56.0,14119.0,98.0,64.0,16136.0,112.0,4068289.0,28238.0,196.0,1503.0,7.0
1.0,1504.0,1.0,8.0,2017.0,15.0,2262016.0,1504.0,12032.0,3033568.0,22560.0,1.0,8.0,2017.0,15.0,64.0,16136.0,120.0,4068289.0,30255.0,225.0,1504.0,1.0
1.0,1505.0,2.0,8.0,2017.0,16.0,2265025.0,3010.0,12040.0,3035585.0,24080.0,4.0,16.0,4034.0,32.0,64.0,16136.0,128.0,4068289.0,32272.0,256.0,1505.0,2.0
1.0,1506.0,3.0,8.0,2017.0,17.0,2268036.0,4518.0,12048.0,3037602.0,25602.0,9.0,24.0,6051.0,51.0,64.0,16136.0,136.0,4068289.0,34289.0,289.0,1506.0,3.0
1.0,1507.0,4.0,8.0,2017.0,18.0,2271049.0,6028.0,12056.0,3039619.0,27126.0,16.0,32.0,8068.0,72.0,64.0,16136.0,144.0,4068289.0,36306.0,324.0,1507.0,4.0
1.0,1508.0,5.0,8.0,2017.0,19.0,2274064.0,7540.0,12064.0,3041636.0,28652.0,25.0,40.0,10085.0,95.0,64.0,16136.0,152.0,4068289.0,38323.0,361.0,1508.0,5.0
1.0,1509.0,6.0,8.0,2017.0,20.0,2277081.0,9054.0,12072.0,3043653.0,30180.0,36.0,48.0,12102.0,120.0,64.0,16136.0,160.0,4068289.0,40340.0,400.0,1509.0,6.0
1.0,1510.0,7.0,8.0,2017.0,21.0,2280100.0,10570.0,12080.0,3045670.0,31710.0,49.0,56.0,14119.0,147.0,64.0,16136.0,168.0,4068289.0,42357.0,441.0,1510.0,7.0
1.0,1511.0,1.0,8.0,2017.0,22.0,2283121.0,1511.0,12088.0,3047687.0,33242.0,1.0,8.0,2017.0,22.0,64.0,16136.0,176.0,4068289.0,44374.0,484.0,1511.0,1.0
1.0,1512.0,2.0,8.0,2017.0,23.0,2286144.0,3024.0,12096.0,3049704.0,34776.0,4.0,16.0,4034.0,46.0,64.0,16136.0,184.0,4068289.0,46391.0,529.0,1512.0,2.0
1.0,1513.0,3.0,8.0,2017.0,24.0,2289169.0,4539.0,12104.0,3051721.0,36312.0,9.0,24.0,6051.0,72.0,64.0,16136.0,192.0,4068289.0,48408.0,576.0,1513.0,3.0
1.0,1514.0,4.0,8.0,2017.0,25.0,2292196.0,6056.0,12112.0,3053738.0,37850.0,16.0,32.0,8068.0,100.0,64.0,16136.0,200.0,4068289.0,50425.0,625.0,1514.0,4.0
1.0,1515.0,5.0,8.0,2017.0,26.0,2295225.0,7575.0,12120.0,3055755.0,39390.0,25.0,40.0,10085.0,130.0,64.0,16136.0,208.0,4068289.0,52442.0,676.0,1515.0,5.0
1.0,1516.0,6.0,8.0,2017.0,27.0,2298256.0,9096.0,12128.0,3057772.0,40932.0,36.0,48.0,12102.0,162.0,64.0,16136.0,216.0,4068289.0,54459.0,729.0,1516.0,6.0
1.0,1517.0,1.0,8.0,2017.0,29.0,2301289.0,1517.0,12136.0,3059789.0,43993.0,1.0,8.0,2017.0,29.0,64.0,16136.0,232.0,4068289.0,58493.0,841.0,1517.0,1.0
1.0,1518.0,2.0,8.0,2017.0,30.0,2304324.0,3036.0,12144.0,3061806.0,45540.0,4.0,16.0,4034.0,60.0,64.0,16136.0,240.0,4068289.0,60510.0,900.0,1518.0,2.0
1.0,1519.0,3.0,8.0,2017.0,31.0,2307361.0,4557.0,12152.0,3063823.0,47089.0,9.0,24.0,6051.0,93.0,64.0,16136.0,248.0,4068289.0,62527.0,961.0,1519.0,3.0
1.0,1520.0,4.0,9.0,2017.0,1.0,2310400.0,6080.0,13680.0,3065840.0,1520.0,16.0,36.0,8068.0,4.0,81.0,18153.0,9.0,4068289.0,2017.0,1.0,1520.0,4.0
1.0,1521.0,5.0,9.0,2017.0,2.0,2313441.0,7605.0,13689.0,3067857.0,3042.0,25.0,45.0,10085.0,10.0,81.0,18153.0,18.0,4068289.0,4034.0,4.0,1521.0,5.0
1.0,1522.0,6.0,9.0,2017.0,3.0,2316484.0,9132.0,13698.0,3069874.0,4566.0,36.0,54.0,12102.0,18.0,81.0,18153.0,27.0,4068289.0,6051.0,9.0,1522.0,6.0
1.0,1523.0,2.0,9.0,2017.0,6.0,2319529.0,3046.0,13707.0,3071891.0,9138.0,4.0,18.0,4034.0,12.0,81.0,18153.0,54.0,4068289.0,12102.0,36.0,1523.0,2.0
1.0,1524.0,3.0,9.0,2017.0,7.0,2322576.0,4572.0,13716.0,3073908.0,10668.0,9.0,27.0,6051.0,21.0,81.0,18153.0,63.0,4068289.0,14119.0,49.0,1524.0,3.0
1.0,1525.0,4.0,9.0,2017.0,8.0,2325625.0,6100.0,13725.0,3075925.0,12200.0,16.0,36.0,8068.0,32.0,81.0,18153.0,72.0,4068289.0,16136.0,64.0,1525.0,4.0
1.0,1526.0,5.0,9.0,2017.0,9.0,2328676.0,7630.0,13734.0,3077942.0,13734.0,25.0,45.0,10085.0,45.0,81.0,18153.0,81.0,4068289.0,18153.0,81.0,1526.0,5.0
1.0,1527.0,6.0,9.0,2017.0,10.0,2331729.0,9162.0,13743.0,3079959.0,15270.0,36.0,54.0,12102.0,60.0,81.0,18153.0,90.0,4068289.0,20170.0,100.0,1527.0,6.0
1.0,1528.0,7.0,9.0,2017.0,11.0,2334784.0,10696.0,13752.0,3081976.0,16808.0,49.0,63.0,14119.0,77.0,81.0,18153.0,99.0,4068289.0,22187.0,121.0,1528.0,7.0
1.0,1529.0,1.0,9.0,2017.0,12.0,2337841.0,1529.0,13761.0,3083993.0,18348.0,1.0,9.0,2017.0,12.0,81.0,18153.0,108.0,4068289.0,24204.0,144.0,1529.0,1.0
1.0,1530.0,2.0,9.0,2017.0,13.0,2340900.0,3060.0,13770.0,3086010.0,19890.0,4.0,18.0,4034.0,26.0,81.0,18153.0,117.0,4068289.0,26221.0,169.0,1530.0,2.0
1.0,1531.0,3.0,9.0,2017.0,14.0,2343961.0,4593.0,13779.0,3088027.0,21434.0,9.0,27.0,6051.0,42.0,81.0,18153.0,126.0,4068289.0,28238.0,196.0,1531.0,3.0
1.0,1532.0,4.0,9.0,2017.0,15.0,2347024.0,6128.0,13788.0,3090044.0,22980.0,16.0,36.0,8068.0,60.0,81.0,18153.0,135.0,4068289.0,30255.0,225.0,1532.0,4.0
1.0,1533.0,5.0,9.0,2017.0,16.0,2350089.0,7665.0,13797.0,3092061.0,24528.0,25.0,45.0,10085.0,80.0,81.0,18153.0,144.0,4068289.0,32272.0,256.0,1533.0,5.0
1.0,1534.0,6.0,9.0,2017.0,17.0,2353156.0,9204.0,13806.0,3094078.0,26078.0,36.0,54.0,12102.0,102.0,81.0,18153.0,153.0,4068289.0,34289.0,289.0,1534.0,6.0
1.0,1535.0,7.0,9.0,2017.0,18.0,2356225.0,10745.0,13815.0,3096095.0,27630.0,49.0,63.0,14119.0,126.0,81.0,18153.0,162.0,4068289.0,36306.0,324.0,1535.0,7.0
1.0,1536.0,1.0,9.0,2017.0,19.0,2359296.0,1536.0,13824.0,3098112.0,29184.0,1.0,9.0,2017.0,19.0,81.0,18153.0,171.0,4068289.0,38323.0,361.0,1536.0,1.0
1.0,1537.0,2.0,9.0,2017.0,20.0,2362369.0,3074.0,13833.0,3100129.0,30740.0,4.0,18.0,4034.0,40.0,81.0,18153.0,180.0,4068289.0,40340.0,400.0,1537.0,2.0
1.0,1538.0,3.0,9.0,2017.0,21.0,2365444.0,4614.0,13842.0,3102146.0,32298.0,9.0,27.0,6051.0,63.0,81.0,18153.0,189.0,4068289.0,42357.0,441.0,1538.0,3.0
1.0,1539.0,4.0,9.0,2017.0,22.0,2368521.0,6156.0,13851.0,3104163.0,33858.0,16.0,36.0,8068.0,88.0,81.0,18153.0,198.0,4068289.0,44374.0,484.0,1539.0,4.0
1.0,1540.0,5.0,9.0,2017.0,23.0,2371600.0,7700.0,13860.0,3106180.0,35420.0,25.0,45.0,10085.0,115.0,81.0,18153.0,207.0,4068289.0,46391.0,529.0,1540.0,5.0
1.0,1541.0,6.0,9.0,2017.0,24.0,2374681.0,9246.0,13869.0,3108197.0,36984.0,36.0,54.0,12102.0,144.0,81.0,18153.0,216.0,4068289.0,48408.0,576.0,1541.0,6.0
1.0,1542.0,7.0,9.0,2017.0,25.0,2377764.0,10794.0,13878.0,3110214.0,38550.0,49.0,63.0,14119.0,175.0,81.0,18153.0,225.0,4068289.0,50425.0,625.0,1542.0,7.0
1.0,1543.0,1.0,9.0,2017.0,26.0,2380849.0,1543.0,13887.0,3112231.0,40118.0,1.0,9.0,2017.0,26.0,81.0,18153.0,234.0,4068289.0,52442.0,676.0,1543.0,1.0
1.0,1544.0,2.0,9.0,2017.0,27.0,2383936.0,3088.0,13896.0,3114248.0,41688.0,4.0,18.0,4034.0,54.0,81.0,18153.0,243.0,4068289.0,54459.0,729.0,1544.0,2.0
1.0,1545.0,3.0,9.0,2017.0,28.0,2387025.0,4635.0,13905.0,3116265.0,43260.0,9.0,27.0,6051.0,84.0,81.0,18153.0,252.0,4068289.0,56476.0,784.0,1545.0,3.0
1.0,1546.0,4.0,9.0,2017.0,29.0,2390116.0,6184.0,13914.0,3118282.0,44834.0,16.0,36.0,8068.0,116.0,81.0,18153.0,261.0,4068289.0,58493.0,841.0,1546.0,4.0
1.0,1547.0,5.0,9.0,2017.0,30.0,2393209.0,7735.0,13923.0,3120299.0,46410.0,25.0,45.0,10085.0,150.0,81.0,18153.0,270.0,4068289.0,60510.0,900.0,1547.0,5.0
1.0,1548.0,6.0,10.0,2017.0,1.0,2396304.0,9288.0,15480.0,3122316.0,1548.0,36.0,60.0,12102.0,6.0,100.0,20170.0,10.0,4068289.0,2017.0,1.0,1548.0,6.0
1.0,1549.0,7.0,10.0,2017.0,2.0,2399401.0,10843.0,15490.0,3124333.0,3098.0,49.0,70.0,14119.0,14.0,100.0,20170.0,20.0,4068289.0,4034.0,4.0,1549.0,7.0
1.0,1550.0,1.0,10.0,2017.0,3.0,2402500.0,1550.0,15500.0,3126350.0,4650.0,1.0,10.0,2017.0,3.0,100.0,20170.0,30.0,4068289.0,6051.0,9.0,1550.0,1.0
1.0,1551.0,2.0,10.0,2017.0,4.0,2405601.0,3102.0,15510.0,3128367.0,6204.0,4.0,20.0,4034.0,8.0,100.0,20170.0,40.0,4068289.0,8068.0,16.0,1551.0,2.0
1.0,1552.0,3.0,10.0,2017.0,5.0,2408704.0,4656.0,15520.0,3130384.0,7760.0,9.0,30.0,6051.0,15.0,100.0,20170.0,50.0,4068289.0,10085.0,25.0,1552.0,3.0
1.0,1553.0,4.0,10.0,2017.0,6.0,2411809.0,6212.0,15530.0,3132401.0,9318.0,16.0,40.0,8068.0,24.0,100.0,20170.0,60.0,4068289.0,12102.0,36.0,1553.0,4.0
1.0,1554.0,5.0,10.0,2017.0,7.0,2414916.0,7770.0,15540.0,3134418.0,10878.0,25.0,50.0,10085.0,35.0,100.0,20170.0,70.0,4068289.0,14119.0,49.0,1554.0,5.0
1.0,1555.0,6.0,10.0,2017.0,8.0,2418025.0,9330.0,15550.0,3136435.0,12440.0,36.0,60.0,12102.0,48.0,100.0,20170.0,80.0,4068289.0,16136.0,64.0,1555.0,6.0
1.0,1556.0,7.0,10.0,2017.0,9.0,2421136.0,10892.0,15560.0,3138452.0,14004.0,49.0,70.0,14119.0,63.0,100.0,20170.0,90.0,4068289.0,18153.0,81.0,1556.0,7.0
1.0,1557.0,1.0,10.0,2017.0,10.0,2424249.0,1557.0,15570.0,3140469.0,15570.0,1.0,10.0,2017.0,10.0,100.0,20170.0,100.0,4068289.0,20170.0,100.0,1557.0,1.0
1.0,1558.0,2.0,10.0,2017.0,11.0,2427364.0,3116.0,15580.0,3142486.0,17138.0,4.0,20.0,4034.0,22.0,100.0,20170.0,110.0,4068289.0,22187.0,121.0,1558.0,2.0
1.0,1559.0,3.0,10.0,2017.0,12.0,2430481.0,4677.0,15590.0,3144503.0,18708.0,9.0,30.0,6051.0,36.0,100.0,20170.0,120.0,4068289.0,24204.0,144.0,1559.0,3.0
1.0,1560.0,4.0,10.0,2017.0,13.0,2433600.0,6240.0,15600.0,3146520.0,20280.0,16.0,40.0,8068.0,52.0,100.0,20170.0,130.0,4068289.0,26221.0,169.0,1560.0,4.0
1.0,1561.0,5.0,10.0,2017.0,14.0,2436721.0,7805.0,15610.0,3148537.0,21854.0,25.0,50.0,10085.0,70.0,100.0,20170.0,140.0,4068289.0,28238.0,196.0,1561.0,5.0
1.0,1562.0,6.0,10.0,2017.0,15.0,2439844.0,9372.0,15620.0,3150554.0,23430.0,36.0,60.0,12102.0,90.0,100.0,20170.0,150.0,4068289.0,30255.0,225.0,1562.0,6.0
1.0,1563.0,7.0,10.0,2017.0,16.0,2442969.0,10941.0,15630.0,3152571.0,25008.0,49.0,70.0,14119.0,112.0,100.0,20170.0,160.0,4068289.0,32272.0,256.0,1563.0,7.0
1.0,1564.0,1.0,10.0,2017.0,17.0,2446096.0,1564.0,15640.0,3154588.0,26588.0,1.0,10.0,2017.0,17.0,100.0,20170.0,170.0,4068289.0,34289.0,289.0,1564.0,1.0
1.0,1565.0,2.0,10.0,2017.0,18.0,2449225.0,3130.0,15650.0,3156605.0,28170.0,4.0,20.0,4034.0,36.0,100.0,20170.0,180.0,4068289.0,36306.0,324.0,1565.0,2.0
1.0,1566.0,3.0,10.0,2017.0,19.0,2452356.0,4698.0,15660.0,3158622.0,29754.0,9.0,30.0,6051.0,57.0,100.0,20170.0,190.0,4068289.0,38323.0,361.0,1566.0,3.0
