0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20
1.0,419.0,5.0,4.0,2014.0,10.0,175561.0,2095.0,1676.0,843866.0,4190.0,25.0,20.0,10070.0,50.0,16.0,8056.0,40.0,4056196.0,20140.0,100.0
1.0,420.0,6.0,4.0,2014.0,11.0,176400.0,2520.0,1680.0,845880.0,4620.0,36.0,24.0,12084.0,66.0,16.0,8056.0,44.0,4056196.0,22154.0,121.0
1.0,421.0,7.0,4.0,2014.0,12.0,177241.0,2947.0,1684.0,847894.0,5052.0,49.0,28.0,14098.0,84.0,16.0,8056.0,48.0,4056196.0,24168.0,144.0
1.0,422.0,1.0,4.0,2014.0,13.0,178084.0,422.0,1688.0,849908.0,5486.0,1.0,4.0,2014.0,13.0,16.0,8056.0,52.0,4056196.0,26182.0,169.0
1.0,423.0,2.0,4.0,2014.0,14.0,178929.0,846.0,1692.0,851922.0,5922.0,4.0,8.0,4028.0,28.0,16.0,8056.0,56.0,4056196.0,28196.0,196.0
1.0,424.0,3.0,4.0,2014.0,15.0,179776.0,1272.0,1696.0,853936.0,6360.0,9.0,12.0,6042.0,45.0,16.0,8056.0,60.0,4056196.0,30210.0,225.0
1.0,425.0,4.0,4.0,2014.0,16.0,180625.0,1700.0,1700.0,855950.0,6800.0,16.0,16.0,8056.0,64.0,16.0,8056.0,64.0,4056196.0,32224.0,256.0
1.0,426.0,5.0,4.0,2014.0,17.0,181476.0,2130.0,1704.0,857964.0,7242.0,25.0,20.0,10070.0,85.0,16.0,8056.0,68.0,4056196.0,34238.0,289.0
1.0,427.0,6.0,4.0,2014.0,18.0,182329.0,2562.0,1708.0,859978.0,7686.0,36.0,24.0,12084.0,108.0,16.0,8056.0,72.0,4056196.0,36252.0,324.0
1.0,428.0,1.0,4.0,2014.0,20.0,183184.0,428.0,1712.0,861992.0,8560.0,1.0,4.0,2014.0,20.0,16.0,8056.0,80.0,4056196.0,40280.0,400.0
1.0,429.0,2.0,4.0,2014.0,21.0,184041.0,858.0,1716.0,864006.0,9009.0,4.0,8.0,4028.0,42.0,16.0,8056.0,84.0,4056196.0,42294.0,441.0
1.0,430.0,3.0,4.0,2014.0,22.0,184900.0,1290.0,1720.0,866020.0,9460.0,9.0,12.0,6042.0,66.0,16.0,8056.0,88.0,4056196.0,44308.0,484.0
1.0,431.0,5.0,4.0,2014.0,23.0,185761.0,2155.0,1724.0,868034.0,9913.0,25.0,20.0,10070.0,115.0,16.0,8056.0,92.0,4056196.0,46322.0,529.0
1.0,432.0,6.0,4.0,2014.0,24.0,186624.0,2592.0,1728.0,870048.0,10368.0,36.0,24.0,12084.0,144.0,16.0,8056.0,96.0,4056196.0,48336.0,576.0
1.0,433.0,7.0,4.0,2014.0,25.0,187489.0,3031.0,1732.0,872062.0,10825.0,49.0,28.0,14098.0,175.0,16.0,8056.0,100.0,4056196.0,50350.0,625.0
1.0,434.0,1.0,4.0,2014.0,26.0,188356.0,434.0,1736.0,874076.0,11284.0,1.0,4.0,2014.0,26.0,16.0,8056.0,104.0,4056196.0,52364.0,676.0
1.0,435.0,2.0,4.0,2014.0,27.0,189225.0,870.0,1740.0,876090.0,11745.0,4.0,8.0,4028.0,54.0,16.0,8056.0,108.0,4056196.0,54378.0,729.0
1.0,436.0,3.0,4.0,2014.0,28.0,190096.0,1308.0,1744.0,878104.0,12208.0,9.0,12.0,6042.0,84.0,16.0,8056.0,112.0,4056196.0,56392.0,784.0
1.0,437.0,4.0,4.0,2014.0,29.0,190969.0,1748.0,1748.0,880118.0,12673.0,16.0,16.0,8056.0,116.0,16.0,8056.0,116.0,4056196.0,58406.0,841.0
1.0,438.0,5.0,4.0,2014.0,30.0,191844.0,2190.0,1752.0,882132.0,13140.0,25.0,20.0,10070.0,150.0,16.0,8056.0,120.0,4056196.0,60420.0,900.0
1.0,439.0,6.0,5.0,2014.0,1.0,192721.0,2634.0,2195.0,884146.0,439.0,36.0,30.0,12084.0,6.0,25.0,10070.0,5.0,4056196.0,2014.0,1.0
1.0,440.0,1.0,5.0,2014.0,3.0,193600.0,440.0,2200.0,886160.0,1320.0,1.0,5.0,2014.0,3.0,25.0,10070.0,15.0,4056196.0,6042.0,9.0
1.0,441.0,2.0,5.0,2014.0,4.0,194481.0,882.0,2205.0,888174.0,1764.0,4.0,10.0,4028.0,8.0,25.0,10070.0,20.0,4056196.0,8056.0,16.0
1.0,442.0,3.0,5.0,2014.0,5.0,195364.0,1326.0,2210.0,890188.0,2210.0,9.0,15.0,6042.0,15.0,25.0,10070.0,25.0,4056196.0,10070.0,25.0
1.0,443.0,4.0,5.0,2014.0,6.0,196249.0,1772.0,2215.0,892202.0,2658.0,16.0,20.0,8056.0,24.0,25.0,10070.0,30.0,4056196.0,12084.0,36.0
1.0,444.0,5.0,5.0,2014.0,7.0,197136.0,2220.0,2220.0,894216.0,3108.0,25.0,25.0,10070.0,35.0,25.0,10070.0,35.0,4056196.0,14098.0,49.0
1.0,445.0,6.0,5.0,2014.0,8.0,198025.0,2670.0,2225.0,896230.0,3560.0,36.0,30.0,12084.0,48.0,25.0,10070.0,40.0,4056196.0,16112.0,64.0
1.0,446.0,7.0,5.0,2014.0,9.0,198916.0,3122.0,2230.0,898244.0,4014.0,49.0,35.0,14098.0,63.0,25.0,10070.0,45.0,4056196.0,18126.0,81.0
1.0,447.0,1.0,5.0,2014.0,10.0,199809.0,447.0,2235.0,900258.0,4470.0,1.0,5.0,2014.0,10.0,25.0,10070.0,50.0,4056196.0,20140.0,100.0
1.0,448.0,2.0,5.0,2014.0,11.0,200704.0,896.0,2240.0,902272.0,4928.0,4.0,10.0,4028.0,22.0,25.0,10070.0,55.0,4056196.0,22154.0,121.0
1.0,449.0,3.0,5.0,2014.0,12.0,201601.0,1347.0,2245.0,904286.0,5388.0,9.0,15.0,6042.0,36.0,25.0,10070.0,60.0,4056196.0,24168.0,144.0
1.0,450.0,4.0,5.0,2014.0,13.0,202500.0,1800.0,2250.0,906300.0,5850.0,16.0,20.0,8056.0,52.0,25.0,10070.0,65.0,4056196.0,26182.0,169.0
1.0,451.0,5.0,5.0,2014.0,14.0,203401.0,2255.0,2255.0,908314.0,6314.0,25.0,25.0,10070.0,70.0,25.0,10070.0,70.0,4056196.0,28196.0,196.0
1.0,452.0,6.0,5.0,2014.0,15.0,204304.0,2712.0,2260.0,910328.0,6780.0,36.0,30.0,12084.0,90.0,25.0,10070.0,75.0,4056196.0,30210.0,225.0
1.0,453.0,1.0,5.0,2014.0,17.0,205209.0,453.0,2265.0,912342.0,7701.0,1.0,5.0,2014.0,17.0,25.0,10070.0,85.0,4056196.0,34238.0,289.0
1.0,454.0,2.0,5.0,2014.0,18.0,206116.0,908.0,2270.0,914356.0,8172.0,4.0,10.0,4028.0,36.0,25.0,10070.0,90.0,4056196.0,36252.0,324.0
1.0,455.0,3.0,5.0,2014.0,19.0,207025.0,1365.0,2275.0,916370.0,8645.0,9.0,15.0,6042.0,57.0,25.0,10070.0,95.0,4056196.0,38266.0,361.0
1.0,456.0,4.0,5.0,2014.0,20.0,207936.0,1824.0,2280.0,918384.0,9120.0,16.0,20.0,8056.0,80.0,25.0,10070.0,100.0,4056196.0,40280.0,400.0
1.0,457.0,5.0,5.0,2014.0,21.0,208849.0,2285.0,2285.0,920398.0,9597.0,25.0,25.0,10070.0,105.0,25.0,10070.0,105.0,4056196.0,42294.0,441.0
1.0,458.0,6.0,5.0,2014.0,22.0,209764.0,2748.0,2290.0,922412.0,10076.0,36.0,30.0,12084.0,132.0,25.0,10070.0,110.0,4056196.0,44308.0,484.0
1.0,459.0,7.0,5.0,2014.0,23.0,210681.0,3213.0,2295.0,924426.0,10557.0,49.0,35.0,14098.0,161.0,25.0,10070.0,115.0,4056196.0,46322.0,529.0
1.0,460.0,2.0,5.0,2014.0,25.0,211600.0,920.0,2300.0,926440.0,11500.0,4.0,10.0,4028.0,50.0,25.0,10070.0,125.0,4056196.0,50350.0,625.0
1.0,461.0,3.0,5.0,2014.0,26.0,212521.0,1383.0,2305.0,928454.0,11986.0,9.0,15.0,6042.0,78.0,25.0,10070.0,130.0,4056196.0,52364.0,676.0
1.0,462.0,4.0,5.0,2014.0,27.0,213444.0,1848.0,2310.0,930468.0,12474.0,16.0,20.0,8056.0,108.0,25.0,10070.0,135.0,4056196.0,54378.0,729.0
1.0,463.0,5.0,5.0,2014.0,28.0,214369.0,2315.0,2315.0,932482.0,12964.0,25.0,25.0,10070.0,140.0,25.0,10070.0,140.0,4056196.0,56392.0,784.0
1.0,464.0,6.0,5.0,2014.0,29.0,215296.0,2784.0,2320.0,934496.0,13456.0,36.0,30.0,12084.0,174.0,25.0,10070.0,145.0,4056196.0,58406.0,841.0
1.0,465.0,7.0,5.0,2014.0,30.0,216225.0,3255.0,2325.0,936510.0,13950.0,49.0,35.0,14098.0,210.0,25.0,10070.0,150.0,4056196.0,60420.0,900.0
1.0,466.0,1.0,5.0,2014.0,31.0,217156.0,466.0,2330.0,938524.0,14446.0,1.0,5.0,2014.0,31.0,25.0,10070.0,155.0,4056196.0,62434.0,961.0
1.0,467.0,2.0,6.0,2014.0,1.0,218089.0,934.0,2802.0,940538.0,467.0,4.0,12.0,4028.0,2.0,36.0,12084.0,6.0,4056196.0,2014.0,1.0
1.0,468.0,3.0,6.0,2014.0,2.0,219024.0,1404.0,2808.0,942552.0,936.0,9.0,18.0,6042.0,6.0,36.0,12084.0,12.0,4056196.0,4028.0,4.0
1.0,469.0,4.0,6.0,2014.0,3.0,219961.0,1876.0,2814.0,944566.0,1407.0,16.0,24.0,8056.0,12.0,36.0,12084.0,18.0,4056196.0,6042.0,9.0
1.0,470.0,5.0,6.0,2014.0,4.0,220900.0,2350.0,2820.0,946580.0,1880.0,25.0,30.0,10070.0,20.0,36.0,12084.0,24.0,4056196.0,8056.0,16.0
1.0,471.0,6.0,6.0,2014.0,5.0,221841.0,2826.0,2826.0,948594.0,2355.0,36.0,36.0,12084.0,30.0,36.0,12084.0,30.0,4056196.0,10070.0,25.0
1.0,472.0,1.0,6.0,2014.0,7.0,222784.0,472.0,2832.0,950608.0,3304.0,1.0,6.0,2014.0,7.0,36.0,12084.0,42.0,4056196.0,14098.0,49.0
1.0,473.0,2.0,6.0,2014.0,8.0,223729.0,946.0,2838.0,952622.0,3784.0,4.0,12.0,4028.0,16.0,36.0,12084.0,48.0,4056196.0,16112.0,64.0
1.0,474.0,3.0,6.0,2014.0,9.0,224676.0,1422.0,2844.0,954636.0,4266.0,9.0,18.0,6042.0,27.0,36.0,12084.0,54.0,4056196.0,18126.0,81.0
1.0,475.0,4.0,6.0,2014.0,10.0,225625.0,1900.0,2850.0,956650.0,4750.0,16.0,24.0,8056.0,40.0,36.0,12084.0,60.0,4056196.0,20140.0,100.0
1.0,476.0,5.0,6.0,2014.0,11.0,226576.0,2380.0,2856.0,958664.0,5236.0,25.0,30.0,10070.0,55.0,36.0,12084.0,66.0,4056196.0,22154.0,121.0
1.0,477.0,6.0,6.0,2014.0,12.0,227529.0,2862.0,2862.0,960678.0,5724.0,36.0,36.0,12084.0,72.0,36.0,12084.0,72.0,4056196.0,24168.0,144.0
1.0,478.0,1.0,6.0,2014.0,14.0,228484.0,478.0,2868.0,962692.0,6692.0,1.0,6.0,2014.0,14.0,36.0,12084.0,84.0,4056196.0,28196.0,196.0
1.0,479.0,2.0,6.0,2014.0,15.0,229441.0,958.0,2874.0,964706.0,7185.0,4.0,12.0,4028.0,30.0,36.0,12084.0,90.0,4056196.0,30210.0,225.0
1.0,480.0,3.0,6.0,2014.0,16.0,230400.0,1440.0,2880.0,966720.0,7680.0,9.0,18.0,6042.0,48.0,36.0,12084.0,96.0,4056196.0,32224.0,256.0
1.0,481.0,4.0,6.0,2014.0,17.0,231361.0,1924.0,2886.0,968734.0,8177.0,16.0,24.0,8056.0,68.0,36.0,12084.0,102.0,4056196.0,34238.0,289.0
1.0,482.0,5.0,6.0,2014.0,18.0,232324.0,2410.0,2892.0,970748.0,8676.0,25.0,30.0,10070.0,90.0,36.0,12084.0,108.0,4056196.0,36252.0,324.0
1.0,483.0,6.0,6.0,2014.0,19.0,233289.0,2898.0,2898.0,972762.0,9177.0,36.0,36.0,12084.0,114.0,36.0,12084.0,114.0,4056196.0,38266.0,361.0
1.0,484.0,1.0,6.0,2014.0,21.0,234256.0,484.0,2904.0,974776.0,10164.0,1.0,6.0,2014.0,21.0,36.0,12084.0,126.0,4056196.0,42294.0,441.0
1.0,485.0,2.0,6.0,2014.0,22.0,235225.0,970.0,2910.0,976790.0,10670.0,4.0,12.0,4028.0,44.0,36.0,12084.0,132.0,4056196.0,44308.0,484.0
1.0,486.0,3.0,6.0,2014.0,23.0,236196.0,1458.0,2916.0,978804.0,11178.0,9.0,18.0,6042.0,69.0,36.0,12084.0,138.0,4056196.0,46322.0,529.0
1.0,487.0,4.0,6.0,2014.0,24.0,237169.0,1948.0,2922.0,980818.0,11688.0,16.0,24.0,8056.0,96.0,36.0,12084.0,144.0,4056196.0,48336.0,576.0
1.0,488.0,5.0,6.0,2014.0,25.0,238144.0,2440.0,2928.0,982832.0,12200.0,25.0,30.0,10070.0,125.0,36.0,12084.0,150.0,4056196.0,50350.0,625.0
1.0,489.0,6.0,6.0,2014.0,26.0,239121.0,2934.0,2934.0,984846.0,12714.0,36.0,36.0,12084.0,156.0,36.0,12084.0,156.0,4056196.0,52364.0,676.0
1.0,490.0,1.0,6.0,2014.0,28.0,240100.0,490.0,2940.0,986860.0,13720.0,1.0,6.0,2014.0,28.0,36.0,12084.0,168.0,4056196.0,56392.0,784.0
1.0,491.0,2.0,6.0,2014.0,29.0,241081.0,982.0,2946.0,988874.0,14239.0,4.0,12.0,4028.0,58.0,36.0,12084.0,174.0,4056196.0,58406.0,841.0
1.0,492.0,3.0,6.0,2014.0,30.0,242064.0,1476.0,2952.0,990888.0,14760.0,9.0,18.0,6042.0,90.0,36.0,12084.0,180.0,4056196.0,60420.0,900.0
1.0,493.0,4.0,7.0,2014.0,1.0,243049.0,1972.0,3451.0,992902.0,493.0,16.0,28.0,8056.0,4.0,49.0,14098.0,7.0,4056196.0,2014.0,1.0
1.0,494.0,5.0,7.0,2014.0,2.0,244036.0,2470.0,3458.0,994916.0,988.0,25.0,35.0,10070.0,10.0,49.0,14098.0,14.0,4056196.0,4028.0,4.0
1.0,495.0,6.0,7.0,2014.0,3.0,245025.0,2970.0,3465.0,996930.0,1485.0,36.0,42.0,12084.0,18.0,49.0,14098.0,21.0,4056196.0,6042.0,9.0
1.0,496.0,1.0,7.0,2014.0,5.0,246016.0,496.0,3472.0,998944.0,2480.0,1.0,7.0,2014.0,5.0,49.0,14098.0,35.0,4056196.0,10070.0,25.0
1.0,497.0,2.0,7.0,2014.0,6.0,247009.0,994.0,3479.0,1000958.0,2982.0,4.0,14.0,4028.0,12.0,49.0,14098.0,42.0,4056196.0,12084.0,36.0
1.0,498.0,3.0,7.0,2014.0,7.0,248004.0,1494.0,3486.0,1002972.0,3486.0,9.0,21.0,6042.0,21.0,49.0,14098.0,49.0,4056196.0,14098.0,49.0
1.0,499.0,4.0,7.0,2014.0,8.0,249001.0,1996.0,3493.0,1004986.0,3992.0,16.0,28.0,8056.0,32.0,49.0,14098.0,56.0,4056196.0,16112.0,64.0
1.0,500.0,5.0,7.0,2014.0,9.0,250000.0,2500.0,3500.0,1007000.0,4500.0,25.0,35.0,10070.0,45.0,49.0,14098.0,63.0,4056196.0,18126.0,81.0
1.0,501.0,6.0,7.0,2014.0,10.0,251001.0,3006.0,3507.0,1009014.0,5010.0,36.0,42.0,12084.0,60.0,49.0,14098.0,70.0,4056196.0,20140.0,100.0
1.0,502.0,1.0,7.0,2014.0,12.0,252004.0,502.0,3514.0,1011028.0,6024.0,1.0,7.0,2014.0,12.0,49.0,14098.0,84.0,4056196.0,24168.0,144.0
1.0,503.0,2.0,7.0,2014.0,13.0,253009.0,1006.0,3521.0,1013042.0,6539.0,4.0,14.0,4028.0,26.0,49.0,14098.0,91.0,4056196.0,26182.0,169.0
1.0,504.0,3.0,7.0,2014.0,14.0,254016.0,1512.0,3528.0,1015056.0,7056.0,9.0,21.0,6042.0,42.0,49.0,14098.0,98.0,4056196.0,28196.0,196.0
1.0,505.0,4.0,7.0,2014.0,15.0,255025.0,2020.0,3535.0,1017070.0,7575.0,16.0,28.0,8056.0,60.0,49.0,14098.0,105.0,4056196.0,30210.0,225.0
1.0,506.0,5.0,7.0,2014.0,16.0,256036.0,2530.0,3542.0,1019084.0,8096.0,25.0,35.0,10070.0,80.0,49.0,14098.0,112.0,4056196.0,32224.0,256.0
1.0,507.0,6.0,7.0,2014.0,17.0,257049.0,3042.0,3549.0,1021098.0,8619.0,36.0,42.0,12084.0,102.0,49.0,14098.0,119.0,4056196.0,34238.0,289.0
1.0,508.0,1.0,7.0,2014.0,19.0,258064.0,508.0,3556.0,1023112.0,9652.0,1.0,7.0,2014.0,19.0,49.0,14098.0,133.0,4056196.0,38266.0,361.0
1.0,509.0,2.0,7.0,2014.0,20.0,259081.0,1018.0,3563.0,1025126.0,10180.0,4.0,14.0,4028.0,40.0,49.0,14098.0,140.0,4056196.0,40280.0,400.0
1.0,510.0,3.0,7.0,2014.0,21.0,260100.0,1530.0,3570.0,1027140.0,10710.0,9.0,21.0,6042.0,63.0,49.0,14098.0,147.0,4056196.0,42294.0,441.0
1.0,511.0,4.0,7.0,2014.0,22.0,261121.0,2044.0,3577.0,1029154.0,11242.0,16.0,28.0,8056.0,88.0,49.0,14098.0,154.0,4056196.0,44308.0,484.0
1.0,512.0,5.0,7.0,2014.0,23.0,262144.0,2560.0,3584.0,1031168.0,11776.0,25.0,35.0,10070.0,115.0,49.0,14098.0,161.0,4056196.0,46322.0,529.0
1.0,513.0,6.0,7.0,2014.0,24.0,263169.0,3078.0,3591.0,1033182.0,12312.0,36.0,42.0,12084.0,144.0,49.0,14098.0,168.0,4056196.0,48336.0,576.0
1.0,514.0,1.0,7.0,2014.0,26.0,264196.0,514.0,3598.0,1035196.0,13364.0,1.0,7.0,2014.0,26.0,49.0,14098.0,182.0,4056196.0,52364.0,676.0
1.0,515.0,2.0,7.0,2014.0,27.0,265225.0,1030.0,3605.0,1037210.0,13905.0,4.0,14.0,4028.0,54.0,49.0,14098.0,189.0,4056196.0,54378.0,729.0
1.0,516.0,3.0,7.0,2014.0,28.0,266256.0,1548.0,3612.0,1039224.0,14448.0,9.0,21.0,6042.0,84.0,49.0,14098.0,196.0,4056196.0,56392.0,784.0
1.0,517.0,4.0,7.0,2014.0,29.0,267289.0,2068.0,3619.0,1041238.0,14993.0,16.0,28.0,8056.0,116.0,49.0,14098.0,203.0,4056196.0,58406.0,841.0
1.0,518.0,5.0,7.0,2014.0,30.0,268324.0,2590.0,3626.0,1043252.0,15540.0,25.0,35.0,10070.0,150.0,49.0,14098.0,210.0,4056196.0,60420.0,900.0
1.0,519.0,6.0,7.0,2014.0,31.0,269361.0,3114.0,3633.0,1045266.0,16089.0,36.0,42.0,12084.0,186.0,49.0,14098.0,217.0,4056196.0,62434.0,961.0
1.0,520.0,1.0,8.0,2014.0,2.0,270400.0,520.0,4160.0,1047280.0,1040.0,1.0,8.0,2014.0,2.0,64.0,16112.0,16.0,4056196.0,4028.0,4.0
1.0,521.0,2.0,8.0,2014.0,3.0,271441.0,1042.0,4168.0,1049294.0,1563.0,4.0,16.0,4028.0,6.0,64.0,16112.0,24.0,4056196.0,6042.0,9.0
1.0,522.0,3.0,8.0,2014.0,4.0,272484.0,1566.0,4176.0,1051308.0,2088.0,9.0,24.0,6042.0,12.0,64.0,16112.0,32.0,4056196.0,8056.0,16.0
1.0,523.0,4.0,8.0,2014.0,5.0,273529.0,2092.0,4184.0,1053322.0,2615.0,16.0,32.0,8056.0,20.0,64.0,16112.0,40.0,4056196.0,10070.0,25.0
1.0,524.0,5.0,8.0,2014.0,6.0,274576.0,2620.0,4192.0,1055336.0,3144.0,25.0,40.0,10070.0,30.0,64.0,16112.0,48.0,4056196.0,12084.0,36.0
1.0,525.0,6.0,8.0,2014.0,7.0,275625.0,3150.0,4200.0,1057350.0,3675.0,36.0,48.0,12084.0,42.0,64.0,16112.0,56.0,4056196.0,14098.0,49.0
1.0,526.0,1.0,8.0,2014.0,9.0,276676.0,526.0,4208.0,1059364.0,4734.0,1.0,8.0,2014.0,9.0,64.0,16112.0,72.0,4056196.0,18126.0,81.0
1.0,527.0,2.0,8.0,2014.0,10.0,277729.0,1054.0,4216.0,1061378.0,5270.0,4.0,16.0,4028.0,20.0,64.0,16112.0,80.0,4056196.0,20140.0,100.0
1.0,528.0,3.0,8.0,2014.0,11.0,278784.0,1584.0,4224.0,1063392.0,5808.0,9.0,24.0,6042.0,33.0,64.0,16112.0,88.0,4056196.0,22154.0,121.0
1.0,529.0,4.0,8.0,2014.0,12.0,279841.0,2116.0,4232.0,1065406.0,6348.0,16.0,32.0,8056.0,48.0,64.0,16112.0,96.0,4056196.0,24168.0,144.0
1.0,530.0,5.0,8.0,2014.0,13.0,280900.0,2650.0,4240.0,1067420.0,6890.0,25.0,40.0,10070.0,65.0,64.0,16112.0,104.0,4056196.0,26182.0,169.0
1.0,531.0,6.0,8.0,2014.0,14.0,281961.0,3186.0,4248.0,1069434.0,7434.0,36.0,48.0,12084.0,84.0,64.0,16112.0,112.0,4056196.0,28196.0,196.0
1.0,532.0,7.0,8.0,2014.0,15.0,283024.0,3724.0,4256.0,1071448.0,7980.0,49.0,56.0,14098.0,105.0,64.0,16112.0,120.0,4056196.0,30210.0,225.0
1.0,533.0,1.0,8.0,2014.0,16.0,284089.0,533.0,4264.0,1073462.0,8528.0,1.0,8.0,2014.0,16.0,64.0,16112.0,128.0,4056196.0,32224.0,256.0
1.0,534.0,2.0,8.0,2014.0,17.0,285156.0,1068.0,4272.0,1075476.0,9078.0,4.0,16.0,4028.0,34.0,64.0,16112.0,136.0,4056196.0,34238.0,289.0
1.0,535.0,3.0,8.0,2014.0,18.0,286225.0,1605.0,4280.0,1077490.0,9630.0,9.0,24.0,6042.0,54.0,64.0,16112.0,144.0,4056196.0,36252.0,324.0
1.0,536.0,4.0,8.0,2014.0,19.0,287296.0,2144.0,4288.0,1079504.0,10184.0,16.0,32.0,8056.0,76.0,64.0,16112.0,152.0,4056196.0,38266.0,361.0
1.0,537.0,5.0,8.0,2014.0,20.0,288369.0,2685.0,4296.0,1081518.0,10740.0,25.0,40.0,10070.0,100.0,64.0,16112.0,160.0,4056196.0,40280.0,400.0
1.0,538.0,6.0,8.0,2014.0,21.0,289444.0,3228.0,4304.0,1083532.0,11298.0,36.0,48.0,12084.0,126.0,64.0,16112.0,168.0,4056196.0,42294.0,441.0
1.0,539.0,1.0,8.0,2014.0,23.0,290521.0,539.0,4312.0,1085546.0,12397.0,1.0,8.0,2014.0,23.0,64.0,16112.0,184.0,4056196.0,46322.0,529.0
1.0,540.0,2.0,8.0,2014.0,24.0,291600.0,1080.0,4320.0,1087560.0,12960.0,4.0,16.0,4028.0,48.0,64.0,16112.0,192.0,4056196.0,48336.0,576.0
1.0,541.0,3.0,8.0,2014.0,25.0,292681.0,1623.0,4328.0,1089574.0,13525.0,9.0,24.0,6042.0,75.0,64.0,16112.0,200.0,4056196.0,50350.0,625.0
1.0,542.0,4.0,8.0,2014.0,26.0,293764.0,2168.0,4336.0,1091588.0,14092.0,16.0,32.0,8056.0,104.0,64.0,16112.0,208.0,4056196.0,52364.0,676.0
1.0,543.0,5.0,8.0,2014.0,27.0,294849.0,2715.0,4344.0,1093602.0,14661.0,25.0,40.0,10070.0,135.0,64.0,16112.0,216.0,4056196.0,54378.0,729.0
1.0,544.0,6.0,8.0,2014.0,28.0,295936.0,3264.0,4352.0,1095616.0,15232.0,36.0,48.0,12084.0,168.0,64.0,16112.0,224.0,4056196.0,56392.0,784.0
1.0,545.0,2.0,8.0,2014.0,31.0,297025.0,1090.0,4360.0,1097630.0,16895.0,4.0,16.0,4028.0,62.0,64.0,16112.0,248.0,4056196.0,62434.0,961.0
1.0,546.0,3.0,9.0,2014.0,1.0,298116.0,1638.0,4914.0,1099644.0,546.0,9.0,27.0,6042.0,3.0,81.0,18126.0,9.0,4056196.0,2014.0,1.0
1.0,547.0,4.0,9.0,2014.0,2.0,299209.0,2188.0,4923.0,1101658.0,1094.0,16.0,36.0,8056.0,8.0,81.0,18126.0,18.0,4056196.0,4028.0,4.0
1.0,548.0,5.0,9.0,2014.0,3.0,300304.0,2740.0,4932.0,1103672.0,1644.0,25.0,45.0,10070.0,15.0,81.0,18126.0,27.0,4056196.0,6042.0,9.0
1.0,549.0,6.0,9.0,2014.0,4.0,301401.0,3294.0,4941.0,1105686.0,2196.0,36.0,54.0,12084.0,24.0,81.0,18126.0,36.0,4056196.0,8056.0,16.0
1.0,550.0,1.0,9.0,2014.0,6.0,302500.0,550.0,4950.0,1107700.0,3300.0,1.0,9.0,2014.0,6.0,81.0,18126.0,54.0,4056196.0,12084.0,36.0
1.0,551.0,2.0,9.0,2014.0,7.0,303601.0,1102.0,4959.0,1109714.0,3857.0,4.0,18.0,4028.0,14.0,81.0,18126.0,63.0,4056196.0,14098.0,49.0
1.0,552.0,3.0,9.0,2014.0,8.0,304704.0,1656.0,4968.0,1111728.0,4416.0,9.0,27.0,6042.0,24.0,81.0,18126.0,72.0,4056196.0,16112.0,64.0
1.0,553.0,4.0,9.0,2014.0,9.0,305809.0,2212.0,4977.0,1113742.0,4977.0,16.0,36.0,8056.0,36.0,81.0,18126.0,81.0,4056196.0,18126.0,81.0
1.0,554.0,5.0,9.0,2014.0,10.0,306916.0,2770.0,4986.0,1115756.0,5540.0,25.0,45.0,10070.0,50.0,81.0,18126.0,90.0,4056196.0,20140.0,100.0
1.0,555.0,6.0,9.0,2014.0,11.0,308025.0,3330.0,4995.0,1117770.0,6105.0,36.0,54.0,12084.0,66.0,81.0,18126.0,99.0,4056196.0,22154.0,121.0
1.0,556.0,1.0,9.0,2014.0,13.0,309136.0,556.0,5004.0,1119784.0,7228.0,1.0,9.0,2014.0,13.0,81.0,18126.0,117.0,4056196.0,26182.0,169.0
1.0,557.0,2.0,9.0,2014.0,14.0,310249.0,1114.0,5013.0,1121798.0,7798.0,4.0,18.0,4028.0,28.0,81.0,18126.0,126.0,4056196.0,28196.0,196.0
1.0,558.0,3.0,9.0,2014.0,15.0,311364.0,1674.0,5022.0,1123812.0,8370.0,9.0,27.0,6042.0,45.0,81.0,18126.0,135.0,4056196.0,30210.0,225.0
1.0,559.0,4.0,9.0,2014.0,16.0,312481.0,2236.0,5031.0,1125826.0,8944.0,16.0,36.0,8056.0,64.0,81.0,18126.0,144.0,4056196.0,32224.0,256.0
1.0,560.0,5.0,9.0,2014.0,17.0,313600.0,2800.0,5040.0,1127840.0,9520.0,25.0,45.0,10070.0,85.0,81.0,18126.0,153.0,4056196.0,34238.0,289.0
1.0,561.0,6.0,9.0,2014.0,18.0,314721.0,3366.0,5049.0,1129854.0,10098.0,36.0,54.0,12084.0,108.0,81.0,18126.0,162.0,4056196.0,36252.0,324.0
1.0,562.0,7.0,9.0,2014.0,19.0,315844.0,3934.0,5058.0,1131868.0,10678.0,49.0,63.0,14098.0,133.0,81.0,18126.0,171.0,4056196.0,38266.0,361.0
1.0,563.0,1.0,9.0,2014.0,20.0,316969.0,563.0,5067.0,1133882.0,11260.0,1.0,9.0,2014.0,20.0,81.0,18126.0,180.0,4056196.0,40280.0,400.0
1.0,564.0,2.0,9.0,2014.0,21.0,318096.0,1128.0,5076.0,1135896.0,11844.0,4.0,18.0,4028.0,42.0,81.0,18126.0,189.0,4056196.0,42294.0,441.0
