0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,cnt,date,day_of_week
1.0,133.0,5.0,5.0,2013.0,29.0,17689.0,665.0,665.0,267729.0,3857.0,25.0,25.0,10065.0,145.0,25.0,10065.0,145.0,4052169.0,58377.0,841.0,1161.0,133.0,5.0
1.0,134.0,6.0,5.0,2013.0,30.0,17956.0,804.0,670.0,269742.0,4020.0,36.0,30.0,12078.0,180.0,25.0,10065.0,150.0,4052169.0,60390.0,900.0,113.0,134.0,6.0
1.0,135.0,7.0,5.0,2013.0,31.0,18225.0,945.0,675.0,271755.0,4185.0,49.0,35.0,14091.0,217.0,25.0,10065.0,155.0,4052169.0,62403.0,961.0,14.0,135.0,7.0
1.0,136.0,1.0,6.0,2013.0,1.0,18496.0,136.0,816.0,273768.0,136.0,1.0,6.0,2013.0,1.0,36.0,12078.0,6.0,4052169.0,2013.0,1.0,2374.0,136.0,1.0
1.0,137.0,2.0,6.0,2013.0,2.0,18769.0,274.0,822.0,275781.0,274.0,4.0,12.0,4026.0,4.0,36.0,12078.0,12.0,4052169.0,4026.0,4.0,1885.0,137.0,2.0
1.0,138.0,3.0,6.0,2013.0,3.0,19044.0,414.0,828.0,277794.0,414.0,9.0,18.0,6039.0,9.0,36.0,12078.0,18.0,4052169.0,6039.0,9.0,1606.0,138.0,3.0
1.0,139.0,4.0,6.0,2013.0,4.0,19321.0,556.0,834.0,279807.0,556.0,16.0,24.0,8052.0,16.0,36.0,12078.0,24.0,4052169.0,8052.0,16.0,1690.0,139.0,4.0
1.0,140.0,5.0,6.0,2013.0,5.0,19600.0,700.0,840.0,281820.0,700.0,25.0,30.0,10065.0,25.0,36.0,12078.0,30.0,4052169.0,10065.0,25.0,1354.0,140.0,5.0
1.0,141.0,6.0,6.0,2013.0,6.0,19881.0,846.0,846.0,283833.0,846.0,36.0,36.0,12078.0,36.0,36.0,12078.0,36.0,4052169.0,12078.0,36.0,1266.0,141.0,6.0
1.0,142.0,7.0,6.0,2013.0,7.0,20164.0,994.0,852.0,285846.0,994.0,49.0,42.0,14091.0,49.0,36.0,12078.0,42.0,4052169.0,14091.0,49.0,1309.0,142.0,7.0
1.0,143.0,1.0,6.0,2013.0,8.0,20449.0,143.0,858.0,287859.0,1144.0,1.0,6.0,2013.0,8.0,36.0,12078.0,48.0,4052169.0,16104.0,64.0,89.0,143.0,1.0
1.0,144.0,4.0,6.0,2013.0,9.0,20736.0,576.0,864.0,289872.0,1296.0,16.0,24.0,8052.0,36.0,36.0,12078.0,54.0,4052169.0,18117.0,81.0,2265.0,144.0,4.0
1.0,145.0,5.0,6.0,2013.0,10.0,21025.0,725.0,870.0,291885.0,1450.0,25.0,30.0,10065.0,50.0,36.0,12078.0,60.0,4052169.0,20130.0,100.0,1721.0,145.0,5.0
1.0,146.0,6.0,6.0,2013.0,11.0,21316.0,876.0,876.0,293898.0,1606.0,36.0,36.0,12078.0,66.0,36.0,12078.0,66.0,4052169.0,22143.0,121.0,150.0,146.0,6.0
1.0,147.0,7.0,6.0,2013.0,12.0,21609.0,1029.0,882.0,295911.0,1764.0,49.0,42.0,14091.0,84.0,36.0,12078.0,72.0,4052169.0,24156.0,144.0,26.0,147.0,7.0
1.0,148.0,1.0,6.0,2013.0,13.0,21904.0,148.0,888.0,297924.0,1924.0,1.0,6.0,2013.0,13.0,36.0,12078.0,78.0,4052169.0,26169.0,169.0,1612.0,148.0,1.0
1.0,149.0,2.0,6.0,2013.0,14.0,22201.0,298.0,894.0,299937.0,2086.0,4.0,12.0,4026.0,28.0,36.0,12078.0,84.0,4052169.0,28182.0,196.0,2178.0,149.0,2.0
1.0,150.0,3.0,6.0,2013.0,15.0,22500.0,450.0,900.0,301950.0,2250.0,9.0,18.0,6039.0,45.0,36.0,12078.0,90.0,4052169.0,30195.0,225.0,1539.0,150.0,3.0
1.0,151.0,4.0,6.0,2013.0,16.0,22801.0,604.0,906.0,303963.0,2416.0,16.0,24.0,8052.0,64.0,36.0,12078.0,96.0,4052169.0,32208.0,256.0,1067.0,151.0,4.0
1.0,152.0,5.0,6.0,2013.0,17.0,23104.0,760.0,912.0,305976.0,2584.0,25.0,30.0,10065.0,85.0,36.0,12078.0,102.0,4052169.0,34221.0,289.0,1325.0,152.0,5.0
1.0,153.0,6.0,6.0,2013.0,18.0,23409.0,918.0,918.0,307989.0,2754.0,36.0,36.0,12078.0,108.0,36.0,12078.0,108.0,4052169.0,36234.0,324.0,85.0,153.0,6.0
1.0,154.0,7.0,6.0,2013.0,19.0,23716.0,1078.0,924.0,310002.0,2926.0,49.0,42.0,14091.0,133.0,36.0,12078.0,114.0,4052169.0,38247.0,361.0,36.0,154.0,7.0
1.0,155.0,1.0,6.0,2013.0,20.0,24025.0,155.0,930.0,312015.0,3100.0,1.0,6.0,2013.0,20.0,36.0,12078.0,120.0,4052169.0,40260.0,400.0,1778.0,155.0,1.0
1.0,156.0,2.0,6.0,2013.0,21.0,24336.0,312.0,936.0,314028.0,3276.0,4.0,12.0,4026.0,42.0,36.0,12078.0,126.0,4052169.0,42273.0,441.0,2336.0,156.0,2.0
1.0,157.0,3.0,6.0,2013.0,22.0,24649.0,471.0,942.0,316041.0,3454.0,9.0,18.0,6039.0,66.0,36.0,12078.0,132.0,4052169.0,44286.0,484.0,1487.0,157.0,3.0
1.0,158.0,4.0,6.0,2013.0,23.0,24964.0,632.0,948.0,318054.0,3634.0,16.0,24.0,8052.0,92.0,36.0,12078.0,138.0,4052169.0,46299.0,529.0,1025.0,158.0,4.0
1.0,159.0,5.0,6.0,2013.0,24.0,25281.0,795.0,954.0,320067.0,3816.0,25.0,30.0,10065.0,120.0,36.0,12078.0,144.0,4052169.0,48312.0,576.0,1659.0,159.0,5.0
1.0,160.0,6.0,6.0,2013.0,25.0,25600.0,960.0,960.0,322080.0,4000.0,36.0,36.0,12078.0,150.0,36.0,12078.0,150.0,4052169.0,50325.0,625.0,183.0,160.0,6.0
1.0,161.0,1.0,6.0,2013.0,27.0,25921.0,161.0,966.0,324093.0,4347.0,1.0,6.0,2013.0,27.0,36.0,12078.0,162.0,4052169.0,54351.0,729.0,1819.0,161.0,1.0
1.0,162.0,2.0,6.0,2013.0,28.0,26244.0,324.0,972.0,326106.0,4536.0,4.0,12.0,4026.0,56.0,36.0,12078.0,168.0,4052169.0,56364.0,784.0,1781.0,162.0,2.0
1.0,163.0,3.0,6.0,2013.0,29.0,26569.0,489.0,978.0,328119.0,4727.0,9.0,18.0,6039.0,87.0,36.0,12078.0,174.0,4052169.0,58377.0,841.0,1924.0,163.0,3.0
1.0,164.0,4.0,6.0,2013.0,30.0,26896.0,656.0,984.0,330132.0,4920.0,16.0,24.0,8052.0,120.0,36.0,12078.0,180.0,4052169.0,60390.0,900.0,1256.0,164.0,4.0
1.0,165.0,5.0,7.0,2013.0,1.0,27225.0,825.0,1155.0,332145.0,165.0,25.0,35.0,10065.0,5.0,49.0,14091.0,7.0,4052169.0,2013.0,1.0,1526.0,165.0,5.0
1.0,166.0,6.0,7.0,2013.0,2.0,27556.0,996.0,1162.0,334158.0,332.0,36.0,42.0,12078.0,12.0,49.0,14091.0,14.0,4052169.0,4026.0,4.0,108.0,166.0,6.0
1.0,167.0,7.0,7.0,2013.0,3.0,27889.0,1169.0,1169.0,336171.0,501.0,49.0,49.0,14091.0,21.0,49.0,14091.0,21.0,4052169.0,6039.0,9.0,14.0,167.0,7.0
1.0,168.0,1.0,7.0,2013.0,4.0,28224.0,168.0,1176.0,338184.0,672.0,1.0,7.0,2013.0,4.0,49.0,14091.0,28.0,4052169.0,8052.0,16.0,1804.0,168.0,1.0
1.0,169.0,2.0,7.0,2013.0,5.0,28561.0,338.0,1183.0,340197.0,845.0,4.0,14.0,4026.0,10.0,49.0,14091.0,35.0,4052169.0,10065.0,25.0,1615.0,169.0,2.0
1.0,170.0,3.0,7.0,2013.0,6.0,28900.0,510.0,1190.0,342210.0,1020.0,9.0,21.0,6039.0,18.0,49.0,14091.0,42.0,4052169.0,12078.0,36.0,1558.0,170.0,3.0
1.0,171.0,4.0,7.0,2013.0,7.0,29241.0,684.0,1197.0,344223.0,1197.0,16.0,28.0,8052.0,28.0,49.0,14091.0,49.0,4052169.0,14091.0,49.0,810.0,171.0,4.0
1.0,172.0,5.0,7.0,2013.0,8.0,29584.0,860.0,1204.0,346236.0,1376.0,25.0,35.0,10065.0,40.0,49.0,14091.0,56.0,4052169.0,16104.0,64.0,1603.0,172.0,5.0
1.0,173.0,6.0,7.0,2013.0,9.0,29929.0,1038.0,1211.0,348249.0,1557.0,36.0,42.0,12078.0,54.0,49.0,14091.0,63.0,4052169.0,18117.0,81.0,94.0,173.0,6.0
1.0,174.0,7.0,7.0,2013.0,10.0,30276.0,1218.0,1218.0,350262.0,1740.0,49.0,49.0,14091.0,70.0,49.0,14091.0,70.0,4052169.0,20130.0,100.0,23.0,174.0,7.0
1.0,175.0,1.0,7.0,2013.0,11.0,30625.0,175.0,1225.0,352275.0,1925.0,1.0,7.0,2013.0,11.0,49.0,14091.0,77.0,4052169.0,22143.0,121.0,2141.0,175.0,1.0
1.0,176.0,2.0,7.0,2013.0,12.0,30976.0,352.0,1232.0,354288.0,2112.0,4.0,14.0,4026.0,24.0,49.0,14091.0,84.0,4052169.0,24156.0,144.0,1759.0,176.0,2.0
1.0,177.0,3.0,7.0,2013.0,13.0,31329.0,531.0,1239.0,356301.0,2301.0,9.0,21.0,6039.0,39.0,49.0,14091.0,91.0,4052169.0,26169.0,169.0,1506.0,177.0,3.0
1.0,178.0,4.0,7.0,2013.0,14.0,31684.0,712.0,1246.0,358314.0,2492.0,16.0,28.0,8052.0,56.0,49.0,14091.0,98.0,4052169.0,28182.0,196.0,1271.0,178.0,4.0
1.0,179.0,5.0,7.0,2013.0,15.0,32041.0,895.0,1253.0,360327.0,2685.0,25.0,35.0,10065.0,75.0,49.0,14091.0,105.0,4052169.0,30195.0,225.0,1633.0,179.0,5.0
1.0,180.0,6.0,7.0,2013.0,16.0,32400.0,1080.0,1260.0,362340.0,2880.0,36.0,42.0,12078.0,96.0,49.0,14091.0,112.0,4052169.0,32208.0,256.0,154.0,180.0,6.0
1.0,181.0,7.0,7.0,2013.0,17.0,32761.0,1267.0,1267.0,364353.0,3077.0,49.0,49.0,14091.0,119.0,49.0,14091.0,119.0,4052169.0,34221.0,289.0,14.0,181.0,7.0
1.0,182.0,1.0,7.0,2013.0,18.0,33124.0,182.0,1274.0,366366.0,3276.0,1.0,7.0,2013.0,18.0,49.0,14091.0,126.0,4052169.0,36234.0,324.0,2028.0,182.0,1.0
1.0,183.0,2.0,7.0,2013.0,19.0,33489.0,366.0,1281.0,368379.0,3477.0,4.0,14.0,4026.0,38.0,49.0,14091.0,133.0,4052169.0,38247.0,361.0,2033.0,183.0,2.0
1.0,184.0,3.0,7.0,2013.0,20.0,33856.0,552.0,1288.0,370392.0,3680.0,9.0,21.0,6039.0,60.0,49.0,14091.0,140.0,4052169.0,40260.0,400.0,1346.0,184.0,3.0
1.0,185.0,4.0,7.0,2013.0,21.0,34225.0,740.0,1295.0,372405.0,3885.0,16.0,28.0,8052.0,84.0,49.0,14091.0,147.0,4052169.0,42273.0,441.0,1031.0,185.0,4.0
1.0,186.0,5.0,7.0,2013.0,22.0,34596.0,930.0,1302.0,374418.0,4092.0,25.0,35.0,10065.0,110.0,49.0,14091.0,154.0,4052169.0,44286.0,484.0,1290.0,186.0,5.0
1.0,187.0,6.0,7.0,2013.0,23.0,34969.0,1122.0,1309.0,376431.0,4301.0,36.0,42.0,12078.0,138.0,49.0,14091.0,161.0,4052169.0,46299.0,529.0,42.0,187.0,6.0
1.0,188.0,1.0,7.0,2013.0,25.0,35344.0,188.0,1316.0,378444.0,4700.0,1.0,7.0,2013.0,25.0,49.0,14091.0,175.0,4052169.0,50325.0,625.0,1961.0,188.0,1.0
1.0,189.0,2.0,7.0,2013.0,26.0,35721.0,378.0,1323.0,380457.0,4914.0,4.0,14.0,4026.0,52.0,49.0,14091.0,182.0,4052169.0,52338.0,676.0,1751.0,189.0,2.0
1.0,190.0,3.0,7.0,2013.0,27.0,36100.0,570.0,1330.0,382470.0,5130.0,9.0,21.0,6039.0,81.0,49.0,14091.0,189.0,4052169.0,54351.0,729.0,1505.0,190.0,3.0
1.0,191.0,4.0,7.0,2013.0,28.0,36481.0,764.0,1337.0,384483.0,5348.0,16.0,28.0,8052.0,112.0,49.0,14091.0,196.0,4052169.0,56364.0,784.0,1477.0,191.0,4.0
1.0,192.0,5.0,7.0,2013.0,29.0,36864.0,960.0,1344.0,386496.0,5568.0,25.0,35.0,10065.0,145.0,49.0,14091.0,203.0,4052169.0,58377.0,841.0,1892.0,192.0,5.0
1.0,193.0,6.0,7.0,2013.0,30.0,37249.0,1158.0,1351.0,388509.0,5790.0,36.0,42.0,12078.0,180.0,49.0,14091.0,210.0,4052169.0,60390.0,900.0,81.0,193.0,6.0
1.0,194.0,1.0,8.0,2013.0,1.0,37636.0,194.0,1552.0,390522.0,194.0,1.0,8.0,2013.0,1.0,64.0,16104.0,8.0,4052169.0,2013.0,1.0,2100.0,194.0,1.0
1.0,195.0,2.0,8.0,2013.0,2.0,38025.0,390.0,1560.0,392535.0,390.0,4.0,16.0,4026.0,4.0,64.0,16104.0,16.0,4052169.0,4026.0,4.0,1905.0,195.0,2.0
1.0,196.0,3.0,8.0,2013.0,3.0,38416.0,588.0,1568.0,394548.0,588.0,9.0,24.0,6039.0,9.0,64.0,16104.0,24.0,4052169.0,6039.0,9.0,1682.0,196.0,3.0
1.0,197.0,4.0,8.0,2013.0,4.0,38809.0,788.0,1576.0,396561.0,788.0,16.0,32.0,8052.0,16.0,64.0,16104.0,32.0,4052169.0,8052.0,16.0,1370.0,197.0,4.0
1.0,198.0,5.0,8.0,2013.0,5.0,39204.0,990.0,1584.0,398574.0,990.0,25.0,40.0,10065.0,25.0,64.0,16104.0,40.0,4052169.0,10065.0,25.0,985.0,198.0,5.0
1.0,199.0,6.0,8.0,2013.0,6.0,39601.0,1194.0,1592.0,400587.0,1194.0,36.0,48.0,12078.0,36.0,64.0,16104.0,48.0,4052169.0,12078.0,36.0,27.0,199.0,6.0
1.0,200.0,1.0,8.0,2013.0,8.0,40000.0,200.0,1600.0,402600.0,1600.0,1.0,8.0,2013.0,8.0,64.0,16104.0,64.0,4052169.0,16104.0,64.0,1804.0,200.0,1.0
1.0,201.0,2.0,8.0,2013.0,9.0,40401.0,402.0,1608.0,404613.0,1809.0,4.0,16.0,4026.0,18.0,64.0,16104.0,72.0,4052169.0,18117.0,81.0,1760.0,201.0,2.0
1.0,202.0,3.0,8.0,2013.0,10.0,40804.0,606.0,1616.0,406626.0,2020.0,9.0,24.0,6039.0,30.0,64.0,16104.0,80.0,4052169.0,20130.0,100.0,1951.0,202.0,3.0
1.0,203.0,4.0,8.0,2013.0,11.0,41209.0,812.0,1624.0,408639.0,2233.0,16.0,32.0,8052.0,44.0,64.0,16104.0,88.0,4052169.0,22143.0,121.0,1058.0,203.0,4.0
1.0,204.0,5.0,8.0,2013.0,12.0,41616.0,1020.0,1632.0,410652.0,2448.0,25.0,40.0,10065.0,60.0,64.0,16104.0,96.0,4052169.0,24156.0,144.0,1150.0,204.0,5.0
1.0,205.0,6.0,8.0,2013.0,13.0,42025.0,1230.0,1640.0,412665.0,2665.0,36.0,48.0,12078.0,78.0,64.0,16104.0,104.0,4052169.0,26169.0,169.0,363.0,205.0,6.0
1.0,206.0,1.0,8.0,2013.0,15.0,42436.0,206.0,1648.0,414678.0,3090.0,1.0,8.0,2013.0,15.0,64.0,16104.0,120.0,4052169.0,30195.0,225.0,2765.0,206.0,1.0
1.0,207.0,2.0,8.0,2013.0,16.0,42849.0,414.0,1656.0,416691.0,3312.0,4.0,16.0,4026.0,32.0,64.0,16104.0,128.0,4052169.0,32208.0,256.0,2281.0,207.0,2.0
1.0,208.0,3.0,8.0,2013.0,17.0,43264.0,624.0,1664.0,418704.0,3536.0,9.0,24.0,6039.0,51.0,64.0,16104.0,136.0,4052169.0,34221.0,289.0,1064.0,208.0,3.0
1.0,209.0,4.0,8.0,2013.0,18.0,43681.0,836.0,1672.0,420717.0,3762.0,16.0,32.0,8052.0,72.0,64.0,16104.0,144.0,4052169.0,36234.0,324.0,1438.0,209.0,4.0
1.0,210.0,5.0,8.0,2013.0,19.0,44100.0,1050.0,1680.0,422730.0,3990.0,25.0,40.0,10065.0,95.0,64.0,16104.0,152.0,4052169.0,38247.0,361.0,1698.0,210.0,5.0
1.0,211.0,6.0,8.0,2013.0,20.0,44521.0,1266.0,1688.0,424743.0,4220.0,36.0,48.0,12078.0,120.0,64.0,16104.0,160.0,4052169.0,40260.0,400.0,122.0,211.0,6.0
1.0,212.0,7.0,8.0,2013.0,21.0,44944.0,1484.0,1696.0,426756.0,4452.0,49.0,56.0,14091.0,147.0,64.0,16104.0,168.0,4052169.0,42273.0,441.0,14.0,212.0,7.0
1.0,213.0,1.0,8.0,2013.0,22.0,45369.0,213.0,1704.0,428769.0,4686.0,1.0,8.0,2013.0,22.0,64.0,16104.0,176.0,4052169.0,44286.0,484.0,2106.0,213.0,1.0
1.0,214.0,2.0,8.0,2013.0,23.0,45796.0,428.0,1712.0,430782.0,4922.0,4.0,16.0,4026.0,46.0,64.0,16104.0,184.0,4052169.0,46299.0,529.0,1811.0,214.0,2.0
1.0,215.0,3.0,8.0,2013.0,24.0,46225.0,645.0,1720.0,432795.0,5160.0,9.0,24.0,6039.0,72.0,64.0,16104.0,192.0,4052169.0,48312.0,576.0,1751.0,215.0,3.0
1.0,216.0,4.0,8.0,2013.0,25.0,46656.0,864.0,1728.0,434808.0,5400.0,16.0,32.0,8052.0,100.0,64.0,16104.0,200.0,4052169.0,50325.0,625.0,1433.0,216.0,4.0
1.0,217.0,5.0,8.0,2013.0,26.0,47089.0,1085.0,1736.0,436821.0,5642.0,25.0,40.0,10065.0,130.0,64.0,16104.0,208.0,4052169.0,52338.0,676.0,1034.0,217.0,5.0
1.0,218.0,6.0,8.0,2013.0,27.0,47524.0,1308.0,1744.0,438834.0,5886.0,36.0,48.0,12078.0,162.0,64.0,16104.0,216.0,4052169.0,54351.0,729.0,73.0,218.0,6.0
1.0,219.0,7.0,8.0,2013.0,28.0,47961.0,1533.0,1752.0,440847.0,6132.0,49.0,56.0,14091.0,196.0,64.0,16104.0,224.0,4052169.0,56364.0,784.0,26.0,219.0,7.0
1.0,220.0,1.0,8.0,2013.0,29.0,48400.0,220.0,1760.0,442860.0,6380.0,1.0,8.0,2013.0,29.0,64.0,16104.0,232.0,4052169.0,58377.0,841.0,1775.0,220.0,1.0
1.0,221.0,2.0,8.0,2013.0,30.0,48841.0,442.0,1768.0,444873.0,6630.0,4.0,16.0,4026.0,60.0,64.0,16104.0,240.0,4052169.0,60390.0,900.0,2032.0,221.0,2.0
1.0,222.0,3.0,8.0,2013.0,31.0,49284.0,666.0,1776.0,446886.0,6882.0,9.0,24.0,6039.0,93.0,64.0,16104.0,248.0,4052169.0,62403.0,961.0,1607.0,222.0,3.0
1.0,223.0,4.0,9.0,2013.0,1.0,49729.0,892.0,2007.0,448899.0,223.0,16.0,36.0,8052.0,4.0,81.0,18117.0,9.0,4052169.0,2013.0,1.0,861.0,223.0,4.0
1.0,224.0,5.0,9.0,2013.0,2.0,50176.0,1120.0,2016.0,450912.0,448.0,25.0,45.0,10065.0,10.0,81.0,18117.0,18.0,4052169.0,4026.0,4.0,1534.0,224.0,5.0
1.0,225.0,6.0,9.0,2013.0,3.0,50625.0,1350.0,2025.0,452925.0,675.0,36.0,54.0,12078.0,18.0,81.0,18117.0,27.0,4052169.0,6039.0,9.0,371.0,225.0,6.0
1.0,226.0,1.0,9.0,2013.0,5.0,51076.0,226.0,2034.0,454938.0,1130.0,1.0,9.0,2013.0,5.0,81.0,18117.0,45.0,4052169.0,10065.0,25.0,1794.0,226.0,1.0
1.0,227.0,2.0,9.0,2013.0,6.0,51529.0,454.0,2043.0,456951.0,1362.0,4.0,18.0,4026.0,12.0,81.0,18117.0,54.0,4052169.0,12078.0,36.0,1965.0,227.0,2.0
1.0,228.0,3.0,9.0,2013.0,7.0,51984.0,684.0,2052.0,458964.0,1596.0,9.0,27.0,6039.0,21.0,81.0,18117.0,63.0,4052169.0,14091.0,49.0,1408.0,228.0,3.0
1.0,229.0,4.0,9.0,2013.0,8.0,52441.0,916.0,2061.0,460977.0,1832.0,16.0,36.0,8052.0,32.0,81.0,18117.0,72.0,4052169.0,16104.0,64.0,1762.0,229.0,4.0
1.0,230.0,5.0,9.0,2013.0,9.0,52900.0,1150.0,2070.0,462990.0,2070.0,25.0,45.0,10065.0,45.0,81.0,18117.0,81.0,4052169.0,18117.0,81.0,1329.0,230.0,5.0
1.0,231.0,6.0,9.0,2013.0,10.0,53361.0,1386.0,2079.0,465003.0,2310.0,36.0,54.0,12078.0,60.0,81.0,18117.0,90.0,4052169.0,20130.0,100.0,188.0,231.0,6.0
1.0,232.0,1.0,9.0,2013.0,12.0,53824.0,232.0,2088.0,467016.0,2784.0,1.0,9.0,2013.0,12.0,81.0,18117.0,108.0,4052169.0,24156.0,144.0,2288.0,232.0,1.0
1.0,233.0,2.0,9.0,2013.0,13.0,54289.0,466.0,2097.0,469029.0,3029.0,4.0,18.0,4026.0,26.0,81.0,18117.0,117.0,4052169.0,26169.0,169.0,1900.0,233.0,2.0
1.0,234.0,3.0,9.0,2013.0,14.0,54756.0,702.0,2106.0,471042.0,3276.0,9.0,27.0,6039.0,42.0,81.0,18117.0,126.0,4052169.0,28182.0,196.0,2101.0,234.0,3.0
1.0,235.0,4.0,9.0,2013.0,15.0,55225.0,940.0,2115.0,473055.0,3525.0,16.0,36.0,8052.0,60.0,81.0,18117.0,135.0,4052169.0,30195.0,225.0,48.0,235.0,4.0
1.0,236.0,5.0,9.0,2013.0,16.0,55696.0,1180.0,2124.0,475068.0,3776.0,25.0,45.0,10065.0,80.0,81.0,18117.0,144.0,4052169.0,32208.0,256.0,13.0,236.0,5.0
1.0,237.0,7.0,9.0,2013.0,17.0,56169.0,1659.0,2133.0,477081.0,4029.0,49.0,63.0,14091.0,119.0,81.0,18117.0,153.0,4052169.0,34221.0,289.0,2933.0,237.0,7.0
1.0,238.0,1.0,9.0,2013.0,18.0,56644.0,238.0,2142.0,479094.0,4284.0,1.0,9.0,2013.0,18.0,81.0,18117.0,162.0,4052169.0,36234.0,324.0,2330.0,238.0,1.0
1.0,239.0,2.0,9.0,2013.0,19.0,57121.0,478.0,2151.0,481107.0,4541.0,4.0,18.0,4026.0,38.0,81.0,18117.0,171.0,4052169.0,38247.0,361.0,2483.0,239.0,2.0
1.0,240.0,3.0,9.0,2013.0,20.0,57600.0,720.0,2160.0,483120.0,4800.0,9.0,27.0,6039.0,60.0,81.0,18117.0,180.0,4052169.0,40260.0,400.0,1949.0,240.0,3.0
1.0,241.0,4.0,9.0,2013.0,21.0,58081.0,964.0,2169.0,485133.0,5061.0,16.0,36.0,8052.0,84.0,81.0,18117.0,189.0,4052169.0,42273.0,441.0,1898.0,241.0,4.0
1.0,242.0,5.0,9.0,2013.0,22.0,58564.0,1210.0,2178.0,487146.0,5324.0,25.0,45.0,10065.0,110.0,81.0,18117.0,198.0,4052169.0,44286.0,484.0,2025.0,242.0,5.0
1.0,243.0,6.0,9.0,2013.0,23.0,59049.0,1458.0,2187.0,489159.0,5589.0,36.0,54.0,12078.0,138.0,81.0,18117.0,207.0,4052169.0,46299.0,529.0,243.0,243.0,6.0
1.0,244.0,7.0,9.0,2013.0,24.0,59536.0,1708.0,2196.0,491172.0,5856.0,49.0,63.0,14091.0,168.0,81.0,18117.0,216.0,4052169.0,48312.0,576.0,2876.0,244.0,7.0
1.0,245.0,1.0,9.0,2013.0,25.0,60025.0,245.0,2205.0,493185.0,6125.0,1.0,9.0,2013.0,25.0,81.0,18117.0,225.0,4052169.0,50325.0,625.0,2172.0,245.0,1.0
1.0,246.0,3.0,9.0,2013.0,26.0,60516.0,738.0,2214.0,495198.0,6396.0,9.0,27.0,6039.0,78.0,81.0,18117.0,234.0,4052169.0,52338.0,676.0,117.0,246.0,3.0
1.0,247.0,5.0,9.0,2013.0,27.0,61009.0,1235.0,2223.0,497211.0,6669.0,25.0,45.0,10065.0,135.0,81.0,18117.0,243.0,4052169.0,54351.0,729.0,17.0,247.0,5.0
1.0,248.0,6.0,9.0,2013.0,28.0,61504.0,1488.0,2232.0,499224.0,6944.0,36.0,54.0,12078.0,168.0,81.0,18117.0,252.0,4052169.0,56364.0,784.0,16.0,248.0,6.0
1.0,249.0,7.0,9.0,2013.0,29.0,62001.0,1743.0,2241.0,501237.0,7221.0,49.0,63.0,14091.0,203.0,81.0,18117.0,261.0,4052169.0,58377.0,841.0,19.0,249.0,7.0
1.0,250.0,2.0,10.0,2013.0,1.0,62500.0,500.0,2500.0,503250.0,250.0,4.0,20.0,4026.0,2.0,100.0,20130.0,10.0,4052169.0,2013.0,1.0,4723.0,250.0,2.0
1.0,251.0,3.0,10.0,2013.0,2.0,63001.0,753.0,2510.0,505263.0,502.0,9.0,30.0,6039.0,6.0,100.0,20130.0,20.0,4052169.0,4026.0,4.0,2681.0,251.0,3.0
1.0,252.0,4.0,10.0,2013.0,3.0,63504.0,1008.0,2520.0,507276.0,756.0,16.0,40.0,8052.0,12.0,100.0,20130.0,30.0,4052169.0,6039.0,9.0,1876.0,252.0,4.0
1.0,253.0,5.0,10.0,2013.0,4.0,64009.0,1265.0,2530.0,509289.0,1012.0,25.0,50.0,10065.0,20.0,100.0,20130.0,40.0,4052169.0,8052.0,16.0,1339.0,253.0,5.0
1.0,254.0,6.0,10.0,2013.0,5.0,64516.0,1524.0,2540.0,511302.0,1270.0,36.0,60.0,12078.0,30.0,100.0,20130.0,50.0,4052169.0,10065.0,25.0,1414.0,254.0,6.0
1.0,255.0,7.0,10.0,2013.0,6.0,65025.0,1785.0,2550.0,513315.0,1530.0,49.0,70.0,14091.0,42.0,100.0,20130.0,60.0,4052169.0,12078.0,36.0,19.0,255.0,7.0
1.0,256.0,1.0,10.0,2013.0,7.0,65536.0,256.0,2560.0,515328.0,1792.0,1.0,10.0,2013.0,7.0,100.0,20130.0,70.0,4052169.0,14091.0,49.0,2250.0,256.0,1.0
1.0,257.0,2.0,10.0,2013.0,8.0,66049.0,514.0,2570.0,517341.0,2056.0,4.0,20.0,4026.0,16.0,100.0,20130.0,80.0,4052169.0,16104.0,64.0,2669.0,257.0,2.0
1.0,258.0,3.0,10.0,2013.0,9.0,66564.0,774.0,2580.0,519354.0,2322.0,9.0,30.0,6039.0,27.0,100.0,20130.0,90.0,4052169.0,18117.0,81.0,2540.0,258.0,3.0
1.0,259.0,4.0,10.0,2013.0,10.0,67081.0,1036.0,2590.0,521367.0,2590.0,16.0,40.0,8052.0,40.0,100.0,20130.0,100.0,4052169.0,20130.0,100.0,997.0,259.0,4.0
1.0,260.0,5.0,10.0,2013.0,11.0,67600.0,1300.0,2600.0,523380.0,2860.0,25.0,50.0,10065.0,55.0,100.0,20130.0,110.0,4052169.0,22143.0,121.0,1808.0,260.0,5.0
1.0,261.0,6.0,10.0,2013.0,12.0,68121.0,1566.0,2610.0,525393.0,3132.0,36.0,60.0,12078.0,72.0,100.0,20130.0,120.0,4052169.0,24156.0,144.0,171.0,261.0,6.0
1.0,262.0,1.0,10.0,2013.0,14.0,68644.0,262.0,2620.0,527406.0,3668.0,1.0,10.0,2013.0,14.0,100.0,20130.0,140.0,4052169.0,28182.0,196.0,1909.0,262.0,1.0
