0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,cnt,date,day_of_week
1.0,234.0,3.0,234.0,234.0,234.0,0.6685714285714286,54756.0,702.0,54756.0,54756.0,54756.0,156.44571428571433,9.0,702.0,702.0,702.0,2.005714285714286,54756.0,54756.0,54756.0,156.44571428571433,54756.0,54756.0,156.44571428571433,54756.0,156.44571428571433,0.4469877551020409,2101,234,3
1.0,235.0,4.0,235.0,235.0,235.0,0.6714285714285714,55225.0,940.0,55225.0,55225.0,55225.0,157.78571428571428,16.0,940.0,940.0,940.0,2.685714285714285,55225.0,55225.0,55225.0,157.78571428571428,55225.0,55225.0,157.78571428571428,55225.0,157.78571428571428,0.4508163265306122,48,235,4
1.0,236.0,5.0,236.0,236.0,236.0,0.6742857142857143,55696.0,1180.0,55696.0,55696.0,55696.0,159.13142857142856,25.0,1180.0,1180.0,1180.0,3.3714285714285714,55696.0,55696.0,55696.0,159.13142857142856,55696.0,55696.0,159.13142857142856,55696.0,159.13142857142856,0.4546612244897959,13,236,5
1.0,237.0,7.0,237.0,237.0,237.0,0.6771428571428572,56169.0,1659.0,56169.0,56169.0,56169.0,160.48285714285714,49.0,1659.0,1659.0,1659.0,4.74,56169.0,56169.0,56169.0,160.48285714285714,56169.0,56169.0,160.48285714285714,56169.0,160.48285714285714,0.4585224489795919,2933,237,7
1.0,238.0,1.0,238.0,238.0,238.0,0.68,56644.0,238.0,56644.0,56644.0,56644.0,161.84,1.0,238.0,238.0,238.0,0.68,56644.0,56644.0,56644.0,161.84,56644.0,56644.0,161.84,56644.0,161.84,0.4624000000000001,2330,238,1
1.0,239.0,2.0,239.0,239.0,239.0,0.6828571428571428,57121.0,478.0,57121.0,57121.0,57121.0,163.20285714285714,4.0,478.0,478.0,478.0,1.3657142857142857,57121.0,57121.0,57121.0,163.20285714285714,57121.0,57121.0,163.20285714285714,57121.0,163.20285714285714,0.4662938775510204,2483,239,2
1.0,240.0,3.0,240.0,240.0,240.0,0.6857142857142857,57600.0,720.0,57600.0,57600.0,57600.0,164.57142857142858,9.0,720.0,720.0,720.0,2.057142857142857,57600.0,57600.0,57600.0,164.57142857142858,57600.0,57600.0,164.57142857142858,57600.0,164.57142857142858,0.4702040816326531,1949,240,3
1.0,241.0,4.0,241.0,241.0,241.0,0.6885714285714286,58081.0,964.0,58081.0,58081.0,58081.0,165.94571428571433,16.0,964.0,964.0,964.0,2.7542857142857144,58081.0,58081.0,58081.0,165.94571428571433,58081.0,58081.0,165.94571428571433,58081.0,165.94571428571433,0.47413061224489794,1898,241,4
1.0,242.0,5.0,242.0,242.0,242.0,0.6914285714285714,58564.0,1210.0,58564.0,58564.0,58564.0,167.32571428571427,25.0,1210.0,1210.0,1210.0,3.457142857142857,58564.0,58564.0,58564.0,167.32571428571427,58564.0,58564.0,167.32571428571427,58564.0,167.32571428571427,0.4780734693877551,2025,242,5
1.0,243.0,6.0,243.0,243.0,243.0,0.6942857142857143,59049.0,1458.0,59049.0,59049.0,59049.0,168.71142857142857,36.0,1458.0,1458.0,1458.0,4.1657142857142855,59049.0,59049.0,59049.0,168.71142857142857,59049.0,59049.0,168.71142857142857,59049.0,168.71142857142857,0.4820326530612245,243,243,6
1.0,244.0,7.0,244.0,244.0,244.0,0.6971428571428572,59536.0,1708.0,59536.0,59536.0,59536.0,170.10285714285715,49.0,1708.0,1708.0,1708.0,4.88,59536.0,59536.0,59536.0,170.10285714285715,59536.0,59536.0,170.10285714285715,59536.0,170.10285714285715,0.4860081632653062,2876,244,7
1.0,245.0,1.0,245.0,245.0,245.0,0.7,60025.0,245.0,60025.0,60025.0,60025.0,171.5,1.0,245.0,245.0,245.0,0.7,60025.0,60025.0,60025.0,171.5,60025.0,60025.0,171.5,60025.0,171.5,0.49,2172,245,1
1.0,246.0,3.0,246.0,246.0,246.0,0.7028571428571428,60516.0,738.0,60516.0,60516.0,60516.0,172.90285714285713,9.0,738.0,738.0,738.0,2.1085714285714285,60516.0,60516.0,60516.0,172.90285714285713,60516.0,60516.0,172.90285714285713,60516.0,172.90285714285713,0.4940081632653061,117,246,3
1.0,247.0,5.0,247.0,247.0,247.0,0.7057142857142857,61009.0,1235.0,61009.0,61009.0,61009.0,174.31142857142856,25.0,1235.0,1235.0,1235.0,3.5285714285714285,61009.0,61009.0,61009.0,174.31142857142856,61009.0,61009.0,174.31142857142856,61009.0,174.31142857142856,0.4980326530612245,17,247,5
1.0,248.0,6.0,248.0,248.0,248.0,0.7085714285714285,61504.0,1488.0,61504.0,61504.0,61504.0,175.72571428571428,36.0,1488.0,1488.0,1488.0,4.251428571428572,61504.0,61504.0,61504.0,175.72571428571428,61504.0,61504.0,175.72571428571428,61504.0,175.72571428571428,0.502073469387755,16,248,6
1.0,249.0,7.0,249.0,249.0,249.0,0.7114285714285714,62001.0,1743.0,62001.0,62001.0,62001.0,177.1457142857143,49.0,1743.0,1743.0,1743.0,4.98,62001.0,62001.0,62001.0,177.1457142857143,62001.0,62001.0,177.1457142857143,62001.0,177.1457142857143,0.506130612244898,19,249,7
1.0,250.0,2.0,250.0,250.0,250.0,0.7142857142857143,62500.0,500.0,62500.0,62500.0,62500.0,178.5714285714286,4.0,500.0,500.0,500.0,1.4285714285714286,62500.0,62500.0,62500.0,178.5714285714286,62500.0,62500.0,178.5714285714286,62500.0,178.5714285714286,0.5102040816326531,4723,250,2
1.0,251.0,3.0,251.0,251.0,251.0,0.7171428571428572,63001.0,753.0,63001.0,63001.0,63001.0,180.00285714285718,9.0,753.0,753.0,753.0,2.151428571428572,63001.0,63001.0,63001.0,180.00285714285718,63001.0,63001.0,180.00285714285718,63001.0,180.00285714285718,0.5142938775510205,2681,251,3
1.0,252.0,4.0,252.0,252.0,252.0,0.72,63504.0,1008.0,63504.0,63504.0,63504.0,181.44,16.0,1008.0,1008.0,1008.0,2.88,63504.0,63504.0,63504.0,181.44,63504.0,63504.0,181.44,63504.0,181.44,0.5184,1876,252,4
1.0,253.0,5.0,253.0,253.0,253.0,0.7228571428571429,64009.0,1265.0,64009.0,64009.0,64009.0,182.88285714285718,25.0,1265.0,1265.0,1265.0,3.6142857142857134,64009.0,64009.0,64009.0,182.88285714285718,64009.0,64009.0,182.88285714285718,64009.0,182.88285714285718,0.5225224489795919,1339,253,5
1.0,254.0,6.0,254.0,254.0,254.0,0.7257142857142858,64516.0,1524.0,64516.0,64516.0,64516.0,184.33142857142857,36.0,1524.0,1524.0,1524.0,4.354285714285714,64516.0,64516.0,64516.0,184.33142857142857,64516.0,64516.0,184.33142857142857,64516.0,184.33142857142857,0.526661224489796,1414,254,6
1.0,255.0,7.0,255.0,255.0,255.0,0.7285714285714285,65025.0,1785.0,65025.0,65025.0,65025.0,185.78571428571428,49.0,1785.0,1785.0,1785.0,5.1,65025.0,65025.0,65025.0,185.78571428571428,65025.0,65025.0,185.78571428571428,65025.0,185.78571428571428,0.5308163265306122,19,255,7
1.0,256.0,1.0,256.0,256.0,256.0,0.7314285714285714,65536.0,256.0,65536.0,65536.0,65536.0,187.24571428571426,1.0,256.0,256.0,256.0,0.7314285714285714,65536.0,65536.0,65536.0,187.24571428571426,65536.0,65536.0,187.24571428571426,65536.0,187.24571428571426,0.5349877551020408,2250,256,1
1.0,257.0,2.0,257.0,257.0,257.0,0.7342857142857143,66049.0,514.0,66049.0,66049.0,66049.0,188.71142857142857,4.0,514.0,514.0,514.0,1.4685714285714286,66049.0,66049.0,66049.0,188.71142857142857,66049.0,66049.0,188.71142857142857,66049.0,188.71142857142857,0.5391755102040817,2669,257,2
1.0,258.0,3.0,258.0,258.0,258.0,0.7371428571428571,66564.0,774.0,66564.0,66564.0,66564.0,190.18285714285716,9.0,774.0,774.0,774.0,2.2114285714285717,66564.0,66564.0,66564.0,190.18285714285716,66564.0,66564.0,190.18285714285716,66564.0,190.18285714285716,0.5433795918367347,2540,258,3
1.0,259.0,4.0,259.0,259.0,259.0,0.74,67081.0,1036.0,67081.0,67081.0,67081.0,191.66,16.0,1036.0,1036.0,1036.0,2.96,67081.0,67081.0,67081.0,191.66,67081.0,67081.0,191.66,67081.0,191.66,0.5476,997,259,4
1.0,260.0,5.0,260.0,260.0,260.0,0.7428571428571429,67600.0,1300.0,67600.0,67600.0,67600.0,193.14285714285717,25.0,1300.0,1300.0,1300.0,3.7142857142857135,67600.0,67600.0,67600.0,193.14285714285717,67600.0,67600.0,193.14285714285717,67600.0,193.14285714285717,0.5518367346938776,1808,260,5
1.0,261.0,6.0,261.0,261.0,261.0,0.7457142857142857,68121.0,1566.0,68121.0,68121.0,68121.0,194.63142857142856,36.0,1566.0,1566.0,1566.0,4.474285714285714,68121.0,68121.0,68121.0,194.63142857142856,68121.0,68121.0,194.63142857142856,68121.0,194.63142857142856,0.5560897959183673,171,261,6
1.0,262.0,1.0,262.0,262.0,262.0,0.7485714285714286,68644.0,262.0,68644.0,68644.0,68644.0,196.12571428571425,1.0,262.0,262.0,262.0,0.7485714285714286,68644.0,68644.0,68644.0,196.12571428571425,68644.0,68644.0,196.12571428571425,68644.0,196.12571428571425,0.5603591836734694,1909,262,1
1.0,263.0,2.0,263.0,263.0,263.0,0.7514285714285714,69169.0,526.0,69169.0,69169.0,69169.0,197.62571428571425,4.0,526.0,526.0,526.0,1.502857142857143,69169.0,69169.0,69169.0,197.62571428571425,69169.0,69169.0,197.62571428571425,69169.0,197.62571428571425,0.5646448979591837,2541,263,2
1.0,264.0,3.0,264.0,264.0,264.0,0.7542857142857143,69696.0,792.0,69696.0,69696.0,69696.0,199.13142857142861,9.0,792.0,792.0,792.0,2.262857142857143,69696.0,69696.0,69696.0,199.13142857142861,69696.0,69696.0,199.13142857142861,69696.0,199.13142857142861,0.5689469387755103,1722,264,3
1.0,265.0,4.0,265.0,265.0,265.0,0.7571428571428571,70225.0,1060.0,70225.0,70225.0,70225.0,200.64285714285717,16.0,1060.0,1060.0,1060.0,3.0285714285714285,70225.0,70225.0,70225.0,200.64285714285717,70225.0,70225.0,200.64285714285717,70225.0,200.64285714285717,0.573265306122449,1606,265,4
1.0,266.0,5.0,266.0,266.0,266.0,0.76,70756.0,1330.0,70756.0,70756.0,70756.0,202.16,25.0,1330.0,1330.0,1330.0,3.8,70756.0,70756.0,70756.0,202.16,70756.0,70756.0,202.16,70756.0,202.16,0.5776,1664,266,5
1.0,267.0,6.0,267.0,267.0,267.0,0.7628571428571429,71289.0,1602.0,71289.0,71289.0,71289.0,203.68285714285716,36.0,1602.0,1602.0,1602.0,4.5771428571428565,71289.0,71289.0,71289.0,203.68285714285716,71289.0,71289.0,203.68285714285716,71289.0,203.68285714285716,0.5819510204081634,192,267,6
1.0,268.0,1.0,268.0,268.0,268.0,0.7657142857142857,71824.0,268.0,71824.0,71824.0,71824.0,205.21142857142857,1.0,268.0,268.0,268.0,0.7657142857142857,71824.0,71824.0,71824.0,205.21142857142857,71824.0,71824.0,205.21142857142857,71824.0,205.21142857142857,0.5863183673469388,2436,268,1
1.0,269.0,2.0,269.0,269.0,269.0,0.7685714285714286,72361.0,538.0,72361.0,72361.0,72361.0,206.74571428571426,4.0,538.0,538.0,538.0,1.5371428571428571,72361.0,72361.0,72361.0,206.74571428571426,72361.0,72361.0,206.74571428571426,72361.0,206.74571428571426,0.5907020408163265,2077,269,2
1.0,270.0,3.0,270.0,270.0,270.0,0.7714285714285715,72900.0,810.0,72900.0,72900.0,72900.0,208.2857142857143,9.0,810.0,810.0,810.0,2.3142857142857145,72900.0,72900.0,72900.0,208.2857142857143,72900.0,72900.0,208.2857142857143,72900.0,208.2857142857143,0.5951020408163266,1789,270,3
1.0,271.0,4.0,271.0,271.0,271.0,0.7742857142857142,73441.0,1084.0,73441.0,73441.0,73441.0,209.83142857142852,16.0,1084.0,1084.0,1084.0,3.0971428571428565,73441.0,73441.0,73441.0,209.83142857142852,73441.0,73441.0,209.83142857142852,73441.0,209.83142857142852,0.5995183673469388,1321,271,4
1.0,272.0,5.0,272.0,272.0,272.0,0.7771428571428571,73984.0,1360.0,73984.0,73984.0,73984.0,211.38285714285718,25.0,1360.0,1360.0,1360.0,3.8857142857142857,73984.0,73984.0,73984.0,211.38285714285718,73984.0,73984.0,211.38285714285718,73984.0,211.38285714285718,0.6039510204081633,1714,272,5
1.0,273.0,6.0,273.0,273.0,273.0,0.78,74529.0,1638.0,74529.0,74529.0,74529.0,212.94,36.0,1638.0,1638.0,1638.0,4.68,74529.0,74529.0,74529.0,212.94,74529.0,74529.0,212.94,74529.0,212.94,0.6084,129,273,6
1.0,274.0,1.0,274.0,274.0,274.0,0.7828571428571428,75076.0,274.0,75076.0,75076.0,75076.0,214.50285714285712,1.0,274.0,274.0,274.0,0.7828571428571428,75076.0,75076.0,75076.0,214.50285714285712,75076.0,75076.0,214.50285714285712,75076.0,214.50285714285712,0.6128653061224489,2059,274,1
1.0,275.0,2.0,275.0,275.0,275.0,0.7857142857142857,75625.0,550.0,75625.0,75625.0,75625.0,216.07142857142856,4.0,550.0,550.0,550.0,1.5714285714285714,75625.0,75625.0,75625.0,216.07142857142856,75625.0,75625.0,216.07142857142856,75625.0,216.07142857142856,0.6173469387755102,1849,275,2
1.0,276.0,3.0,276.0,276.0,276.0,0.7885714285714286,76176.0,828.0,76176.0,76176.0,76176.0,217.6457142857143,9.0,828.0,828.0,828.0,2.3657142857142857,76176.0,76176.0,76176.0,217.6457142857143,76176.0,76176.0,217.6457142857143,76176.0,217.6457142857143,0.6218448979591837,1631,276,3
1.0,277.0,4.0,277.0,277.0,277.0,0.7914285714285715,76729.0,1108.0,76729.0,76729.0,76729.0,219.2257142857143,16.0,1108.0,1108.0,1108.0,3.165714285714286,76729.0,76729.0,76729.0,219.2257142857143,76729.0,76729.0,219.2257142857143,76729.0,219.2257142857143,0.6263591836734694,1197,277,4
1.0,278.0,5.0,278.0,278.0,278.0,0.7942857142857143,77284.0,1390.0,77284.0,77284.0,77284.0,220.81142857142856,25.0,1390.0,1390.0,1390.0,3.971428571428572,77284.0,77284.0,77284.0,220.81142857142856,77284.0,77284.0,220.81142857142856,77284.0,220.81142857142856,0.6308897959183674,2099,278,5
1.0,279.0,6.0,279.0,279.0,279.0,0.7971428571428572,77841.0,1674.0,77841.0,77841.0,77841.0,222.40285714285716,36.0,1674.0,1674.0,1674.0,4.782857142857143,77841.0,77841.0,77841.0,222.40285714285716,77841.0,77841.0,222.40285714285716,77841.0,222.40285714285716,0.6354367346938775,206,279,6
1.0,280.0,1.0,280.0,280.0,280.0,0.8,78400.0,280.0,78400.0,78400.0,78400.0,224.0,1.0,280.0,280.0,280.0,0.8,78400.0,78400.0,78400.0,224.0,78400.0,78400.0,224.0,78400.0,224.0,0.6400000000000001,1712,280,1
1.0,281.0,2.0,281.0,281.0,281.0,0.8028571428571428,78961.0,562.0,78961.0,78961.0,78961.0,225.60285714285718,4.0,562.0,562.0,562.0,1.6057142857142856,78961.0,78961.0,78961.0,225.60285714285718,78961.0,78961.0,225.60285714285718,78961.0,225.60285714285718,0.6445795918367346,2338,281,2
1.0,282.0,3.0,282.0,282.0,282.0,0.8057142857142857,79524.0,846.0,79524.0,79524.0,79524.0,227.21142857142857,9.0,846.0,846.0,846.0,2.4171428571428573,79524.0,79524.0,79524.0,227.21142857142857,79524.0,79524.0,227.21142857142857,79524.0,227.21142857142857,0.6491755102040816,2103,282,3
1.0,283.0,4.0,283.0,283.0,283.0,0.8085714285714286,80089.0,1132.0,80089.0,80089.0,80089.0,228.8257142857143,16.0,1132.0,1132.0,1132.0,3.2342857142857144,80089.0,80089.0,80089.0,228.8257142857143,80089.0,80089.0,228.8257142857143,80089.0,228.8257142857143,0.6537877551020409,1130,283,4
1.0,284.0,5.0,284.0,284.0,284.0,0.8114285714285714,80656.0,1420.0,80656.0,80656.0,80656.0,230.44571428571427,25.0,1420.0,1420.0,1420.0,4.057142857142857,80656.0,80656.0,80656.0,230.44571428571427,80656.0,80656.0,230.44571428571427,80656.0,230.44571428571427,0.6584163265306122,1693,284,5
1.0,285.0,6.0,285.0,285.0,285.0,0.8142857142857143,81225.0,1710.0,81225.0,81225.0,81225.0,232.07142857142856,36.0,1710.0,1710.0,1710.0,4.885714285714286,81225.0,81225.0,81225.0,232.07142857142856,81225.0,81225.0,232.07142857142856,81225.0,232.07142857142856,0.6630612244897959,170,285,6
1.0,286.0,1.0,286.0,286.0,286.0,0.8171428571428572,81796.0,286.0,81796.0,81796.0,81796.0,233.70285714285717,1.0,286.0,286.0,286.0,0.8171428571428572,81796.0,81796.0,81796.0,233.70285714285717,81796.0,81796.0,233.70285714285717,81796.0,233.70285714285717,0.6677224489795919,2057,286,1
1.0,287.0,2.0,287.0,287.0,287.0,0.82,82369.0,574.0,82369.0,82369.0,82369.0,235.34,4.0,574.0,574.0,574.0,1.64,82369.0,82369.0,82369.0,235.34,82369.0,82369.0,235.34,82369.0,235.34,0.6723999999999999,2160,287,2
1.0,288.0,3.0,288.0,288.0,288.0,0.8228571428571428,82944.0,864.0,82944.0,82944.0,82944.0,236.98285714285717,9.0,864.0,864.0,864.0,2.4685714285714284,82944.0,82944.0,82944.0,236.98285714285717,82944.0,82944.0,236.98285714285717,82944.0,236.98285714285717,0.6770938775510204,1519,288,3
1.0,289.0,4.0,289.0,289.0,289.0,0.8257142857142857,83521.0,1156.0,83521.0,83521.0,83521.0,238.63142857142861,16.0,1156.0,1156.0,1156.0,3.3028571428571434,83521.0,83521.0,83521.0,238.63142857142861,83521.0,83521.0,238.63142857142861,83521.0,238.63142857142861,0.681804081632653,1357,289,4
1.0,290.0,5.0,290.0,290.0,290.0,0.8285714285714286,84100.0,1450.0,84100.0,84100.0,84100.0,240.2857142857143,25.0,1450.0,1450.0,1450.0,4.142857142857143,84100.0,84100.0,84100.0,240.2857142857143,84100.0,84100.0,240.2857142857143,84100.0,240.2857142857143,0.6865306122448981,1698,290,5
1.0,291.0,6.0,291.0,291.0,291.0,0.8314285714285714,84681.0,1746.0,84681.0,84681.0,84681.0,241.94571428571427,36.0,1746.0,1746.0,1746.0,4.9885714285714275,84681.0,84681.0,84681.0,241.94571428571427,84681.0,84681.0,241.94571428571427,84681.0,241.94571428571427,0.6912734693877549,192,291,6
1.0,292.0,7.0,292.0,292.0,292.0,0.8342857142857143,85264.0,2044.0,85264.0,85264.0,85264.0,243.61142857142858,49.0,2044.0,2044.0,2044.0,5.84,85264.0,85264.0,85264.0,243.61142857142858,85264.0,85264.0,243.61142857142858,85264.0,243.61142857142858,0.6960326530612245,22,292,7
1.0,293.0,1.0,293.0,293.0,293.0,0.8371428571428572,85849.0,293.0,85849.0,85849.0,85849.0,245.28285714285718,1.0,293.0,293.0,293.0,0.8371428571428572,85849.0,85849.0,85849.0,245.28285714285718,85849.0,85849.0,245.28285714285718,85849.0,245.28285714285718,0.7008081632653061,2118,293,1
1.0,294.0,2.0,294.0,294.0,294.0,0.84,86436.0,588.0,86436.0,86436.0,86436.0,246.96,4.0,588.0,588.0,588.0,1.68,86436.0,86436.0,86436.0,246.96,86436.0,86436.0,246.96,86436.0,246.96,0.7055999999999999,2170,294,2
1.0,295.0,3.0,295.0,295.0,295.0,0.8428571428571429,87025.0,885.0,87025.0,87025.0,87025.0,248.64285714285717,9.0,885.0,885.0,885.0,2.5285714285714285,87025.0,87025.0,87025.0,248.64285714285717,87025.0,87025.0,248.64285714285717,87025.0,248.64285714285717,0.7104081632653061,1681,295,3
1.0,296.0,4.0,296.0,296.0,296.0,0.8457142857142858,87616.0,1184.0,87616.0,87616.0,87616.0,250.33142857142857,16.0,1184.0,1184.0,1184.0,3.3828571428571435,87616.0,87616.0,87616.0,250.33142857142857,87616.0,87616.0,250.33142857142857,87616.0,250.33142857142857,0.7152326530612245,1454,296,4
1.0,297.0,5.0,297.0,297.0,297.0,0.8485714285714285,88209.0,1485.0,88209.0,88209.0,88209.0,252.02571428571432,25.0,1485.0,1485.0,1485.0,4.242857142857143,88209.0,88209.0,88209.0,252.02571428571432,88209.0,88209.0,252.02571428571432,88209.0,252.02571428571432,0.7200734693877551,1849,297,5
1.0,298.0,6.0,298.0,298.0,298.0,0.8514285714285714,88804.0,1788.0,88804.0,88804.0,88804.0,253.72571428571428,36.0,1788.0,1788.0,1788.0,5.1085714285714285,88804.0,88804.0,88804.0,253.72571428571428,88804.0,88804.0,253.72571428571428,88804.0,253.72571428571428,0.724930612244898,778,298,6
1.0,299.0,1.0,299.0,299.0,299.0,0.8542857142857143,89401.0,299.0,89401.0,89401.0,89401.0,255.43142857142857,1.0,299.0,299.0,299.0,0.8542857142857143,89401.0,89401.0,89401.0,255.43142857142857,89401.0,89401.0,255.43142857142857,89401.0,255.43142857142857,0.7298040816326531,2290,299,1
1.0,300.0,2.0,300.0,300.0,300.0,0.8571428571428571,90000.0,600.0,90000.0,90000.0,90000.0,257.1428571428571,4.0,600.0,600.0,600.0,1.7142857142857142,90000.0,90000.0,90000.0,257.1428571428571,90000.0,90000.0,257.1428571428571,90000.0,257.1428571428571,0.7346938775510203,2126,300,2
1.0,301.0,3.0,301.0,301.0,301.0,0.86,90601.0,903.0,90601.0,90601.0,90601.0,258.86,9.0,903.0,903.0,903.0,2.58,90601.0,90601.0,90601.0,258.86,90601.0,90601.0,258.86,90601.0,258.86,0.7395999999999999,2309,301,3
1.0,302.0,4.0,302.0,302.0,302.0,0.8628571428571429,91204.0,1208.0,91204.0,91204.0,91204.0,260.58285714285716,16.0,1208.0,1208.0,1208.0,3.4514285714285715,91204.0,91204.0,91204.0,260.58285714285716,91204.0,91204.0,260.58285714285716,91204.0,260.58285714285716,0.7445224489795919,1288,302,4
1.0,303.0,5.0,303.0,303.0,303.0,0.8657142857142858,91809.0,1515.0,91809.0,91809.0,91809.0,262.31142857142856,25.0,1515.0,1515.0,1515.0,4.328571428571428,91809.0,91809.0,91809.0,262.31142857142856,91809.0,91809.0,262.31142857142856,91809.0,262.31142857142856,0.7494612244897959,1654,303,5
1.0,304.0,6.0,304.0,304.0,304.0,0.8685714285714285,92416.0,1824.0,92416.0,92416.0,92416.0,264.04571428571427,36.0,1824.0,1824.0,1824.0,5.211428571428573,92416.0,92416.0,92416.0,264.04571428571427,92416.0,92416.0,264.04571428571427,92416.0,264.04571428571427,0.7544163265306122,377,304,6
1.0,305.0,1.0,305.0,305.0,305.0,0.8714285714285714,93025.0,305.0,93025.0,93025.0,93025.0,265.7857142857143,1.0,305.0,305.0,305.0,0.8714285714285714,93025.0,93025.0,93025.0,265.7857142857143,93025.0,93025.0,265.7857142857143,93025.0,265.7857142857143,0.7593877551020408,2026,305,1
1.0,306.0,2.0,306.0,306.0,306.0,0.8742857142857143,93636.0,612.0,93636.0,93636.0,93636.0,267.5314285714286,4.0,612.0,612.0,612.0,1.7485714285714289,93636.0,93636.0,93636.0,267.5314285714286,93636.0,93636.0,267.5314285714286,93636.0,267.5314285714286,0.7643755102040817,2002,306,2
1.0,307.0,3.0,307.0,307.0,307.0,0.8771428571428571,94249.0,921.0,94249.0,94249.0,94249.0,269.28285714285715,9.0,921.0,921.0,921.0,2.6314285714285712,94249.0,94249.0,94249.0,269.28285714285715,94249.0,94249.0,269.28285714285715,94249.0,269.28285714285715,0.7693795918367347,2739,307,3
1.0,308.0,4.0,308.0,308.0,308.0,0.88,94864.0,1232.0,94864.0,94864.0,94864.0,271.04,16.0,1232.0,1232.0,1232.0,3.52,94864.0,94864.0,94864.0,271.04,94864.0,94864.0,271.04,94864.0,271.04,0.7744,1726,308,4
1.0,309.0,5.0,309.0,309.0,309.0,0.8828571428571429,95481.0,1545.0,95481.0,95481.0,95481.0,272.8028571428572,25.0,1545.0,1545.0,1545.0,4.414285714285715,95481.0,95481.0,95481.0,272.8028571428572,95481.0,95481.0,272.8028571428572,95481.0,272.8028571428572,0.7794367346938776,1474,309,5
1.0,310.0,6.0,310.0,310.0,310.0,0.8857142857142857,96100.0,1860.0,96100.0,96100.0,96100.0,274.57142857142856,36.0,1860.0,1860.0,1860.0,5.314285714285714,96100.0,96100.0,96100.0,274.57142857142856,96100.0,96100.0,274.57142857142856,96100.0,274.57142857142856,0.7844897959183673,255,310,6
1.0,311.0,1.0,311.0,311.0,311.0,0.8885714285714286,96721.0,311.0,96721.0,96721.0,96721.0,276.3457142857143,1.0,311.0,311.0,311.0,0.8885714285714286,96721.0,96721.0,96721.0,276.3457142857143,96721.0,96721.0,276.3457142857143,96721.0,276.3457142857143,0.7895591836734693,2156,311,1
1.0,312.0,2.0,312.0,312.0,312.0,0.8914285714285715,97344.0,624.0,97344.0,97344.0,97344.0,278.1257142857143,4.0,624.0,624.0,624.0,1.782857142857143,97344.0,97344.0,97344.0,278.1257142857143,97344.0,97344.0,278.1257142857143,97344.0,278.1257142857143,0.7946448979591837,1680,312,2
1.0,313.0,3.0,313.0,313.0,313.0,0.8942857142857142,97969.0,939.0,97969.0,97969.0,97969.0,279.91142857142853,9.0,939.0,939.0,939.0,2.682857142857143,97969.0,97969.0,97969.0,279.91142857142853,97969.0,97969.0,279.91142857142853,97969.0,279.91142857142853,0.7997469387755102,1979,313,3
1.0,314.0,4.0,314.0,314.0,314.0,0.8971428571428571,98596.0,1256.0,98596.0,98596.0,98596.0,281.7028571428571,16.0,1256.0,1256.0,1256.0,3.5885714285714285,98596.0,98596.0,98596.0,281.7028571428571,98596.0,98596.0,281.7028571428571,98596.0,281.7028571428571,0.804865306122449,1207,314,4
1.0,315.0,5.0,315.0,315.0,315.0,0.9,99225.0,1575.0,99225.0,99225.0,99225.0,283.5,25.0,1575.0,1575.0,1575.0,4.5,99225.0,99225.0,99225.0,283.5,99225.0,99225.0,283.5,99225.0,283.5,0.81,1831,315,5
1.0,316.0,6.0,316.0,316.0,316.0,0.9028571428571428,99856.0,1896.0,99856.0,99856.0,99856.0,285.3028571428572,36.0,1896.0,1896.0,1896.0,5.417142857142856,99856.0,99856.0,99856.0,285.3028571428572,99856.0,99856.0,285.3028571428572,99856.0,285.3028571428572,0.8151510204081631,278,316,6
1.0,317.0,1.0,317.0,317.0,317.0,0.9057142857142856,100489.0,317.0,100489.0,100489.0,100489.0,287.11142857142863,1.0,317.0,317.0,317.0,0.9057142857142856,100489.0,100489.0,100489.0,287.11142857142863,100489.0,100489.0,287.11142857142863,100489.0,287.11142857142863,0.8203183673469387,1587,317,1
1.0,318.0,2.0,318.0,318.0,318.0,0.9085714285714286,101124.0,636.0,101124.0,101124.0,101124.0,288.92571428571426,4.0,636.0,636.0,636.0,1.8171428571428567,101124.0,101124.0,101124.0,288.92571428571426,101124.0,101124.0,288.92571428571426,101124.0,288.92571428571426,0.8255020408163266,1514,318,2
1.0,319.0,3.0,319.0,319.0,319.0,0.9114285714285716,101761.0,957.0,101761.0,101761.0,101761.0,290.7457142857143,9.0,957.0,957.0,957.0,2.7342857142857144,101761.0,101761.0,101761.0,290.7457142857143,101761.0,101761.0,290.7457142857143,101761.0,290.7457142857143,0.8307020408163266,1584,319,3
1.0,320.0,4.0,0.0,320.0,320.0,0.9142857142857144,102400.0,1280.0,0.0,102400.0,102400.0,292.57142857142856,16.0,0.0,1280.0,1280.0,3.6571428571428566,0.0,0.0,0.0,0.0,102400.0,102400.0,292.57142857142856,102400.0,292.57142857142856,0.8359183673469387,1365,320,4
1.0,321.0,5.0,1.0,321.0,321.0,0.9171428571428571,103041.0,1605.0,321.0,103041.0,103041.0,294.40285714285716,25.0,5.0,1605.0,1605.0,4.585714285714285,1.0,321.0,321.0,0.9171428571428571,103041.0,103041.0,294.40285714285716,103041.0,294.40285714285716,0.8411510204081633,1642,321,5
