r_date,date,day_of_week,brand,cnt
2013-10-20,276.0,4.0,3,240.0
2013-10-20,276.0,4.0,4,335.0
2013-10-20,276.0,4.0,6,187.0
2013-10-20,276.0,4.0,7,165.0
2013-10-20,276.0,4.0,9,371.0
2013-10-20,276.0,4.0,10,547.0
2013-10-21,277.0,5.0,1,274.0
2013-10-21,277.0,5.0,2,265.0
2013-10-21,277.0,5.0,3,209.0
2013-10-21,277.0,5.0,4,453.0
2013-10-21,277.0,5.0,6,219.0
2013-10-21,277.0,5.0,7,283.0
2013-10-21,277.0,5.0,9,344.0
2013-10-21,277.0,5.0,10,494.0
2013-10-22,278.0,6.0,2,66.0
2013-10-22,278.0,6.0,3,65.0
2013-10-22,278.0,6.0,4,44.0
2013-10-22,278.0,6.0,6,24.0
2013-10-22,278.0,6.0,9,46.0
2013-10-22,278.0,6.0,10,26.0
2013-10-23,279.0,7.0,6,5.0
2013-10-24,280.0,1.0,1,200.0
2013-10-24,280.0,1.0,2,398.0
2013-10-24,280.0,1.0,3,157.0
2013-10-24,280.0,1.0,4,558.0
2013-10-24,280.0,1.0,6,209.0
2013-10-24,280.0,1.0,7,206.0
2013-10-24,280.0,1.0,8,25.0
2013-10-24,280.0,1.0,9,466.0
2013-10-24,280.0,1.0,10,638.0
2013-10-25,281.0,2.0,1,437.0
2013-10-25,281.0,2.0,2,265.0
2013-10-25,281.0,2.0,3,294.0
2013-10-25,281.0,2.0,4,501.0
2013-10-25,281.0,2.0,6,303.0
2013-10-25,281.0,2.0,7,225.0
2013-10-25,281.0,2.0,8,32.0
2013-10-25,281.0,2.0,9,292.0
2013-10-25,281.0,2.0,10,566.0
2013-10-26,282.0,3.0,1,204.0
2013-10-26,282.0,3.0,2,279.0
2013-10-26,282.0,3.0,3,213.0
2013-10-26,282.0,3.0,4,305.0
2013-10-26,282.0,3.0,6,233.0
2013-10-26,282.0,3.0,7,360.0
2013-10-26,282.0,3.0,8,30.0
2013-10-26,282.0,3.0,9,286.0
2013-10-26,282.0,3.0,10,649.0
2013-10-27,283.0,4.0,1,320.0
2013-10-27,283.0,4.0,2,243.0
2013-10-27,283.0,4.0,3,311.0
2013-10-27,283.0,4.0,4,335.0
2013-10-27,283.0,4.0,6,218.0
2013-10-27,283.0,4.0,7,118.0
2013-10-27,283.0,4.0,8,23.0
2013-10-27,283.0,4.0,9,259.0
2013-10-27,283.0,4.0,10,415.0
2013-10-28,284.0,5.0,1,299.0
2013-10-28,284.0,5.0,2,265.0
2013-10-28,284.0,5.0,3,287.0
2013-10-28,284.0,5.0,4,540.0
2013-10-28,284.0,5.0,6,200.0
2013-10-28,284.0,5.0,7,206.0
2013-10-28,284.0,5.0,8,25.0
2013-10-28,284.0,5.0,9,319.0
2013-10-28,284.0,5.0,10,597.0
2013-10-29,285.0,6.0,1,62.0
2013-10-29,285.0,6.0,3,65.0
2013-10-29,285.0,6.0,4,44.0
2013-10-29,285.0,6.0,6,42.0
2013-10-29,285.0,6.0,9,61.0
2013-10-29,285.0,6.0,10,26.0
2013-10-31,286.0,1.0,1,499.0
2013-10-31,286.0,1.0,2,478.0
2013-10-31,286.0,1.0,3,131.0
2013-10-31,286.0,1.0,4,592.0
2013-10-31,286.0,1.0,6,200.0
2013-10-31,286.0,1.0,7,232.0
2013-10-31,286.0,1.0,8,76.0
2013-10-31,286.0,1.0,9,319.0
2013-10-31,286.0,1.0,10,453.0
2013-11-01,287.0,2.0,1,312.0
2013-11-01,287.0,2.0,2,232.0
2013-11-01,287.0,2.0,3,359.0
2013-11-01,287.0,2.0,4,479.0
2013-11-01,287.0,2.0,6,255.0
2013-11-01,287.0,2.0,7,386.0
2013-11-01,287.0,2.0,8,127.0
2013-11-01,287.0,2.0,9,353.0
2013-11-01,287.0,2.0,10,515.0
2013-11-02,288.0,3.0,1,320.0
2013-11-02,288.0,3.0,2,217.0
2013-11-02,288.0,3.0,3,183.0
2013-11-02,288.0,3.0,4,386.0
2013-11-02,288.0,3.0,6,194.0
2013-11-02,288.0,3.0,7,240.0
2013-11-02,288.0,3.0,9,372.0
2013-11-02,288.0,3.0,10,625.0
2013-11-03,289.0,4.0,1,114.0
2013-11-03,289.0,4.0,2,195.0
2013-11-03,289.0,4.0,3,120.0
2013-11-03,289.0,4.0,4,287.0
2013-11-03,289.0,4.0,6,96.0
2013-11-03,289.0,4.0,7,142.0
2013-11-03,289.0,4.0,9,338.0
2013-11-03,289.0,4.0,10,321.0
2013-11-04,290.0,5.0,1,399.0
2013-11-04,290.0,5.0,2,239.0
2013-11-04,290.0,5.0,3,183.0
2013-11-04,290.0,5.0,4,540.0
2013-11-04,290.0,5.0,6,247.0
2013-11-04,290.0,5.0,7,309.0
2013-11-04,290.0,5.0,8,51.0
2013-11-04,290.0,5.0,9,307.0
2013-11-04,290.0,5.0,10,597.0
2013-11-05,291.0,6.0,1,62.0
2013-11-05,291.0,6.0,2,33.0
2013-11-05,291.0,6.0,4,65.0
2013-11-05,291.0,6.0,6,36.0
2013-11-05,291.0,6.0,9,46.0
2013-11-05,291.0,6.0,10,51.0
2013-11-06,292.0,7.0,6,5.0
2013-11-06,292.0,7.0,7,28.0
2013-11-07,293.0,1.0,1,324.0
2013-11-07,293.0,1.0,2,265.0
2013-11-07,293.0,1.0,3,209.0
2013-11-07,293.0,1.0,4,470.0
2013-11-07,293.0,1.0,6,171.0
2013-11-07,293.0,1.0,7,180.0
2013-11-07,293.0,1.0,8,25.0
2013-11-07,293.0,1.0,9,258.0
2013-11-07,293.0,1.0,10,474.0
2013-11-08,294.0,2.0,1,312.0
2013-11-08,294.0,2.0,2,99.0
2013-11-08,294.0,2.0,3,196.0
2013-11-08,294.0,2.0,4,784.0
2013-11-08,294.0,2.0,6,184.0
2013-11-08,294.0,2.0,7,418.0
2013-11-08,294.0,2.0,8,63.0
2013-11-08,294.0,2.0,9,614.0
2013-11-08,294.0,2.0,10,515.0
2013-11-09,295.0,3.0,1,378.0
2013-11-09,295.0,3.0,2,402.0
2013-11-09,295.0,3.0,3,122.0
2013-11-09,295.0,3.0,4,447.0
2013-11-09,295.0,3.0,6,255.0
2013-11-09,295.0,3.0,7,330.0
2013-11-09,295.0,3.0,9,458.0
2013-11-09,295.0,3.0,10,505.0
2013-11-10,296.0,4.0,1,274.0
2013-11-10,296.0,4.0,2,170.0
2013-11-10,296.0,4.0,3,216.0
2013-11-10,296.0,4.0,4,160.0
2013-11-10,296.0,4.0,6,139.0
2013-11-10,296.0,4.0,7,236.0
2013-11-10,296.0,4.0,8,46.0
2013-11-10,296.0,4.0,9,259.0
2013-11-10,296.0,4.0,10,321.0
2013-11-11,297.0,5.0,1,274.0
2013-11-11,297.0,5.0,2,159.0
2013-11-11,297.0,5.0,3,183.0
2013-11-11,297.0,5.0,4,523.0
2013-11-11,297.0,5.0,6,185.0
2013-11-11,297.0,5.0,7,257.0
2013-11-11,297.0,5.0,8,51.0
2013-11-11,297.0,5.0,9,430.0
2013-11-11,297.0,5.0,10,474.0
2013-11-12,298.0,6.0,1,62.0
2013-11-12,298.0,6.0,2,33.0
2013-11-12,298.0,6.0,4,65.0
2013-11-12,298.0,6.0,6,18.0
2013-11-12,298.0,6.0,9,15.0
2013-11-14,299.0,1.0,1,200.0
2013-11-14,299.0,1.0,2,265.0
2013-11-14,299.0,1.0,3,183.0
2013-11-14,299.0,1.0,4,523.0
2013-11-14,299.0,1.0,6,238.0
2013-11-14,299.0,1.0,7,232.0
2013-11-14,299.0,1.0,8,51.0
2013-11-14,299.0,1.0,9,381.0
2013-11-14,299.0,1.0,10,556.0
2013-11-15,300.0,2.0,1,374.0
2013-11-15,300.0,2.0,2,298.0
2013-11-15,300.0,2.0,3,196.0
2013-11-15,300.0,2.0,4,261.0
2013-11-15,300.0,2.0,6,226.0
2013-11-15,300.0,2.0,7,161.0
2013-11-15,300.0,2.0,9,399.0
2013-11-15,300.0,2.0,10,721.0
2013-11-16,301.0,3.0,1,378.0
2013-11-16,301.0,3.0,2,340.0
2013-11-16,301.0,3.0,3,152.0
2013-11-16,301.0,3.0,4,305.0
2013-11-16,301.0,3.0,6,222.0
2013-11-16,301.0,3.0,7,180.0
2013-11-16,301.0,3.0,9,301.0
2013-11-16,301.0,3.0,10,529.0
2013-11-17,302.0,4.0,1,206.0
2013-11-17,302.0,4.0,2,97.0
2013-11-17,302.0,4.0,3,168.0
2013-11-17,302.0,4.0,4,176.0
2013-11-17,302.0,4.0,6,179.0
2013-11-17,302.0,4.0,7,71.0
2013-11-17,302.0,4.0,9,338.0
2013-11-17,302.0,4.0,10,585.0
2013-11-18,303.0,5.0,1,299.0
2013-11-18,303.0,5.0,2,159.0
2013-11-18,303.0,5.0,3,209.0
2013-11-18,303.0,5.0,4,383.0
2013-11-18,303.0,5.0,6,166.0
2013-11-18,303.0,5.0,7,309.0
2013-11-18,303.0,5.0,9,270.0
2013-11-18,303.0,5.0,10,432.0
2013-11-19,304.0,6.0,1,62.0
2013-11-19,304.0,6.0,3,131.0
2013-11-19,304.0,6.0,4,22.0
2013-11-19,304.0,6.0,6,30.0
2013-11-19,304.0,6.0,9,61.0
2013-11-19,304.0,6.0,10,51.0
2013-11-20,305.0,7.0,10,22.0
2013-11-21,306.0,1.0,1,374.0
2013-11-21,306.0,1.0,2,265.0
2013-11-21,306.0,1.0,3,78.0
2013-11-21,306.0,1.0,4,453.0
2013-11-21,306.0,1.0,6,157.0
2013-11-21,306.0,1.0,7,129.0
2013-11-21,306.0,1.0,9,442.0
2013-11-21,306.0,1.0,10,494.0
2013-11-22,307.0,2.0,1,561.0
2013-11-22,307.0,2.0,2,199.0
2013-11-22,307.0,2.0,3,261.0
2013-11-22,307.0,2.0,4,675.0
2013-11-22,307.0,2.0,6,238.0
2013-11-22,307.0,2.0,7,257.0
2013-11-22,307.0,2.0,8,63.0
2013-11-22,307.0,2.0,9,445.0
2013-11-22,307.0,2.0,10,386.0
2013-11-23,308.0,3.0,1,291.0
2013-11-23,308.0,3.0,2,124.0
2013-11-23,308.0,3.0,3,152.0
2013-11-23,308.0,3.0,4,488.0
2013-11-23,308.0,3.0,6,177.0
2013-11-23,308.0,3.0,7,210.0
2013-11-23,308.0,3.0,9,415.0
2013-11-23,308.0,3.0,10,384.0
2013-11-24,309.0,4.0,1,389.0
2013-11-24,309.0,4.0,2,219.0
2013-11-24,309.0,4.0,3,264.0
2013-11-24,309.0,4.0,4,351.0
2013-11-24,309.0,4.0,6,205.0
2013-11-24,309.0,4.0,7,118.0
2013-11-24,309.0,4.0,8,23.0
2013-11-24,309.0,4.0,9,383.0
2013-11-24,309.0,4.0,10,585.0
2013-11-25,310.0,5.0,1,225.0
2013-11-25,310.0,5.0,2,345.0
2013-11-25,310.0,5.0,3,235.0
2013-11-25,310.0,5.0,4,418.0
2013-11-25,310.0,5.0,6,214.0
2013-11-25,310.0,5.0,7,154.0
2013-11-25,310.0,5.0,8,25.0
2013-11-25,310.0,5.0,9,344.0
2013-11-25,310.0,5.0,10,494.0
2013-11-26,311.0,6.0,1,62.0
2013-11-26,311.0,6.0,2,66.0
2013-11-26,311.0,6.0,3,65.0
2013-11-26,311.0,6.0,4,65.0
2013-11-26,311.0,6.0,6,202.0
2013-11-26,311.0,6.0,7,193.0
2013-11-26,311.0,6.0,9,138.0
2013-11-26,311.0,6.0,10,335.0
2013-11-27,312.0,7.0,2,57.0
2013-11-27,312.0,7.0,3,28.0
2013-11-27,312.0,7.0,6,5.0
2013-11-27,312.0,7.0,9,13.0
2013-11-28,313.0,1.0,1,324.0
2013-11-28,313.0,1.0,2,371.0
2013-11-28,313.0,1.0,3,314.0
2013-11-28,313.0,1.0,4,505.0
2013-11-28,313.0,1.0,6,299.0
2013-11-28,313.0,1.0,7,335.0
2013-11-28,313.0,1.0,9,577.0
2013-11-28,313.0,1.0,10,700.0
2013-11-29,314.0,2.0,1,343.0
2013-11-29,314.0,2.0,2,133.0
2013-11-29,314.0,2.0,3,163.0
2013-11-29,314.0,2.0,4,588.0
2013-11-29,314.0,2.0,6,178.0
2013-11-29,314.0,2.0,7,322.0
2013-11-29,314.0,2.0,8,95.0
2013-11-29,314.0,2.0,9,368.0
2013-11-29,314.0,2.0,10,463.0
2013-11-30,315.0,3.0,1,262.0
2013-11-30,315.0,3.0,2,279.0
2013-11-30,315.0,3.0,3,274.0
2013-11-30,315.0,3.0,4,508.0
2013-11-30,315.0,3.0,6,227.0
2013-11-30,315.0,3.0,7,150.0
2013-11-30,315.0,3.0,9,372.0
2013-11-30,315.0,3.0,10,480.0
2013-12-01,316.0,4.0,1,114.0
2013-12-01,316.0,4.0,2,170.0
2013-12-01,316.0,4.0,3,96.0
2013-12-01,316.0,4.0,4,192.0
2013-12-01,316.0,4.0,6,144.0
2013-12-01,316.0,4.0,7,212.0
2013-12-01,316.0,4.0,8,46.0
2013-12-01,316.0,4.0,9,293.0
2013-12-01,316.0,4.0,10,415.0
2013-12-02,317.0,5.0,1,299.0
2013-12-02,317.0,5.0,2,345.0
2013-12-02,317.0,5.0,3,209.0
2013-12-02,317.0,5.0,4,227.0
2013-12-02,317.0,5.0,6,176.0
2013-12-02,317.0,5.0,7,154.0
2013-12-02,317.0,5.0,8,51.0
2013-12-02,317.0,5.0,9,516.0
2013-12-02,317.0,5.0,10,556.0
2013-12-03,318.0,6.0,1,94.0
2013-12-03,318.0,6.0,2,33.0
2013-12-03,318.0,6.0,3,33.0
2013-12-03,318.0,6.0,4,131.0
2013-12-03,318.0,6.0,6,48.0
2013-12-03,318.0,6.0,7,32.0
2013-12-03,318.0,6.0,9,15.0
2013-12-03,318.0,6.0,10,103.0
2013-12-04,319.0,7.0,6,5.0
2013-12-05,320.0,1.0,1,374.0
2013-12-05,320.0,1.0,2,212.0
2013-12-05,320.0,1.0,3,366.0
2013-12-05,320.0,1.0,4,453.0
2013-12-05,320.0,1.0,6,185.0
2013-12-05,320.0,1.0,7,257.0
2013-12-05,320.0,1.0,9,491.0
2013-12-05,320.0,1.0,10,494.0
2013-12-06,321.0,2.0,1,374.0
2013-12-06,321.0,2.0,2,133.0
2013-12-06,321.0,2.0,3,229.0
2013-12-06,321.0,2.0,4,544.0
2013-12-06,321.0,2.0,6,226.0
2013-12-06,321.0,2.0,7,354.0
2013-12-06,321.0,2.0,8,95.0
2013-12-06,321.0,2.0,9,644.0
2013-12-06,321.0,2.0,10,541.0
2013-12-07,322.0,3.0,1,320.0
2013-12-07,322.0,3.0,2,681.0
2013-12-07,322.0,3.0,3,579.0
2013-12-07,322.0,3.0,4,447.0
2013-12-07,322.0,3.0,6,399.0
2013-12-07,322.0,3.0,7,571.0
2013-12-07,322.0,3.0,9,874.0
2013-12-07,322.0,3.0,10,961.0
2013-12-08,323.0,4.0,1,229.0
2013-12-08,323.0,4.0,2,170.0
2013-12-08,323.0,4.0,3,192.0
2013-12-08,323.0,4.0,4,272.0
2013-12-08,323.0,4.0,6,227.0
2013-12-08,323.0,4.0,7,118.0
2013-12-08,323.0,4.0,8,23.0
2013-12-08,323.0,4.0,9,495.0
2013-12-08,323.0,4.0,10,472.0
2013-12-09,324.0,5.0,1,399.0
2013-12-09,324.0,5.0,2,292.0
2013-12-09,324.0,5.0,3,235.0
2013-12-09,324.0,5.0,4,366.0
2013-12-09,324.0,5.0,6,266.0
2013-12-09,324.0,5.0,7,257.0
2013-12-09,324.0,5.0,8,25.0
2013-12-09,324.0,5.0,9,405.0
2013-12-09,324.0,5.0,10,391.0
2013-12-10,325.0,6.0,1,31.0
2013-12-10,325.0,6.0,2,66.0
2013-12-10,325.0,6.0,3,65.0
2013-12-10,325.0,6.0,4,65.0
2013-12-10,325.0,6.0,6,24.0
2013-12-10,325.0,6.0,7,64.0
2013-12-10,325.0,6.0,9,92.0
2013-12-10,325.0,6.0,10,51.0
2013-12-12,326.0,1.0,1,274.0
2013-12-12,326.0,1.0,2,212.0
2013-12-12,326.0,1.0,3,52.0
2013-12-12,326.0,1.0,4,592.0
2013-12-12,326.0,1.0,6,128.0
2013-12-12,326.0,1.0,7,103.0
2013-12-12,326.0,1.0,8,76.0
2013-12-12,326.0,1.0,9,626.0
2013-12-12,326.0,1.0,10,659.0
2013-12-13,327.0,2.0,1,187.0
2013-12-13,327.0,2.0,2,232.0
2013-12-13,327.0,2.0,3,131.0
2013-12-13,327.0,2.0,4,436.0
2013-12-13,327.0,2.0,6,113.0
2013-12-13,327.0,2.0,7,257.0
2013-12-13,327.0,2.0,9,522.0
2013-12-13,327.0,2.0,10,515.0
2013-12-14,328.0,3.0,1,320.0
2013-12-14,328.0,3.0,2,340.0
2013-12-14,328.0,3.0,3,152.0
2013-12-14,328.0,3.0,4,630.0
2013-12-14,328.0,3.0,6,194.0
2013-12-14,328.0,3.0,7,120.0
2013-12-14,328.0,3.0,8,30.0
2013-12-14,328.0,3.0,9,730.0
2013-12-14,328.0,3.0,10,529.0
2013-12-15,329.0,4.0,1,274.0
2013-12-15,329.0,4.0,2,268.0
2013-12-15,329.0,4.0,3,144.0
2013-12-15,329.0,4.0,4,351.0
2013-12-15,329.0,4.0,6,83.0
2013-12-15,329.0,4.0,7,118.0
2013-12-15,329.0,4.0,8,46.0
2013-12-15,329.0,4.0,9,326.0
2013-12-15,329.0,4.0,10,359.0
2013-12-16,330.0,5.0,1,175.0
2013-12-16,330.0,5.0,2,239.0
2013-12-16,330.0,5.0,3,209.0
2013-12-16,330.0,5.0,4,488.0
2013-12-16,330.0,5.0,6,147.0
2013-12-16,330.0,5.0,7,103.0
2013-12-16,330.0,5.0,8,25.0
2013-12-16,330.0,5.0,9,565.0
2013-12-16,330.0,5.0,10,659.0
2013-12-17,331.0,6.0,4,44.0
2013-12-17,331.0,6.0,6,30.0
2013-12-17,331.0,6.0,9,92.0
2013-12-17,331.0,6.0,10,103.0
2013-12-18,332.0,7.0,6,10.0
2013-12-19,333.0,1.0,1,524.0
2013-12-19,333.0,1.0,2,345.0
2013-12-19,333.0,1.0,3,340.0
2013-12-19,333.0,1.0,4,401.0
2013-12-19,333.0,1.0,6,190.0
2013-12-19,333.0,1.0,7,77.0
2013-12-19,333.0,1.0,8,25.0
2013-12-19,333.0,1.0,9,798.0
2013-12-19,333.0,1.0,10,309.0
2013-12-20,334.0,2.0,1,281.0
2013-12-20,334.0,2.0,2,464.0
2013-12-20,334.0,2.0,3,294.0
2013-12-20,334.0,2.0,4,457.0
2013-12-20,334.0,2.0,6,172.0
2013-12-20,334.0,2.0,7,97.0
2013-12-20,334.0,2.0,8,63.0
2013-12-20,334.0,2.0,9,813.0
2013-12-20,334.0,2.0,10,489.0
2013-12-21,335.0,3.0,1,233.0
2013-12-21,335.0,3.0,2,495.0
2013-12-21,335.0,3.0,3,152.0
2013-12-21,335.0,3.0,4,366.0
2013-12-21,335.0,3.0,6,238.0
2013-12-21,335.0,3.0,7,90.0
2013-12-21,335.0,3.0,8,30.0
2013-12-21,335.0,3.0,9,816.0
2013-12-21,335.0,3.0,10,432.0
2013-12-22,336.0,4.0,1,206.0
2013-12-22,336.0,4.0,2,389.0
2013-12-22,336.0,4.0,3,120.0
2013-12-22,336.0,4.0,4,256.0
2013-12-22,336.0,4.0,6,148.0
2013-12-22,336.0,4.0,7,142.0
2013-12-22,336.0,4.0,9,810.0
2013-12-22,336.0,4.0,10,472.0
2013-12-23,337.0,5.0,1,150.0
2013-12-23,337.0,5.0,2,1088.0
2013-12-23,337.0,5.0,3,105.0
2013-12-23,337.0,5.0,4,366.0
2013-12-23,337.0,5.0,6,185.0
2013-12-23,337.0,5.0,7,206.0
2013-12-23,337.0,5.0,9,872.0
2013-12-23,337.0,5.0,10,577.0
2013-12-24,338.0,6.0,1,31.0
2013-12-24,338.0,6.0,2,564.0
2013-12-24,338.0,6.0,3,65.0
2013-12-24,338.0,6.0,4,109.0
2013-12-24,338.0,6.0,6,42.0
2013-12-24,338.0,6.0,7,32.0
2013-12-24,338.0,6.0,9,292.0
2013-12-26,339.0,1.0,1,474.0
2013-12-26,339.0,1.0,2,1884.0
2013-12-26,339.0,1.0,3,235.0
2013-12-26,339.0,1.0,4,383.0
2013-12-26,339.0,1.0,6,57.0
2013-12-26,339.0,1.0,7,154.0
2013-12-26,339.0,1.0,9,884.0
2013-12-26,339.0,1.0,10,453.0
2013-12-27,340.0,2.0,1,343.0
2013-12-27,340.0,2.0,2,531.0
2013-12-27,340.0,2.0,3,229.0
2013-12-27,340.0,2.0,4,327.0
2013-12-27,340.0,2.0,6,59.0
2013-12-27,340.0,2.0,7,97.0
2013-12-27,340.0,2.0,9,1151.0
2013-12-27,340.0,2.0,10,257.0
2013-12-28,341.0,3.0,6,5.0
2013-12-28,341.0,3.0,9,14.0
2013-12-29,342.0,4.0,1,554.0
2013-12-29,342.0,4.0,2,354.0
2013-12-29,342.0,4.0,3,395.0
2013-12-29,342.0,4.0,4,1084.0
2013-12-29,342.0,4.0,6,321.0
2013-12-29,342.0,4.0,7,275.0
2013-12-29,342.0,4.0,8,113.0
2013-12-29,342.0,4.0,9,698.0
2013-12-29,342.0,4.0,10,1080.0
2013-12-30,343.0,5.0,1,556.0
2013-12-30,343.0,5.0,2,232.0
2013-12-30,343.0,5.0,3,456.0
2013-12-30,343.0,5.0,4,1453.0
2013-12-30,343.0,5.0,6,263.0
2013-12-30,343.0,5.0,7,275.0
2013-12-30,343.0,5.0,8,74.0
2013-12-30,343.0,5.0,9,476.0
2013-12-30,343.0,5.0,10,978.0
2013-12-31,344.0,6.0,1,181.0
2013-12-31,344.0,6.0,2,193.0
2013-12-31,344.0,6.0,3,285.0
2013-12-31,344.0,6.0,4,232.0
2013-12-31,344.0,6.0,6,104.0
2013-12-31,344.0,6.0,7,187.0
2013-12-31,344.0,6.0,8,31.0
2013-12-31,344.0,6.0,9,119.0
2013-12-31,344.0,6.0,10,275.0
2014-01-01,345.0,7.0,6,5.0
2014-01-02,346.0,1.0,1,774.0
2014-01-02,346.0,1.0,2,283.0
2014-01-02,346.0,1.0,3,684.0
2014-01-02,346.0,1.0,4,1436.0
2014-01-02,346.0,1.0,6,364.0
2014-01-02,346.0,1.0,7,324.0
2014-01-02,346.0,1.0,8,147.0
2014-01-02,346.0,1.0,9,655.0
2014-01-02,346.0,1.0,10,1258.0
2014-01-03,347.0,2.0,1,544.0
2014-01-03,347.0,2.0,2,515.0
2014-01-03,347.0,2.0,3,570.0
2014-01-03,347.0,2.0,4,993.0
2014-01-03,347.0,2.0,6,564.0
2014-01-03,347.0,2.0,7,1123.0
2014-01-03,347.0,2.0,8,92.0
2014-01-03,347.0,2.0,9,804.0
2014-01-03,347.0,2.0,10,1448.0
2014-01-04,348.0,3.0,1,339.0
2014-01-04,348.0,3.0,2,330.0
2014-01-04,348.0,3.0,3,591.0
2014-01-04,348.0,3.0,4,1064.0
2014-01-04,348.0,3.0,6,446.0
2014-01-04,348.0,3.0,7,379.0
2014-01-04,348.0,3.0,8,143.0
2014-01-04,348.0,3.0,9,583.0
2014-01-04,348.0,3.0,10,745.0
2014-01-05,349.0,4.0,1,444.0
2014-01-05,349.0,4.0,2,118.0
2014-01-05,349.0,4.0,3,209.0
2014-01-05,349.0,4.0,4,635.0
2014-01-05,349.0,4.0,6,232.0
2014-01-05,349.0,4.0,7,92.0
2014-01-05,349.0,4.0,8,23.0
2014-01-05,349.0,4.0,9,447.0
2014-01-05,349.0,4.0,10,494.0
2014-01-06,350.0,5.0,1,387.0
2014-01-06,350.0,5.0,2,103.0
2014-01-06,350.0,5.0,3,482.0
2014-01-06,350.0,5.0,4,828.0
2014-01-06,350.0,5.0,6,300.0
2014-01-06,350.0,5.0,7,150.0
2014-01-06,350.0,5.0,8,123.0
2014-01-06,350.0,5.0,9,643.0
2014-01-06,350.0,5.0,10,719.0
2014-01-07,351.0,6.0,2,64.0
2014-01-07,351.0,6.0,3,127.0
2014-01-07,351.0,6.0,4,127.0
2014-01-07,351.0,6.0,6,46.0
2014-01-07,351.0,6.0,7,31.0
2014-01-07,351.0,6.0,9,119.0
2014-01-07,351.0,6.0,10,25.0
2014-01-09,352.0,1.0,1,266.0
2014-01-09,352.0,1.0,2,257.0
2014-01-09,352.0,1.0,3,253.0
2014-01-09,352.0,1.0,4,777.0
2014-01-09,352.0,1.0,6,276.0
2014-01-09,352.0,1.0,7,324.0
2014-01-09,352.0,1.0,8,74.0
2014-01-09,352.0,1.0,9,905.0
2014-01-09,352.0,1.0,10,639.0
2014-01-10,353.0,2.0,1,484.0
2014-01-10,353.0,2.0,2,161.0
2014-01-10,353.0,2.0,3,222.0
2014-01-10,353.0,2.0,4,739.0
2014-01-10,353.0,2.0,6,248.0
2014-01-10,353.0,2.0,7,187.0
2014-01-10,353.0,2.0,9,684.0
2014-01-10,353.0,2.0,10,599.0
2014-01-11,354.0,3.0,1,903.0
2014-01-11,354.0,3.0,2,210.0
2014-01-11,354.0,3.0,3,296.0
2014-01-11,354.0,3.0,4,611.0
2014-01-11,354.0,3.0,6,215.0
2014-01-11,354.0,3.0,7,175.0
2014-01-11,354.0,3.0,8,57.0
2014-01-11,354.0,3.0,9,528.0
2014-01-11,354.0,3.0,10,792.0
2014-01-12,355.0,4.0,1,399.0
2014-01-12,355.0,4.0,2,236.0
2014-01-12,355.0,4.0,3,139.0
2014-01-12,355.0,4.0,4,743.0
2014-01-12,355.0,4.0,6,266.0
2014-01-12,355.0,4.0,7,320.0
2014-01-12,355.0,4.0,9,622.0
2014-01-12,355.0,4.0,10,494.0
2014-01-13,356.0,5.0,1,605.0
2014-01-13,356.0,5.0,2,206.0
2014-01-13,356.0,5.0,3,406.0
2014-01-13,356.0,5.0,4,541.0
2014-01-13,356.0,5.0,6,378.0
2014-01-13,356.0,5.0,7,549.0
2014-01-13,356.0,5.0,8,49.0
2014-01-13,356.0,5.0,9,833.0
2014-01-13,356.0,5.0,10,679.0
2014-01-14,357.0,6.0,1,30.0
2014-01-14,357.0,6.0,3,63.0
2014-01-14,357.0,6.0,4,106.0
2014-01-14,357.0,6.0,6,46.0
2014-01-14,357.0,6.0,7,94.0
2014-01-14,357.0,6.0,9,208.0
2014-01-14,357.0,6.0,10,150.0
2014-01-15,358.0,7.0,9,13.0
2014-01-16,359.0,1.0,1,677.0
2014-01-16,359.0,1.0,2,180.0
2014-01-16,359.0,1.0,3,380.0
2014-01-16,359.0,1.0,4,912.0
2014-01-16,359.0,1.0,6,244.0
2014-01-16,359.0,1.0,7,125.0
2014-01-16,359.0,1.0,8,25.0
2014-01-16,359.0,1.0,9,869.0
2014-01-16,359.0,1.0,10,919.0
2014-01-17,360.0,2.0,1,393.0
2014-01-17,360.0,2.0,2,225.0
2014-01-17,360.0,2.0,3,348.0
2014-01-17,360.0,2.0,4,739.0
2014-01-17,360.0,2.0,6,328.0
2014-01-17,360.0,2.0,7,218.0
2014-01-17,360.0,2.0,8,92.0
2014-01-17,360.0,2.0,9,908.0
2014-01-17,360.0,2.0,10,924.0
2014-01-18,361.0,3.0,1,480.0
2014-01-18,361.0,3.0,2,420.0
2014-01-18,361.0,3.0,3,384.0
2014-01-18,361.0,3.0,4,966.0
2014-01-18,361.0,3.0,6,312.0
2014-01-18,361.0,3.0,7,291.0
2014-01-18,361.0,3.0,8,29.0
2014-01-18,361.0,3.0,9,778.0
2014-01-18,361.0,3.0,10,745.0
2014-01-19,362.0,4.0,1,577.0
2014-01-19,362.0,4.0,2,259.0
2014-01-19,362.0,4.0,3,302.0
2014-01-19,362.0,4.0,4,589.0
2014-01-19,362.0,4.0,6,220.0
2014-01-19,362.0,4.0,7,252.0
2014-01-19,362.0,4.0,9,786.0
2014-01-19,362.0,4.0,10,531.0
2014-01-20,363.0,5.0,1,508.0
2014-01-20,363.0,5.0,2,386.0
2014-01-20,363.0,5.0,3,406.0
2014-01-20,363.0,5.0,4,794.0
