brand,cnt,date,day,day_of_week,month,r_date,year
3,314.0,255.0,28,1.0,9,2013-09-28,2013
4,366.0,255.0,28,1.0,9,2013-09-28,2013
6,247.0,255.0,28,1.0,9,2013-09-28,2013
7,206.0,255.0,28,1.0,9,2013-09-28,2013
9,442.0,255.0,28,1.0,9,2013-09-28,2013
10,741.0,255.0,28,1.0,9,2013-09-28,2013
6,12.0,256.0,29,2.0,9,2013-09-29,2013
7,32.0,256.0,29,2.0,9,2013-09-29,2013
2,31.0,257.0,30,3.0,9,2013-09-30,2013
6,44.0,257.0,30,3.0,9,2013-09-30,2013
9,86.0,257.0,30,3.0,9,2013-09-30,2013
10,48.0,257.0,30,3.0,9,2013-09-30,2013
4,17.0,258.0,1,5.0,10,2013-10-01,2013
9,12.0,258.0,1,5.0,10,2013-10-01,2013
4,19.0,259.0,2,7.0,10,2013-10-02,2013
9,13.0,259.0,2,7.0,10,2013-10-02,2013
1,343.0,260.0,4,2.0,10,2013-10-04,2013
2,829.0,260.0,4,2.0,10,2013-10-04,2013
3,555.0,260.0,4,2.0,10,2013-10-04,2013
4,1111.0,260.0,4,2.0,10,2013-10-04,2013
6,356.0,260.0,4,2.0,10,2013-10-04,2013
7,354.0,260.0,4,2.0,10,2013-10-04,2013
8,158.0,260.0,4,2.0,10,2013-10-04,2013
9,1105.0,260.0,4,2.0,10,2013-10-04,2013
10,1828.0,260.0,4,2.0,10,2013-10-04,2013
1,495.0,261.0,5,3.0,10,2013-10-05,2013
2,743.0,261.0,5,3.0,10,2013-10-05,2013
3,579.0,261.0,5,3.0,10,2013-10-05,2013
4,630.0,261.0,5,3.0,10,2013-10-05,2013
6,255.0,261.0,5,3.0,10,2013-10-05,2013
7,330.0,261.0,5,3.0,10,2013-10-05,2013
8,118.0,261.0,5,3.0,10,2013-10-05,2013
9,501.0,261.0,5,3.0,10,2013-10-05,2013
10,865.0,261.0,5,3.0,10,2013-10-05,2013
1,457.0,262.0,6,4.0,10,2013-10-06,2013
2,268.0,262.0,6,4.0,10,2013-10-06,2013
3,264.0,262.0,6,4.0,10,2013-10-06,2013
4,479.0,262.0,6,4.0,10,2013-10-06,2013
6,166.0,262.0,6,4.0,10,2013-10-06,2013
7,165.0,262.0,6,4.0,10,2013-10-06,2013
8,46.0,262.0,6,4.0,10,2013-10-06,2013
9,484.0,262.0,6,4.0,10,2013-10-06,2013
10,566.0,262.0,6,4.0,10,2013-10-06,2013
1,324.0,263.0,7,5.0,10,2013-10-07,2013
2,212.0,263.0,7,5.0,10,2013-10-07,2013
3,235.0,263.0,7,5.0,10,2013-10-07,2013
4,348.0,263.0,7,5.0,10,2013-10-07,2013
6,195.0,263.0,7,5.0,10,2013-10-07,2013
7,154.0,263.0,7,5.0,10,2013-10-07,2013
9,246.0,263.0,7,5.0,10,2013-10-07,2013
10,350.0,263.0,7,5.0,10,2013-10-07,2013
1,187.0,264.0,8,6.0,10,2013-10-08,2013
2,133.0,264.0,8,6.0,10,2013-10-08,2013
3,229.0,264.0,8,6.0,10,2013-10-08,2013
4,305.0,264.0,8,6.0,10,2013-10-08,2013
6,166.0,264.0,8,6.0,10,2013-10-08,2013
7,290.0,264.0,8,6.0,10,2013-10-08,2013
9,307.0,264.0,8,6.0,10,2013-10-08,2013
10,309.0,264.0,8,6.0,10,2013-10-08,2013
4,19.0,265.0,9,7.0,10,2013-10-09,2013
1,324.0,266.0,10,1.0,10,2013-10-10,2013
2,133.0,266.0,10,1.0,10,2013-10-10,2013
3,183.0,266.0,10,1.0,10,2013-10-10,2013
4,488.0,266.0,10,1.0,10,2013-10-10,2013
6,171.0,266.0,10,1.0,10,2013-10-10,2013
7,129.0,266.0,10,1.0,10,2013-10-10,2013
9,331.0,266.0,10,1.0,10,2013-10-10,2013
10,515.0,266.0,10,1.0,10,2013-10-10,2013
1,218.0,267.0,11,2.0,10,2013-10-11,2013
2,133.0,267.0,11,2.0,10,2013-10-11,2013
3,196.0,267.0,11,2.0,10,2013-10-11,2013
4,784.0,267.0,11,2.0,10,2013-10-11,2013
6,238.0,267.0,11,2.0,10,2013-10-11,2013
7,225.0,267.0,11,2.0,10,2013-10-11,2013
8,32.0,267.0,11,2.0,10,2013-10-11,2013
9,445.0,267.0,11,2.0,10,2013-10-11,2013
10,541.0,267.0,11,2.0,10,2013-10-11,2013
1,233.0,268.0,12,3.0,10,2013-10-12,2013
2,186.0,268.0,12,3.0,10,2013-10-12,2013
3,213.0,268.0,12,3.0,10,2013-10-12,2013
4,650.0,268.0,12,3.0,10,2013-10-12,2013
6,150.0,268.0,12,3.0,10,2013-10-12,2013
7,360.0,268.0,12,3.0,10,2013-10-12,2013
8,30.0,268.0,12,3.0,10,2013-10-12,2013
9,372.0,268.0,12,3.0,10,2013-10-12,2013
10,697.0,268.0,12,3.0,10,2013-10-12,2013
1,183.0,269.0,13,4.0,10,2013-10-13,2013
2,170.0,269.0,13,4.0,10,2013-10-13,2013
3,72.0,269.0,13,4.0,10,2013-10-13,2013
4,192.0,269.0,13,4.0,10,2013-10-13,2013
6,170.0,269.0,13,4.0,10,2013-10-13,2013
7,236.0,269.0,13,4.0,10,2013-10-13,2013
8,46.0,269.0,13,4.0,10,2013-10-13,2013
9,360.0,269.0,13,4.0,10,2013-10-13,2013
10,245.0,269.0,13,4.0,10,2013-10-13,2013
1,349.0,270.0,14,5.0,10,2013-10-14,2013
2,265.0,270.0,14,5.0,10,2013-10-14,2013
3,235.0,270.0,14,5.0,10,2013-10-14,2013
4,366.0,270.0,14,5.0,10,2013-10-14,2013
6,152.0,270.0,14,5.0,10,2013-10-14,2013
7,232.0,270.0,14,5.0,10,2013-10-14,2013
9,417.0,270.0,14,5.0,10,2013-10-14,2013
10,412.0,270.0,14,5.0,10,2013-10-14,2013
1,31.0,271.0,15,6.0,10,2013-10-15,2013
2,33.0,271.0,15,6.0,10,2013-10-15,2013
4,44.0,271.0,15,6.0,10,2013-10-15,2013
6,30.0,271.0,15,6.0,10,2013-10-15,2013
7,32.0,271.0,15,6.0,10,2013-10-15,2013
9,31.0,271.0,15,6.0,10,2013-10-15,2013
10,26.0,271.0,15,6.0,10,2013-10-15,2013
9,13.0,272.0,16,7.0,10,2013-10-16,2013
1,374.0,273.0,17,1.0,10,2013-10-17,2013
2,239.0,273.0,17,1.0,10,2013-10-17,2013
3,209.0,273.0,17,1.0,10,2013-10-17,2013
4,558.0,273.0,17,1.0,10,2013-10-17,2013
6,143.0,273.0,17,1.0,10,2013-10-17,2013
7,386.0,273.0,17,1.0,10,2013-10-17,2013
8,25.0,273.0,17,1.0,10,2013-10-17,2013
9,430.0,273.0,17,1.0,10,2013-10-17,2013
10,474.0,273.0,17,1.0,10,2013-10-17,2013
1,405.0,274.0,18,2.0,10,2013-10-18,2013
2,199.0,274.0,18,2.0,10,2013-10-18,2013
3,392.0,274.0,18,2.0,10,2013-10-18,2013
4,871.0,274.0,18,2.0,10,2013-10-18,2013
6,190.0,274.0,18,2.0,10,2013-10-18,2013
7,418.0,274.0,18,2.0,10,2013-10-18,2013
8,32.0,274.0,18,2.0,10,2013-10-18,2013
9,522.0,274.0,18,2.0,10,2013-10-18,2013
10,669.0,274.0,18,2.0,10,2013-10-18,2013
1,233.0,275.0,19,3.0,10,2013-10-19,2013
2,155.0,275.0,19,3.0,10,2013-10-19,2013
3,244.0,275.0,19,3.0,10,2013-10-19,2013
4,386.0,275.0,19,3.0,10,2013-10-19,2013
6,200.0,275.0,19,3.0,10,2013-10-19,2013
7,90.0,275.0,19,3.0,10,2013-10-19,2013
9,301.0,275.0,19,3.0,10,2013-10-19,2013
10,529.0,275.0,19,3.0,10,2013-10-19,2013
1,274.0,276.0,20,4.0,10,2013-10-20,2013
2,49.0,276.0,20,4.0,10,2013-10-20,2013
3,240.0,276.0,20,4.0,10,2013-10-20,2013
4,335.0,276.0,20,4.0,10,2013-10-20,2013
6,187.0,276.0,20,4.0,10,2013-10-20,2013
7,165.0,276.0,20,4.0,10,2013-10-20,2013
9,371.0,276.0,20,4.0,10,2013-10-20,2013
10,547.0,276.0,20,4.0,10,2013-10-20,2013
1,274.0,277.0,21,5.0,10,2013-10-21,2013
2,265.0,277.0,21,5.0,10,2013-10-21,2013
3,209.0,277.0,21,5.0,10,2013-10-21,2013
4,453.0,277.0,21,5.0,10,2013-10-21,2013
6,219.0,277.0,21,5.0,10,2013-10-21,2013
7,283.0,277.0,21,5.0,10,2013-10-21,2013
9,344.0,277.0,21,5.0,10,2013-10-21,2013
10,494.0,277.0,21,5.0,10,2013-10-21,2013
2,66.0,278.0,22,6.0,10,2013-10-22,2013
3,65.0,278.0,22,6.0,10,2013-10-22,2013
4,44.0,278.0,22,6.0,10,2013-10-22,2013
6,24.0,278.0,22,6.0,10,2013-10-22,2013
9,46.0,278.0,22,6.0,10,2013-10-22,2013
10,26.0,278.0,22,6.0,10,2013-10-22,2013
6,5.0,279.0,23,7.0,10,2013-10-23,2013
1,200.0,280.0,24,1.0,10,2013-10-24,2013
2,398.0,280.0,24,1.0,10,2013-10-24,2013
3,157.0,280.0,24,1.0,10,2013-10-24,2013
4,558.0,280.0,24,1.0,10,2013-10-24,2013
6,209.0,280.0,24,1.0,10,2013-10-24,2013
7,206.0,280.0,24,1.0,10,2013-10-24,2013
8,25.0,280.0,24,1.0,10,2013-10-24,2013
9,466.0,280.0,24,1.0,10,2013-10-24,2013
10,638.0,280.0,24,1.0,10,2013-10-24,2013
1,437.0,281.0,25,2.0,10,2013-10-25,2013
2,265.0,281.0,25,2.0,10,2013-10-25,2013
3,294.0,281.0,25,2.0,10,2013-10-25,2013
4,501.0,281.0,25,2.0,10,2013-10-25,2013
6,303.0,281.0,25,2.0,10,2013-10-25,2013
7,225.0,281.0,25,2.0,10,2013-10-25,2013
8,32.0,281.0,25,2.0,10,2013-10-25,2013
9,292.0,281.0,25,2.0,10,2013-10-25,2013
10,566.0,281.0,25,2.0,10,2013-10-25,2013
1,204.0,282.0,26,3.0,10,2013-10-26,2013
2,279.0,282.0,26,3.0,10,2013-10-26,2013
3,213.0,282.0,26,3.0,10,2013-10-26,2013
4,305.0,282.0,26,3.0,10,2013-10-26,2013
6,233.0,282.0,26,3.0,10,2013-10-26,2013
7,360.0,282.0,26,3.0,10,2013-10-26,2013
8,30.0,282.0,26,3.0,10,2013-10-26,2013
9,286.0,282.0,26,3.0,10,2013-10-26,2013
10,649.0,282.0,26,3.0,10,2013-10-26,2013
1,320.0,283.0,27,4.0,10,2013-10-27,2013
2,243.0,283.0,27,4.0,10,2013-10-27,2013
3,311.0,283.0,27,4.0,10,2013-10-27,2013
4,335.0,283.0,27,4.0,10,2013-10-27,2013
6,218.0,283.0,27,4.0,10,2013-10-27,2013
7,118.0,283.0,27,4.0,10,2013-10-27,2013
8,23.0,283.0,27,4.0,10,2013-10-27,2013
9,259.0,283.0,27,4.0,10,2013-10-27,2013
10,415.0,283.0,27,4.0,10,2013-10-27,2013
1,299.0,284.0,28,5.0,10,2013-10-28,2013
2,265.0,284.0,28,5.0,10,2013-10-28,2013
3,287.0,284.0,28,5.0,10,2013-10-28,2013
4,540.0,284.0,28,5.0,10,2013-10-28,2013
6,200.0,284.0,28,5.0,10,2013-10-28,2013
7,206.0,284.0,28,5.0,10,2013-10-28,2013
8,25.0,284.0,28,5.0,10,2013-10-28,2013
9,319.0,284.0,28,5.0,10,2013-10-28,2013
10,597.0,284.0,28,5.0,10,2013-10-28,2013
1,62.0,285.0,29,6.0,10,2013-10-29,2013
3,65.0,285.0,29,6.0,10,2013-10-29,2013
4,44.0,285.0,29,6.0,10,2013-10-29,2013
6,42.0,285.0,29,6.0,10,2013-10-29,2013
9,61.0,285.0,29,6.0,10,2013-10-29,2013
10,26.0,285.0,29,6.0,10,2013-10-29,2013
1,499.0,286.0,31,1.0,10,2013-10-31,2013
2,478.0,286.0,31,1.0,10,2013-10-31,2013
3,131.0,286.0,31,1.0,10,2013-10-31,2013
4,592.0,286.0,31,1.0,10,2013-10-31,2013
6,200.0,286.0,31,1.0,10,2013-10-31,2013
7,232.0,286.0,31,1.0,10,2013-10-31,2013
8,76.0,286.0,31,1.0,10,2013-10-31,2013
9,319.0,286.0,31,1.0,10,2013-10-31,2013
10,453.0,286.0,31,1.0,10,2013-10-31,2013
1,312.0,287.0,1,2.0,11,2013-11-01,2013
2,232.0,287.0,1,2.0,11,2013-11-01,2013
3,359.0,287.0,1,2.0,11,2013-11-01,2013
4,479.0,287.0,1,2.0,11,2013-11-01,2013
6,255.0,287.0,1,2.0,11,2013-11-01,2013
7,386.0,287.0,1,2.0,11,2013-11-01,2013
8,127.0,287.0,1,2.0,11,2013-11-01,2013
9,353.0,287.0,1,2.0,11,2013-11-01,2013
10,515.0,287.0,1,2.0,11,2013-11-01,2013
1,320.0,288.0,2,3.0,11,2013-11-02,2013
2,217.0,288.0,2,3.0,11,2013-11-02,2013
3,183.0,288.0,2,3.0,11,2013-11-02,2013
4,386.0,288.0,2,3.0,11,2013-11-02,2013
6,194.0,288.0,2,3.0,11,2013-11-02,2013
7,240.0,288.0,2,3.0,11,2013-11-02,2013
9,372.0,288.0,2,3.0,11,2013-11-02,2013
10,625.0,288.0,2,3.0,11,2013-11-02,2013
1,114.0,289.0,3,4.0,11,2013-11-03,2013
2,195.0,289.0,3,4.0,11,2013-11-03,2013
3,120.0,289.0,3,4.0,11,2013-11-03,2013
4,287.0,289.0,3,4.0,11,2013-11-03,2013
6,96.0,289.0,3,4.0,11,2013-11-03,2013
7,142.0,289.0,3,4.0,11,2013-11-03,2013
9,338.0,289.0,3,4.0,11,2013-11-03,2013
10,321.0,289.0,3,4.0,11,2013-11-03,2013
1,399.0,290.0,4,5.0,11,2013-11-04,2013
2,239.0,290.0,4,5.0,11,2013-11-04,2013
3,183.0,290.0,4,5.0,11,2013-11-04,2013
4,540.0,290.0,4,5.0,11,2013-11-04,2013
6,247.0,290.0,4,5.0,11,2013-11-04,2013
7,309.0,290.0,4,5.0,11,2013-11-04,2013
8,51.0,290.0,4,5.0,11,2013-11-04,2013
9,307.0,290.0,4,5.0,11,2013-11-04,2013
10,597.0,290.0,4,5.0,11,2013-11-04,2013
1,62.0,291.0,5,6.0,11,2013-11-05,2013
2,33.0,291.0,5,6.0,11,2013-11-05,2013
4,65.0,291.0,5,6.0,11,2013-11-05,2013
6,36.0,291.0,5,6.0,11,2013-11-05,2013
9,46.0,291.0,5,6.0,11,2013-11-05,2013
10,51.0,291.0,5,6.0,11,2013-11-05,2013
6,5.0,292.0,6,7.0,11,2013-11-06,2013
7,28.0,292.0,6,7.0,11,2013-11-06,2013
1,324.0,293.0,7,1.0,11,2013-11-07,2013
2,265.0,293.0,7,1.0,11,2013-11-07,2013
3,209.0,293.0,7,1.0,11,2013-11-07,2013
4,470.0,293.0,7,1.0,11,2013-11-07,2013
6,171.0,293.0,7,1.0,11,2013-11-07,2013
7,180.0,293.0,7,1.0,11,2013-11-07,2013
8,25.0,293.0,7,1.0,11,2013-11-07,2013
9,258.0,293.0,7,1.0,11,2013-11-07,2013
10,474.0,293.0,7,1.0,11,2013-11-07,2013
1,312.0,294.0,8,2.0,11,2013-11-08,2013
2,99.0,294.0,8,2.0,11,2013-11-08,2013
3,196.0,294.0,8,2.0,11,2013-11-08,2013
4,784.0,294.0,8,2.0,11,2013-11-08,2013
6,184.0,294.0,8,2.0,11,2013-11-08,2013
7,418.0,294.0,8,2.0,11,2013-11-08,2013
8,63.0,294.0,8,2.0,11,2013-11-08,2013
9,614.0,294.0,8,2.0,11,2013-11-08,2013
10,515.0,294.0,8,2.0,11,2013-11-08,2013
1,378.0,295.0,9,3.0,11,2013-11-09,2013
2,402.0,295.0,9,3.0,11,2013-11-09,2013
3,122.0,295.0,9,3.0,11,2013-11-09,2013
4,447.0,295.0,9,3.0,11,2013-11-09,2013
6,255.0,295.0,9,3.0,11,2013-11-09,2013
7,330.0,295.0,9,3.0,11,2013-11-09,2013
9,458.0,295.0,9,3.0,11,2013-11-09,2013
10,505.0,295.0,9,3.0,11,2013-11-09,2013
1,274.0,296.0,10,4.0,11,2013-11-10,2013
2,170.0,296.0,10,4.0,11,2013-11-10,2013
3,216.0,296.0,10,4.0,11,2013-11-10,2013
4,160.0,296.0,10,4.0,11,2013-11-10,2013
6,139.0,296.0,10,4.0,11,2013-11-10,2013
7,236.0,296.0,10,4.0,11,2013-11-10,2013
8,46.0,296.0,10,4.0,11,2013-11-10,2013
9,259.0,296.0,10,4.0,11,2013-11-10,2013
10,321.0,296.0,10,4.0,11,2013-11-10,2013
1,274.0,297.0,11,5.0,11,2013-11-11,2013
2,159.0,297.0,11,5.0,11,2013-11-11,2013
3,183.0,297.0,11,5.0,11,2013-11-11,2013
4,523.0,297.0,11,5.0,11,2013-11-11,2013
6,185.0,297.0,11,5.0,11,2013-11-11,2013
7,257.0,297.0,11,5.0,11,2013-11-11,2013
8,51.0,297.0,11,5.0,11,2013-11-11,2013
9,430.0,297.0,11,5.0,11,2013-11-11,2013
10,474.0,297.0,11,5.0,11,2013-11-11,2013
1,62.0,298.0,12,6.0,11,2013-11-12,2013
2,33.0,298.0,12,6.0,11,2013-11-12,2013
4,65.0,298.0,12,6.0,11,2013-11-12,2013
6,18.0,298.0,12,6.0,11,2013-11-12,2013
9,15.0,298.0,12,6.0,11,2013-11-12,2013
1,200.0,299.0,14,1.0,11,2013-11-14,2013
2,265.0,299.0,14,1.0,11,2013-11-14,2013
3,183.0,299.0,14,1.0,11,2013-11-14,2013
4,523.0,299.0,14,1.0,11,2013-11-14,2013
6,238.0,299.0,14,1.0,11,2013-11-14,2013
7,232.0,299.0,14,1.0,11,2013-11-14,2013
8,51.0,299.0,14,1.0,11,2013-11-14,2013
9,381.0,299.0,14,1.0,11,2013-11-14,2013
10,556.0,299.0,14,1.0,11,2013-11-14,2013
1,374.0,300.0,15,2.0,11,2013-11-15,2013
2,298.0,300.0,15,2.0,11,2013-11-15,2013
3,196.0,300.0,15,2.0,11,2013-11-15,2013
4,261.0,300.0,15,2.0,11,2013-11-15,2013
6,226.0,300.0,15,2.0,11,2013-11-15,2013
7,161.0,300.0,15,2.0,11,2013-11-15,2013
9,399.0,300.0,15,2.0,11,2013-11-15,2013
10,721.0,300.0,15,2.0,11,2013-11-15,2013
1,378.0,301.0,16,3.0,11,2013-11-16,2013
2,340.0,301.0,16,3.0,11,2013-11-16,2013
3,152.0,301.0,16,3.0,11,2013-11-16,2013
4,305.0,301.0,16,3.0,11,2013-11-16,2013
6,222.0,301.0,16,3.0,11,2013-11-16,2013
7,180.0,301.0,16,3.0,11,2013-11-16,2013
9,301.0,301.0,16,3.0,11,2013-11-16,2013
10,529.0,301.0,16,3.0,11,2013-11-16,2013
1,206.0,302.0,17,4.0,11,2013-11-17,2013
2,97.0,302.0,17,4.0,11,2013-11-17,2013
3,168.0,302.0,17,4.0,11,2013-11-17,2013
4,176.0,302.0,17,4.0,11,2013-11-17,2013
6,179.0,302.0,17,4.0,11,2013-11-17,2013
7,71.0,302.0,17,4.0,11,2013-11-17,2013
9,338.0,302.0,17,4.0,11,2013-11-17,2013
10,585.0,302.0,17,4.0,11,2013-11-17,2013
1,299.0,303.0,18,5.0,11,2013-11-18,2013
2,159.0,303.0,18,5.0,11,2013-11-18,2013
3,209.0,303.0,18,5.0,11,2013-11-18,2013
4,383.0,303.0,18,5.0,11,2013-11-18,2013
6,166.0,303.0,18,5.0,11,2013-11-18,2013
7,309.0,303.0,18,5.0,11,2013-11-18,2013
9,270.0,303.0,18,5.0,11,2013-11-18,2013
10,432.0,303.0,18,5.0,11,2013-11-18,2013
1,62.0,304.0,19,6.0,11,2013-11-19,2013
3,131.0,304.0,19,6.0,11,2013-11-19,2013
4,22.0,304.0,19,6.0,11,2013-11-19,2013
6,30.0,304.0,19,6.0,11,2013-11-19,2013
9,61.0,304.0,19,6.0,11,2013-11-19,2013
10,51.0,304.0,19,6.0,11,2013-11-19,2013
10,22.0,305.0,20,7.0,11,2013-11-20,2013
1,374.0,306.0,21,1.0,11,2013-11-21,2013
2,265.0,306.0,21,1.0,11,2013-11-21,2013
3,78.0,306.0,21,1.0,11,2013-11-21,2013
4,453.0,306.0,21,1.0,11,2013-11-21,2013
6,157.0,306.0,21,1.0,11,2013-11-21,2013
7,129.0,306.0,21,1.0,11,2013-11-21,2013
9,442.0,306.0,21,1.0,11,2013-11-21,2013
10,494.0,306.0,21,1.0,11,2013-11-21,2013
1,561.0,307.0,22,2.0,11,2013-11-22,2013
2,199.0,307.0,22,2.0,11,2013-11-22,2013
3,261.0,307.0,22,2.0,11,2013-11-22,2013
4,675.0,307.0,22,2.0,11,2013-11-22,2013
6,238.0,307.0,22,2.0,11,2013-11-22,2013
7,257.0,307.0,22,2.0,11,2013-11-22,2013
8,63.0,307.0,22,2.0,11,2013-11-22,2013
9,445.0,307.0,22,2.0,11,2013-11-22,2013
10,386.0,307.0,22,2.0,11,2013-11-22,2013
1,291.0,308.0,23,3.0,11,2013-11-23,2013
2,124.0,308.0,23,3.0,11,2013-11-23,2013
3,152.0,308.0,23,3.0,11,2013-11-23,2013
4,488.0,308.0,23,3.0,11,2013-11-23,2013
6,177.0,308.0,23,3.0,11,2013-11-23,2013
7,210.0,308.0,23,3.0,11,2013-11-23,2013
9,415.0,308.0,23,3.0,11,2013-11-23,2013
10,384.0,308.0,23,3.0,11,2013-11-23,2013
1,389.0,309.0,24,4.0,11,2013-11-24,2013
2,219.0,309.0,24,4.0,11,2013-11-24,2013
3,264.0,309.0,24,4.0,11,2013-11-24,2013
4,351.0,309.0,24,4.0,11,2013-11-24,2013
6,205.0,309.0,24,4.0,11,2013-11-24,2013
7,118.0,309.0,24,4.0,11,2013-11-24,2013
8,23.0,309.0,24,4.0,11,2013-11-24,2013
9,383.0,309.0,24,4.0,11,2013-11-24,2013
10,585.0,309.0,24,4.0,11,2013-11-24,2013
1,225.0,310.0,25,5.0,11,2013-11-25,2013
2,345.0,310.0,25,5.0,11,2013-11-25,2013
3,235.0,310.0,25,5.0,11,2013-11-25,2013
4,418.0,310.0,25,5.0,11,2013-11-25,2013
6,214.0,310.0,25,5.0,11,2013-11-25,2013
7,154.0,310.0,25,5.0,11,2013-11-25,2013
8,25.0,310.0,25,5.0,11,2013-11-25,2013
9,344.0,310.0,25,5.0,11,2013-11-25,2013
10,494.0,310.0,25,5.0,11,2013-11-25,2013
1,62.0,311.0,26,6.0,11,2013-11-26,2013
2,66.0,311.0,26,6.0,11,2013-11-26,2013
3,65.0,311.0,26,6.0,11,2013-11-26,2013
4,65.0,311.0,26,6.0,11,2013-11-26,2013
6,202.0,311.0,26,6.0,11,2013-11-26,2013
7,193.0,311.0,26,6.0,11,2013-11-26,2013
9,138.0,311.0,26,6.0,11,2013-11-26,2013
10,335.0,311.0,26,6.0,11,2013-11-26,2013
2,57.0,312.0,27,7.0,11,2013-11-27,2013
3,28.0,312.0,27,7.0,11,2013-11-27,2013
6,5.0,312.0,27,7.0,11,2013-11-27,2013
9,13.0,312.0,27,7.0,11,2013-11-27,2013
1,324.0,313.0,28,1.0,11,2013-11-28,2013
2,371.0,313.0,28,1.0,11,2013-11-28,2013
3,314.0,313.0,28,1.0,11,2013-11-28,2013
4,505.0,313.0,28,1.0,11,2013-11-28,2013
6,299.0,313.0,28,1.0,11,2013-11-28,2013
7,335.0,313.0,28,1.0,11,2013-11-28,2013
9,577.0,313.0,28,1.0,11,2013-11-28,2013
10,700.0,313.0,28,1.0,11,2013-11-28,2013
1,343.0,314.0,29,2.0,11,2013-11-29,2013
2,133.0,314.0,29,2.0,11,2013-11-29,2013
3,163.0,314.0,29,2.0,11,2013-11-29,2013
4,588.0,314.0,29,2.0,11,2013-11-29,2013
6,178.0,314.0,29,2.0,11,2013-11-29,2013
7,322.0,314.0,29,2.0,11,2013-11-29,2013
8,95.0,314.0,29,2.0,11,2013-11-29,2013
9,368.0,314.0,29,2.0,11,2013-11-29,2013
10,463.0,314.0,29,2.0,11,2013-11-29,2013
1,262.0,315.0,30,3.0,11,2013-11-30,2013
2,279.0,315.0,30,3.0,11,2013-11-30,2013
3,274.0,315.0,30,3.0,11,2013-11-30,2013
4,508.0,315.0,30,3.0,11,2013-11-30,2013
6,227.0,315.0,30,3.0,11,2013-11-30,2013
7,150.0,315.0,30,3.0,11,2013-11-30,2013
9,372.0,315.0,30,3.0,11,2013-11-30,2013
10,480.0,315.0,30,3.0,11,2013-11-30,2013
1,114.0,316.0,1,4.0,12,2013-12-01,2013
2,170.0,316.0,1,4.0,12,2013-12-01,2013
3,96.0,316.0,1,4.0,12,2013-12-01,2013
4,192.0,316.0,1,4.0,12,2013-12-01,2013
6,144.0,316.0,1,4.0,12,2013-12-01,2013
7,212.0,316.0,1,4.0,12,2013-12-01,2013
8,46.0,316.0,1,4.0,12,2013-12-01,2013
9,293.0,316.0,1,4.0,12,2013-12-01,2013
10,415.0,316.0,1,4.0,12,2013-12-01,2013
1,299.0,317.0,2,5.0,12,2013-12-02,2013
2,345.0,317.0,2,5.0,12,2013-12-02,2013
3,209.0,317.0,2,5.0,12,2013-12-02,2013
4,227.0,317.0,2,5.0,12,2013-12-02,2013
6,176.0,317.0,2,5.0,12,2013-12-02,2013
7,154.0,317.0,2,5.0,12,2013-12-02,2013
8,51.0,317.0,2,5.0,12,2013-12-02,2013
9,516.0,317.0,2,5.0,12,2013-12-02,2013
10,556.0,317.0,2,5.0,12,2013-12-02,2013
1,94.0,318.0,3,6.0,12,2013-12-03,2013
2,33.0,318.0,3,6.0,12,2013-12-03,2013
3,33.0,318.0,3,6.0,12,2013-12-03,2013
4,131.0,318.0,3,6.0,12,2013-12-03,2013
6,48.0,318.0,3,6.0,12,2013-12-03,2013
7,32.0,318.0,3,6.0,12,2013-12-03,2013
9,15.0,318.0,3,6.0,12,2013-12-03,2013
10,103.0,318.0,3,6.0,12,2013-12-03,2013
6,5.0,319.0,4,7.0,12,2013-12-04,2013
1,374.0,320.0,5,1.0,12,2013-12-05,2013
2,212.0,320.0,5,1.0,12,2013-12-05,2013
3,366.0,320.0,5,1.0,12,2013-12-05,2013
4,453.0,320.0,5,1.0,12,2013-12-05,2013
6,185.0,320.0,5,1.0,12,2013-12-05,2013
7,257.0,320.0,5,1.0,12,2013-12-05,2013
9,491.0,320.0,5,1.0,12,2013-12-05,2013
10,494.0,320.0,5,1.0,12,2013-12-05,2013
1,374.0,321.0,6,2.0,12,2013-12-06,2013
2,133.0,321.0,6,2.0,12,2013-12-06,2013
3,229.0,321.0,6,2.0,12,2013-12-06,2013
4,544.0,321.0,6,2.0,12,2013-12-06,2013
6,226.0,321.0,6,2.0,12,2013-12-06,2013
7,354.0,321.0,6,2.0,12,2013-12-06,2013
8,95.0,321.0,6,2.0,12,2013-12-06,2013
9,644.0,321.0,6,2.0,12,2013-12-06,2013
10,541.0,321.0,6,2.0,12,2013-12-06,2013
1,320.0,322.0,7,3.0,12,2013-12-07,2013
2,681.0,322.0,7,3.0,12,2013-12-07,2013
3,579.0,322.0,7,3.0,12,2013-12-07,2013
4,447.0,322.0,7,3.0,12,2013-12-07,2013
6,399.0,322.0,7,3.0,12,2013-12-07,2013
7,571.0,322.0,7,3.0,12,2013-12-07,2013
9,874.0,322.0,7,3.0,12,2013-12-07,2013
10,961.0,322.0,7,3.0,12,2013-12-07,2013
1,229.0,323.0,8,4.0,12,2013-12-08,2013
2,170.0,323.0,8,4.0,12,2013-12-08,2013
3,192.0,323.0,8,4.0,12,2013-12-08,2013
4,272.0,323.0,8,4.0,12,2013-12-08,2013
6,227.0,323.0,8,4.0,12,2013-12-08,2013
7,118.0,323.0,8,4.0,12,2013-12-08,2013
8,23.0,323.0,8,4.0,12,2013-12-08,2013
9,495.0,323.0,8,4.0,12,2013-12-08,2013
