r_date,date,brand,day_of_week,cnt
2013-09-28,255.0,3,1.0,314.0
2013-09-28,255.0,4,1.0,366.0
2013-09-28,255.0,5,,
2013-09-28,255.0,6,1.0,247.0
2013-09-28,255.0,7,1.0,206.0
2013-09-28,255.0,8,,
2013-09-28,255.0,9,1.0,442.0
2013-09-28,255.0,10,1.0,741.0
2013-09-29,256.0,1,,
2013-09-29,256.0,2,,
2013-09-29,256.0,3,,
2013-09-29,256.0,4,,
2013-09-29,256.0,5,,
2013-09-29,256.0,6,2.0,12.0
2013-09-29,256.0,7,2.0,32.0
2013-09-29,256.0,8,,
2013-09-29,256.0,9,,
2013-09-29,256.0,10,,
2013-09-30,257.0,1,,
2013-09-30,257.0,2,3.0,31.0
2013-09-30,257.0,3,,
2013-09-30,257.0,4,,
2013-09-30,257.0,5,,
2013-09-30,257.0,6,3.0,44.0
2013-09-30,257.0,7,,
2013-09-30,257.0,8,,
2013-09-30,257.0,9,3.0,86.0
2013-09-30,257.0,10,3.0,48.0
2013-10-01,258.0,1,,
2013-10-01,258.0,2,,
2013-10-01,258.0,3,,
2013-10-01,258.0,4,5.0,17.0
2013-10-01,258.0,5,,
2013-10-01,258.0,6,,
2013-10-01,258.0,7,,
2013-10-01,258.0,8,,
2013-10-01,258.0,9,5.0,12.0
2013-10-01,258.0,10,,
2013-10-02,259.0,1,,
2013-10-02,259.0,2,,
2013-10-02,259.0,3,,
2013-10-02,259.0,4,7.0,19.0
2013-10-02,259.0,5,,
2013-10-02,259.0,6,,
2013-10-02,259.0,7,,
2013-10-02,259.0,8,,
2013-10-02,259.0,9,7.0,13.0
2013-10-02,259.0,10,,
2013-10-03,,1,,
2013-10-03,,2,,
2013-10-03,,3,,
2013-10-03,,4,,
2013-10-03,,5,,
2013-10-03,,6,,
2013-10-03,,7,,
2013-10-03,,8,,
2013-10-03,,9,,
2013-10-03,,10,,
2013-10-04,260.0,1,2.0,343.0
2013-10-04,260.0,2,2.0,829.0
2013-10-04,260.0,3,2.0,555.0
2013-10-04,260.0,4,2.0,1111.0
2013-10-04,260.0,5,,
2013-10-04,260.0,6,2.0,356.0
2013-10-04,260.0,7,2.0,354.0
2013-10-04,260.0,8,2.0,158.0
2013-10-04,260.0,9,2.0,1105.0
2013-10-04,260.0,10,2.0,1828.0
2013-10-05,261.0,1,3.0,495.0
2013-10-05,261.0,2,3.0,743.0
2013-10-05,261.0,3,3.0,579.0
2013-10-05,261.0,4,3.0,630.0
2013-10-05,261.0,5,,
2013-10-05,261.0,6,3.0,255.0
2013-10-05,261.0,7,3.0,330.0
2013-10-05,261.0,8,3.0,118.0
2013-10-05,261.0,9,3.0,501.0
2013-10-05,261.0,10,3.0,865.0
2013-10-06,262.0,1,4.0,457.0
2013-10-06,262.0,2,4.0,268.0
2013-10-06,262.0,3,4.0,264.0
2013-10-06,262.0,4,4.0,479.0
2013-10-06,262.0,5,,
2013-10-06,262.0,6,4.0,166.0
2013-10-06,262.0,7,4.0,165.0
2013-10-06,262.0,8,4.0,46.0
2013-10-06,262.0,9,4.0,484.0
2013-10-06,262.0,10,4.0,566.0
2013-10-07,263.0,1,5.0,324.0
2013-10-07,263.0,2,5.0,212.0
2013-10-07,263.0,3,5.0,235.0
2013-10-07,263.0,4,5.0,348.0
2013-10-07,263.0,5,,
2013-10-07,263.0,6,5.0,195.0
2013-10-07,263.0,7,5.0,154.0
2013-10-07,263.0,8,,
2013-10-07,263.0,9,5.0,246.0
2013-10-07,263.0,10,5.0,350.0
2013-10-08,264.0,1,6.0,187.0
2013-10-08,264.0,2,6.0,133.0
2013-10-08,264.0,3,6.0,229.0
2013-10-08,264.0,4,6.0,305.0
2013-10-08,264.0,5,,
2013-10-08,264.0,6,6.0,166.0
2013-10-08,264.0,7,6.0,290.0
2013-10-08,264.0,8,,
2013-10-08,264.0,9,6.0,307.0
2013-10-08,264.0,10,6.0,309.0
2013-10-09,265.0,1,,
2013-10-09,265.0,2,,
2013-10-09,265.0,3,,
2013-10-09,265.0,4,7.0,19.0
2013-10-09,265.0,5,,
2013-10-09,265.0,6,,
2013-10-09,265.0,7,,
2013-10-09,265.0,8,,
2013-10-09,265.0,9,,
2013-10-09,265.0,10,,
2013-10-10,266.0,1,1.0,324.0
2013-10-10,266.0,2,1.0,133.0
2013-10-10,266.0,3,1.0,183.0
2013-10-10,266.0,4,1.0,488.0
2013-10-10,266.0,5,,
2013-10-10,266.0,6,1.0,171.0
2013-10-10,266.0,7,1.0,129.0
2013-10-10,266.0,8,,
2013-10-10,266.0,9,1.0,331.0
2013-10-10,266.0,10,1.0,515.0
2013-10-11,267.0,1,2.0,218.0
2013-10-11,267.0,2,2.0,133.0
2013-10-11,267.0,3,2.0,196.0
2013-10-11,267.0,4,2.0,784.0
2013-10-11,267.0,5,,
2013-10-11,267.0,6,2.0,238.0
2013-10-11,267.0,7,2.0,225.0
2013-10-11,267.0,8,2.0,32.0
2013-10-11,267.0,9,2.0,445.0
2013-10-11,267.0,10,2.0,541.0
2013-10-12,268.0,1,3.0,233.0
2013-10-12,268.0,2,3.0,186.0
2013-10-12,268.0,3,3.0,213.0
2013-10-12,268.0,4,3.0,650.0
2013-10-12,268.0,5,,
2013-10-12,268.0,6,3.0,150.0
2013-10-12,268.0,7,3.0,360.0
2013-10-12,268.0,8,3.0,30.0
2013-10-12,268.0,9,3.0,372.0
2013-10-12,268.0,10,3.0,697.0
2013-10-13,269.0,1,4.0,183.0
2013-10-13,269.0,2,4.0,170.0
2013-10-13,269.0,3,4.0,72.0
2013-10-13,269.0,4,4.0,192.0
2013-10-13,269.0,5,,
2013-10-13,269.0,6,4.0,170.0
2013-10-13,269.0,7,4.0,236.0
2013-10-13,269.0,8,4.0,46.0
2013-10-13,269.0,9,4.0,360.0
2013-10-13,269.0,10,4.0,245.0
2013-10-14,270.0,1,5.0,349.0
2013-10-14,270.0,2,5.0,265.0
2013-10-14,270.0,3,5.0,235.0
2013-10-14,270.0,4,5.0,366.0
2013-10-14,270.0,5,,
2013-10-14,270.0,6,5.0,152.0
2013-10-14,270.0,7,5.0,232.0
2013-10-14,270.0,8,,
2013-10-14,270.0,9,5.0,417.0
2013-10-14,270.0,10,5.0,412.0
2013-10-15,271.0,1,6.0,31.0
2013-10-15,271.0,2,6.0,33.0
2013-10-15,271.0,3,,
2013-10-15,271.0,4,6.0,44.0
2013-10-15,271.0,5,,
2013-10-15,271.0,6,6.0,30.0
2013-10-15,271.0,7,6.0,32.0
2013-10-15,271.0,8,,
2013-10-15,271.0,9,6.0,31.0
2013-10-15,271.0,10,6.0,26.0
2013-10-16,272.0,1,,
2013-10-16,272.0,2,,
2013-10-16,272.0,3,,
2013-10-16,272.0,4,,
2013-10-16,272.0,5,,
2013-10-16,272.0,6,,
2013-10-16,272.0,7,,
2013-10-16,272.0,8,,
2013-10-16,272.0,9,7.0,13.0
2013-10-16,272.0,10,,
2013-10-17,273.0,1,1.0,374.0
2013-10-17,273.0,2,1.0,239.0
2013-10-17,273.0,3,1.0,209.0
2013-10-17,273.0,4,1.0,558.0
2013-10-17,273.0,5,,
2013-10-17,273.0,6,1.0,143.0
2013-10-17,273.0,7,1.0,386.0
2013-10-17,273.0,8,1.0,25.0
2013-10-17,273.0,9,1.0,430.0
2013-10-17,273.0,10,1.0,474.0
2013-10-18,274.0,1,2.0,405.0
2013-10-18,274.0,2,2.0,199.0
2013-10-18,274.0,3,2.0,392.0
2013-10-18,274.0,4,2.0,871.0
2013-10-18,274.0,5,,
2013-10-18,274.0,6,2.0,190.0
2013-10-18,274.0,7,2.0,418.0
2013-10-18,274.0,8,2.0,32.0
2013-10-18,274.0,9,2.0,522.0
2013-10-18,274.0,10,2.0,669.0
2013-10-19,275.0,1,3.0,233.0
2013-10-19,275.0,2,3.0,155.0
2013-10-19,275.0,3,3.0,244.0
2013-10-19,275.0,4,3.0,386.0
2013-10-19,275.0,5,,
2013-10-19,275.0,6,3.0,200.0
2013-10-19,275.0,7,3.0,90.0
2013-10-19,275.0,8,,
2013-10-19,275.0,9,3.0,301.0
2013-10-19,275.0,10,3.0,529.0
2013-10-20,276.0,1,4.0,274.0
2013-10-20,276.0,2,4.0,49.0
2013-10-20,276.0,3,4.0,240.0
2013-10-20,276.0,4,4.0,335.0
2013-10-20,276.0,5,,
2013-10-20,276.0,6,4.0,187.0
2013-10-20,276.0,7,4.0,165.0
2013-10-20,276.0,8,,
2013-10-20,276.0,9,4.0,371.0
2013-10-20,276.0,10,4.0,547.0
2013-10-21,277.0,1,5.0,274.0
2013-10-21,277.0,2,5.0,265.0
2013-10-21,277.0,3,5.0,209.0
2013-10-21,277.0,4,5.0,453.0
2013-10-21,277.0,5,,
2013-10-21,277.0,6,5.0,219.0
2013-10-21,277.0,7,5.0,283.0
2013-10-21,277.0,8,,
2013-10-21,277.0,9,5.0,344.0
2013-10-21,277.0,10,5.0,494.0
2013-10-22,278.0,1,,
2013-10-22,278.0,2,6.0,66.0
2013-10-22,278.0,3,6.0,65.0
2013-10-22,278.0,4,6.0,44.0
2013-10-22,278.0,5,,
2013-10-22,278.0,6,6.0,24.0
2013-10-22,278.0,7,,
2013-10-22,278.0,8,,
2013-10-22,278.0,9,6.0,46.0
2013-10-22,278.0,10,6.0,26.0
2013-10-23,279.0,1,,
2013-10-23,279.0,2,,
2013-10-23,279.0,3,,
2013-10-23,279.0,4,,
2013-10-23,279.0,5,,
2013-10-23,279.0,6,7.0,5.0
2013-10-23,279.0,7,,
2013-10-23,279.0,8,,
2013-10-23,279.0,9,,
2013-10-23,279.0,10,,
2013-10-24,280.0,1,1.0,200.0
2013-10-24,280.0,2,1.0,398.0
2013-10-24,280.0,3,1.0,157.0
2013-10-24,280.0,4,1.0,558.0
2013-10-24,280.0,5,,
2013-10-24,280.0,6,1.0,209.0
2013-10-24,280.0,7,1.0,206.0
2013-10-24,280.0,8,1.0,25.0
2013-10-24,280.0,9,1.0,466.0
2013-10-24,280.0,10,1.0,638.0
2013-10-25,281.0,1,2.0,437.0
2013-10-25,281.0,2,2.0,265.0
2013-10-25,281.0,3,2.0,294.0
2013-10-25,281.0,4,2.0,501.0
2013-10-25,281.0,5,,
2013-10-25,281.0,6,2.0,303.0
2013-10-25,281.0,7,2.0,225.0
2013-10-25,281.0,8,2.0,32.0
2013-10-25,281.0,9,2.0,292.0
2013-10-25,281.0,10,2.0,566.0
2013-10-26,282.0,1,3.0,204.0
2013-10-26,282.0,2,3.0,279.0
2013-10-26,282.0,3,3.0,213.0
2013-10-26,282.0,4,3.0,305.0
2013-10-26,282.0,5,,
2013-10-26,282.0,6,3.0,233.0
2013-10-26,282.0,7,3.0,360.0
2013-10-26,282.0,8,3.0,30.0
2013-10-26,282.0,9,3.0,286.0
2013-10-26,282.0,10,3.0,649.0
2013-10-27,283.0,1,4.0,320.0
2013-10-27,283.0,2,4.0,243.0
2013-10-27,283.0,3,4.0,311.0
2013-10-27,283.0,4,4.0,335.0
2013-10-27,283.0,5,,
2013-10-27,283.0,6,4.0,218.0
2013-10-27,283.0,7,4.0,118.0
2013-10-27,283.0,8,4.0,23.0
2013-10-27,283.0,9,4.0,259.0
2013-10-27,283.0,10,4.0,415.0
2013-10-28,284.0,1,5.0,299.0
2013-10-28,284.0,2,5.0,265.0
2013-10-28,284.0,3,5.0,287.0
2013-10-28,284.0,4,5.0,540.0
2013-10-28,284.0,5,,
2013-10-28,284.0,6,5.0,200.0
2013-10-28,284.0,7,5.0,206.0
2013-10-28,284.0,8,5.0,25.0
2013-10-28,284.0,9,5.0,319.0
2013-10-28,284.0,10,5.0,597.0
2013-10-29,285.0,1,6.0,62.0
2013-10-29,285.0,2,,
2013-10-29,285.0,3,6.0,65.0
2013-10-29,285.0,4,6.0,44.0
2013-10-29,285.0,5,,
2013-10-29,285.0,6,6.0,42.0
2013-10-29,285.0,7,,
2013-10-29,285.0,8,,
2013-10-29,285.0,9,6.0,61.0
2013-10-29,285.0,10,6.0,26.0
2013-10-30,,1,,
2013-10-30,,2,,
2013-10-30,,3,,
2013-10-30,,4,,
2013-10-30,,5,,
2013-10-30,,6,,
2013-10-30,,7,,
2013-10-30,,8,,
2013-10-30,,9,,
2013-10-30,,10,,
2013-10-31,286.0,1,1.0,499.0
2013-10-31,286.0,2,1.0,478.0
2013-10-31,286.0,3,1.0,131.0
2013-10-31,286.0,4,1.0,592.0
2013-10-31,286.0,5,,
2013-10-31,286.0,6,1.0,200.0
2013-10-31,286.0,7,1.0,232.0
2013-10-31,286.0,8,1.0,76.0
2013-10-31,286.0,9,1.0,319.0
2013-10-31,286.0,10,1.0,453.0
2013-11-01,287.0,1,2.0,312.0
2013-11-01,287.0,2,2.0,232.0
2013-11-01,287.0,3,2.0,359.0
2013-11-01,287.0,4,2.0,479.0
2013-11-01,287.0,5,,
2013-11-01,287.0,6,2.0,255.0
2013-11-01,287.0,7,2.0,386.0
2013-11-01,287.0,8,2.0,127.0
2013-11-01,287.0,9,2.0,353.0
2013-11-01,287.0,10,2.0,515.0
2013-11-02,288.0,1,3.0,320.0
2013-11-02,288.0,2,3.0,217.0
2013-11-02,288.0,3,3.0,183.0
2013-11-02,288.0,4,3.0,386.0
2013-11-02,288.0,5,,
2013-11-02,288.0,6,3.0,194.0
2013-11-02,288.0,7,3.0,240.0
2013-11-02,288.0,8,,
2013-11-02,288.0,9,3.0,372.0
2013-11-02,288.0,10,3.0,625.0
2013-11-03,289.0,1,4.0,114.0
2013-11-03,289.0,2,4.0,195.0
2013-11-03,289.0,3,4.0,120.0
2013-11-03,289.0,4,4.0,287.0
2013-11-03,289.0,5,,
2013-11-03,289.0,6,4.0,96.0
2013-11-03,289.0,7,4.0,142.0
2013-11-03,289.0,8,,
2013-11-03,289.0,9,4.0,338.0
2013-11-03,289.0,10,4.0,321.0
2013-11-04,290.0,1,5.0,399.0
2013-11-04,290.0,2,5.0,239.0
2013-11-04,290.0,3,5.0,183.0
2013-11-04,290.0,4,5.0,540.0
2013-11-04,290.0,5,,
2013-11-04,290.0,6,5.0,247.0
2013-11-04,290.0,7,5.0,309.0
2013-11-04,290.0,8,5.0,51.0
2013-11-04,290.0,9,5.0,307.0
2013-11-04,290.0,10,5.0,597.0
2013-11-05,291.0,1,6.0,62.0
2013-11-05,291.0,2,6.0,33.0
2013-11-05,291.0,3,,
2013-11-05,291.0,4,6.0,65.0
2013-11-05,291.0,5,,
2013-11-05,291.0,6,6.0,36.0
2013-11-05,291.0,7,,
2013-11-05,291.0,8,,
2013-11-05,291.0,9,6.0,46.0
2013-11-05,291.0,10,6.0,51.0
2013-11-06,292.0,1,,
2013-11-06,292.0,2,,
2013-11-06,292.0,3,,
2013-11-06,292.0,4,,
2013-11-06,292.0,5,,
2013-11-06,292.0,6,7.0,5.0
2013-11-06,292.0,7,7.0,28.0
2013-11-06,292.0,8,,
2013-11-06,292.0,9,,
2013-11-06,292.0,10,,
2013-11-07,293.0,1,1.0,324.0
2013-11-07,293.0,2,1.0,265.0
2013-11-07,293.0,3,1.0,209.0
2013-11-07,293.0,4,1.0,470.0
2013-11-07,293.0,5,,
2013-11-07,293.0,6,1.0,171.0
2013-11-07,293.0,7,1.0,180.0
2013-11-07,293.0,8,1.0,25.0
2013-11-07,293.0,9,1.0,258.0
2013-11-07,293.0,10,1.0,474.0
2013-11-08,294.0,1,2.0,312.0
2013-11-08,294.0,2,2.0,99.0
2013-11-08,294.0,3,2.0,196.0
2013-11-08,294.0,4,2.0,784.0
2013-11-08,294.0,5,,
2013-11-08,294.0,6,2.0,184.0
2013-11-08,294.0,7,2.0,418.0
2013-11-08,294.0,8,2.0,63.0
2013-11-08,294.0,9,2.0,614.0
2013-11-08,294.0,10,2.0,515.0
2013-11-09,295.0,1,3.0,378.0
2013-11-09,295.0,2,3.0,402.0
2013-11-09,295.0,3,3.0,122.0
2013-11-09,295.0,4,3.0,447.0
2013-11-09,295.0,5,,
2013-11-09,295.0,6,3.0,255.0
2013-11-09,295.0,7,3.0,330.0
2013-11-09,295.0,8,,
2013-11-09,295.0,9,3.0,458.0
2013-11-09,295.0,10,3.0,505.0
2013-11-10,296.0,1,4.0,274.0
2013-11-10,296.0,2,4.0,170.0
2013-11-10,296.0,3,4.0,216.0
2013-11-10,296.0,4,4.0,160.0
2013-11-10,296.0,5,,
2013-11-10,296.0,6,4.0,139.0
2013-11-10,296.0,7,4.0,236.0
2013-11-10,296.0,8,4.0,46.0
2013-11-10,296.0,9,4.0,259.0
2013-11-10,296.0,10,4.0,321.0
2013-11-11,297.0,1,5.0,274.0
2013-11-11,297.0,2,5.0,159.0
2013-11-11,297.0,3,5.0,183.0
2013-11-11,297.0,4,5.0,523.0
2013-11-11,297.0,5,,
2013-11-11,297.0,6,5.0,185.0
2013-11-11,297.0,7,5.0,257.0
2013-11-11,297.0,8,5.0,51.0
2013-11-11,297.0,9,5.0,430.0
2013-11-11,297.0,10,5.0,474.0
2013-11-12,298.0,1,6.0,62.0
2013-11-12,298.0,2,6.0,33.0
2013-11-12,298.0,3,,
2013-11-12,298.0,4,6.0,65.0
2013-11-12,298.0,5,,
2013-11-12,298.0,6,6.0,18.0
2013-11-12,298.0,7,,
2013-11-12,298.0,8,,
2013-11-12,298.0,9,6.0,15.0
2013-11-12,298.0,10,,
2013-11-13,,1,,
2013-11-13,,2,,
2013-11-13,,3,,
2013-11-13,,4,,
2013-11-13,,5,,
2013-11-13,,6,,
2013-11-13,,7,,
2013-11-13,,8,,
2013-11-13,,9,,
2013-11-13,,10,,
2013-11-14,299.0,1,1.0,200.0
2013-11-14,299.0,2,1.0,265.0
2013-11-14,299.0,3,1.0,183.0
2013-11-14,299.0,4,1.0,523.0
2013-11-14,299.0,5,,
2013-11-14,299.0,6,1.0,238.0
2013-11-14,299.0,7,1.0,232.0
2013-11-14,299.0,8,1.0,51.0
2013-11-14,299.0,9,1.0,381.0
2013-11-14,299.0,10,1.0,556.0
2013-11-15,300.0,1,2.0,374.0
2013-11-15,300.0,2,2.0,298.0
2013-11-15,300.0,3,2.0,196.0
2013-11-15,300.0,4,2.0,261.0
2013-11-15,300.0,5,,
2013-11-15,300.0,6,2.0,226.0
2013-11-15,300.0,7,2.0,161.0
2013-11-15,300.0,8,,
2013-11-15,300.0,9,2.0,399.0
2013-11-15,300.0,10,2.0,721.0
2013-11-16,301.0,1,3.0,378.0
2013-11-16,301.0,2,3.0,340.0
2013-11-16,301.0,3,3.0,152.0
2013-11-16,301.0,4,3.0,305.0
2013-11-16,301.0,5,,
2013-11-16,301.0,6,3.0,222.0
2013-11-16,301.0,7,3.0,180.0
2013-11-16,301.0,8,,
2013-11-16,301.0,9,3.0,301.0
2013-11-16,301.0,10,3.0,529.0
2013-11-17,302.0,1,4.0,206.0
2013-11-17,302.0,2,4.0,97.0
2013-11-17,302.0,3,4.0,168.0
2013-11-17,302.0,4,4.0,176.0
2013-11-17,302.0,5,,
2013-11-17,302.0,6,4.0,179.0
2013-11-17,302.0,7,4.0,71.0
2013-11-17,302.0,8,,
2013-11-17,302.0,9,4.0,338.0
2013-11-17,302.0,10,4.0,585.0
2013-11-18,303.0,1,5.0,299.0
2013-11-18,303.0,2,5.0,159.0
2013-11-18,303.0,3,5.0,209.0
2013-11-18,303.0,4,5.0,383.0
2013-11-18,303.0,5,,
2013-11-18,303.0,6,5.0,166.0
2013-11-18,303.0,7,5.0,309.0
2013-11-18,303.0,8,,
2013-11-18,303.0,9,5.0,270.0
2013-11-18,303.0,10,5.0,432.0
2013-11-19,304.0,1,6.0,62.0
2013-11-19,304.0,2,,
2013-11-19,304.0,3,6.0,131.0
2013-11-19,304.0,4,6.0,22.0
2013-11-19,304.0,5,,
2013-11-19,304.0,6,6.0,30.0
2013-11-19,304.0,7,,
2013-11-19,304.0,8,,
2013-11-19,304.0,9,6.0,61.0
2013-11-19,304.0,10,6.0,51.0
2013-11-20,305.0,1,,
2013-11-20,305.0,2,,
2013-11-20,305.0,3,,
2013-11-20,305.0,4,,
2013-11-20,305.0,5,,
2013-11-20,305.0,6,,
2013-11-20,305.0,7,,
2013-11-20,305.0,8,,
2013-11-20,305.0,9,,
2013-11-20,305.0,10,7.0,22.0
2013-11-21,306.0,1,1.0,374.0
2013-11-21,306.0,2,1.0,265.0
2013-11-21,306.0,3,1.0,78.0
2013-11-21,306.0,4,1.0,453.0
2013-11-21,306.0,5,,
2013-11-21,306.0,6,1.0,157.0
2013-11-21,306.0,7,1.0,129.0
2013-11-21,306.0,8,,
2013-11-21,306.0,9,1.0,442.0
2013-11-21,306.0,10,1.0,494.0
2013-11-22,307.0,1,2.0,561.0
2013-11-22,307.0,2,2.0,199.0
2013-11-22,307.0,3,2.0,261.0
2013-11-22,307.0,4,2.0,675.0
2013-11-22,307.0,5,,
2013-11-22,307.0,6,2.0,238.0
2013-11-22,307.0,7,2.0,257.0
2013-11-22,307.0,8,2.0,63.0
2013-11-22,307.0,9,2.0,445.0
2013-11-22,307.0,10,2.0,386.0
2013-11-23,308.0,1,3.0,291.0
2013-11-23,308.0,2,3.0,124.0
2013-11-23,308.0,3,3.0,152.0
2013-11-23,308.0,4,3.0,488.0
2013-11-23,308.0,5,,
2013-11-23,308.0,6,3.0,177.0
2013-11-23,308.0,7,3.0,210.0
2013-11-23,308.0,8,,
2013-11-23,308.0,9,3.0,415.0
2013-11-23,308.0,10,3.0,384.0
2013-11-24,309.0,1,4.0,389.0
2013-11-24,309.0,2,4.0,219.0
2013-11-24,309.0,3,4.0,264.0
2013-11-24,309.0,4,4.0,351.0
2013-11-24,309.0,5,,
2013-11-24,309.0,6,4.0,205.0
2013-11-24,309.0,7,4.0,118.0
2013-11-24,309.0,8,4.0,23.0
2013-11-24,309.0,9,4.0,383.0
2013-11-24,309.0,10,4.0,585.0
2013-11-25,310.0,1,5.0,225.0
2013-11-25,310.0,2,5.0,345.0
2013-11-25,310.0,3,5.0,235.0
2013-11-25,310.0,4,5.0,418.0
2013-11-25,310.0,5,,
2013-11-25,310.0,6,5.0,214.0
2013-11-25,310.0,7,5.0,154.0
2013-11-25,310.0,8,5.0,25.0
2013-11-25,310.0,9,5.0,344.0
2013-11-25,310.0,10,5.0,494.0
2013-11-26,311.0,1,6.0,62.0
2013-11-26,311.0,2,6.0,66.0
2013-11-26,311.0,3,6.0,65.0
2013-11-26,311.0,4,6.0,65.0
2013-11-26,311.0,5,,
2013-11-26,311.0,6,6.0,202.0
2013-11-26,311.0,7,6.0,193.0
2013-11-26,311.0,8,,
2013-11-26,311.0,9,6.0,138.0
2013-11-26,311.0,10,6.0,335.0
2013-11-27,312.0,1,,
2013-11-27,312.0,2,7.0,57.0
2013-11-27,312.0,3,7.0,28.0
2013-11-27,312.0,4,,
2013-11-27,312.0,5,,
2013-11-27,312.0,6,7.0,5.0
2013-11-27,312.0,7,,
2013-11-27,312.0,8,,
2013-11-27,312.0,9,7.0,13.0
2013-11-27,312.0,10,,
2013-11-28,313.0,1,1.0,324.0
2013-11-28,313.0,2,1.0,371.0
2013-11-28,313.0,3,1.0,314.0
2013-11-28,313.0,4,1.0,505.0
2013-11-28,313.0,5,,
2013-11-28,313.0,6,1.0,299.0
2013-11-28,313.0,7,1.0,335.0
2013-11-28,313.0,8,,
2013-11-28,313.0,9,1.0,577.0
2013-11-28,313.0,10,1.0,700.0
2013-11-29,314.0,1,2.0,343.0
2013-11-29,314.0,2,2.0,133.0
2013-11-29,314.0,3,2.0,163.0
2013-11-29,314.0,4,2.0,588.0
2013-11-29,314.0,5,,
2013-11-29,314.0,6,2.0,178.0
2013-11-29,314.0,7,2.0,322.0
2013-11-29,314.0,8,2.0,95.0
2013-11-29,314.0,9,2.0,368.0
2013-11-29,314.0,10,2.0,463.0
2013-11-30,315.0,1,3.0,262.0
2013-11-30,315.0,2,3.0,279.0
2013-11-30,315.0,3,3.0,274.0
2013-11-30,315.0,4,3.0,508.0
2013-11-30,315.0,5,,
2013-11-30,315.0,6,3.0,227.0
2013-11-30,315.0,7,3.0,150.0
2013-11-30,315.0,8,,
2013-11-30,315.0,9,3.0,372.0
2013-11-30,315.0,10,3.0,480.0
2013-12-01,316.0,1,4.0,114.0
2013-12-01,316.0,2,4.0,170.0
2013-12-01,316.0,3,4.0,96.0
2013-12-01,316.0,4,4.0,192.0
2013-12-01,316.0,5,,
2013-12-01,316.0,6,4.0,144.0
2013-12-01,316.0,7,4.0,212.0
2013-12-01,316.0,8,4.0,46.0
2013-12-01,316.0,9,4.0,293.0
2013-12-01,316.0,10,4.0,415.0
2013-12-02,317.0,1,5.0,299.0
2013-12-02,317.0,2,5.0,345.0
2013-12-02,317.0,3,5.0,209.0
2013-12-02,317.0,4,5.0,227.0
2013-12-02,317.0,5,,
2013-12-02,317.0,6,5.0,176.0
2013-12-02,317.0,7,5.0,154.0
2013-12-02,317.0,8,5.0,51.0
2013-12-02,317.0,9,5.0,516.0
2013-12-02,317.0,10,5.0,556.0
2013-12-03,318.0,1,6.0,94.0
2013-12-03,318.0,2,6.0,33.0
2013-12-03,318.0,3,6.0,33.0
2013-12-03,318.0,4,6.0,131.0
2013-12-03,318.0,5,,
2013-12-03,318.0,6,6.0,48.0
2013-12-03,318.0,7,6.0,32.0
2013-12-03,318.0,8,,
2013-12-03,318.0,9,6.0,15.0
2013-12-03,318.0,10,6.0,103.0
2013-12-04,319.0,1,,
2013-12-04,319.0,2,,
2013-12-04,319.0,3,,
2013-12-04,319.0,4,,
2013-12-04,319.0,5,,
2013-12-04,319.0,6,7.0,5.0
2013-12-04,319.0,7,,
2013-12-04,319.0,8,,
2013-12-04,319.0,9,,
2013-12-04,319.0,10,,
2013-12-05,320.0,1,1.0,374.0
2013-12-05,320.0,2,1.0,212.0
2013-12-05,320.0,3,1.0,366.0
2013-12-05,320.0,4,1.0,453.0
2013-12-05,320.0,5,,
2013-12-05,320.0,6,1.0,185.0
2013-12-05,320.0,7,1.0,257.0
2013-12-05,320.0,8,,
2013-12-05,320.0,9,1.0,491.0
2013-12-05,320.0,10,1.0,494.0
2013-12-06,321.0,1,2.0,374.0
2013-12-06,321.0,2,2.0,133.0
2013-12-06,321.0,3,2.0,229.0
2013-12-06,321.0,4,2.0,544.0
2013-12-06,321.0,5,,
2013-12-06,321.0,6,2.0,226.0
2013-12-06,321.0,7,2.0,354.0
2013-12-06,321.0,8,2.0,95.0
2013-12-06,321.0,9,2.0,644.0
2013-12-06,321.0,10,2.0,541.0
2013-12-07,322.0,1,3.0,320.0
2013-12-07,322.0,2,3.0,681.0
2013-12-07,322.0,3,3.0,579.0
2013-12-07,322.0,4,3.0,447.0
2013-12-07,322.0,5,,
2013-12-07,322.0,6,3.0,399.0
2013-12-07,322.0,7,3.0,571.0
2013-12-07,322.0,8,,
2013-12-07,322.0,9,3.0,874.0
2013-12-07,322.0,10,3.0,961.0
2013-12-08,323.0,1,4.0,229.0
2013-12-08,323.0,2,4.0,170.0
2013-12-08,323.0,3,4.0,192.0
2013-12-08,323.0,4,4.0,272.0
2013-12-08,323.0,5,,
2013-12-08,323.0,6,4.0,227.0
2013-12-08,323.0,7,4.0,118.0
2013-12-08,323.0,8,4.0,23.0
2013-12-08,323.0,9,4.0,495.0
2013-12-08,323.0,10,4.0,472.0
2013-12-09,324.0,1,5.0,399.0
2013-12-09,324.0,2,5.0,292.0
2013-12-09,324.0,3,5.0,235.0
2013-12-09,324.0,4,5.0,366.0
2013-12-09,324.0,5,,
2013-12-09,324.0,6,5.0,266.0
2013-12-09,324.0,7,5.0,257.0
2013-12-09,324.0,8,5.0,25.0
2013-12-09,324.0,9,5.0,405.0
2013-12-09,324.0,10,5.0,391.0
2013-12-10,325.0,1,6.0,31.0
2013-12-10,325.0,2,6.0,66.0
2013-12-10,325.0,3,6.0,65.0
2013-12-10,325.0,4,6.0,65.0
